iucn_sid,iucn_rgn,pop_trend
187561,global,unknown
187562,global,unknown
187563,global,unknown
187564,global,unknown
187565,global,decreasing
187566,global,unknown
187567,global,stable
187568,global,decreasing
187569,global,unknown
187570,global,unknown
187571,global,unknown
187572,global,stable
187573,global,stable
187574,global,unknown
187575,global,unknown
187576,global,unknown
187577,global,unknown
187578,global,unknown
187579,global,unknown
187580,global,unknown
187581,global,unknown
187582,global,unknown
187583,global,unknown
187584,global,unknown
187585,global,unknown
187586,global,unknown
187587,global,unknown
187588,global,unknown
187589,global,unknown
187590,global,unknown
187591,global,unknown
187592,global,unknown
187593,global,unknown
187594,global,unknown
187595,global,unknown
187596,global,unknown
187597,global,unknown
187598,global,unknown
187599,global,unknown
187600,global,unknown
187601,global,unknown
187602,global,unknown
187603,global,unknown
187604,global,unknown
187605,global,unknown
187606,global,unknown
187607,global,unknown
187608,global,unknown
187609,global,unknown
187610,global,unknown
187611,global,unknown
187612,global,unknown
187613,global,unknown
187614,global,unknown
187615,global,unknown
187616,global,unknown
187617,global,unknown
187618,global,unknown
187619,global,unknown
187620,global,unknown
187621,global,unknown
187622,global,unknown
187623,global,unknown
187624,global,unknown
187625,global,unknown
187626,global,unknown
187627,global,unknown
187628,global,unknown
187629,global,unknown
187630,global,unknown
187631,global,unknown
187632,global,unknown
187633,global,unknown
187634,global,unknown
187635,global,unknown
187636,global,unknown
187638,global,unknown
187639,global,unknown
187640,global,unknown
187641,global,unknown
187642,global,unknown
187643,global,unknown
187644,global,unknown
187645,global,unknown
187646,global,unknown
187647,global,unknown
187648,global,unknown
187649,global,unknown
187650,global,unknown
187651,global,unknown
187652,global,unknown
187653,global,stable
187654,global,decreasing
187655,global,unknown
187656,global,unknown
187657,global,unknown
187658,global,unknown
187659,global,unknown
187660,global,unknown
187661,global,unknown
187662,global,unknown
187663,global,stable
187664,global,unknown
187665,global,unknown
187666,global,unknown
187667,global,unknown
187668,global,unknown
187669,global,unknown
187670,global,unknown
187671,global,unknown
187672,global,unknown
187673,global,unknown
187674,global,unknown
187675,global,unknown
187676,global,unknown
187677,global,unknown
187678,global,stable
187679,global,stable
187680,global,unknown
187681,global,unknown
187682,global,unknown
187683,global,unknown
187684,global,unknown
187685,global,unknown
187686,global,unknown
187687,global,unknown
187688,global,unknown
187689,global,unknown
187690,global,unknown
187691,global,unknown
187692,global,unknown
187693,global,unknown
187694,global,unknown
187695,global,unknown
187696,global,stable
187697,global,unknown
187698,global,unknown
187699,global,unknown
187700,global,unknown
187701,global,unknown
187702,global,unknown
187703,global,unknown
187704,global,unknown
187705,global,unknown
187706,global,unknown
187707,global,unknown
187708,global,unknown
187709,global,unknown
187710,global,stable
187711,global,stable
187712,global,unknown
187713,global,unknown
187714,global,stable
187715,global,unknown
187716,global,unknown
187717,global,unknown
187718,global,unknown
187719,global,unknown
187720,global,unknown
187721,global,unknown
187722,global,unknown
187723,global,stable
187724,global,unknown
187725,global,unknown
187726,global,unknown
187727,global,unknown
187728,global,unknown
187729,global,unknown
187730,global,unknown
187731,global,unknown
187732,global,unknown
187733,global,unknown
187734,global,unknown
187735,global,unknown
187736,global,unknown
187737,global,unknown
187738,global,unknown
187739,global,unknown
187740,global,unknown
187741,global,unknown
187742,global,unknown
187743,global,unknown
187744,global,unknown
187745,global,unknown
187746,global,unknown
187747,global,unknown
187748,global,stable
187749,global,unknown
187750,global,unknown
187751,global,stable
187752,global,stable
187753,global,unknown
187754,global,unknown
187755,global,unknown
187756,global,stable
187757,global,unknown
187758,global,stable
187759,global,stable
187760,global,unknown
187761,global,unknown
187762,global,unknown
187763,global,unknown
187764,global,increasing
187765,global,unknown
187766,global,unknown
187767,global,unknown
187768,global,unknown
187769,global,unknown
187770,global,unknown
187771,global,unknown
187772,global,unknown
187773,global,stable
187774,global,unknown
187775,global,stable
187776,global,unknown
187777,global,unknown
187778,global,unknown
187779,global,unknown
187780,global,unknown
187781,global,unknown
187782,global,unknown
187783,global,unknown
187784,global,stable
187785,global,unknown
187786,global,unknown
187787,global,unknown
187788,global,unknown
187789,global,unknown
187790,global,unknown
187791,global,unknown
187792,global,unknown
187793,global,unknown
187794,global,unknown
187795,global,unknown
187796,global,unknown
187797,global,unknown
187798,global,unknown
187799,global,unknown
187800,global,stable
187801,global,unknown
187802,global,unknown
187803,global,unknown
187804,global,unknown
187805,global,stable
187806,global,unknown
187807,global,unknown
187808,global,stable
187809,global,unknown
187810,global,unknown
187811,global,unknown
187812,global,unknown
187813,global,unknown
187814,global,unknown
187815,global,unknown
187874,global,unknown
187905,global,unknown
187935,global,unknown
187944,global,decreasing
187987,global,unknown
188016,global,unknown
188021,global,unknown
188065,global,unknown
188101,global,stable
188113,global,unknown
188304,global,stable
188315,global,unknown
188318,global,unknown
188319,global,decreasing
188320,global,unknown
188324,global,unknown
188326,global,unknown
188327,global,unknown
188340,global,stable
188343,global,decreasing
188344,global,unknown
188348,global,unknown
188352,global,unknown
188366,global,unknown
188368,global,unknown
188369,global,unknown
188371,global,stable
188372,global,stable
188376,global,unknown
188382,global,unknown
188390,global,stable
188397,global,decreasing
188398,global,stable
188401,global,unknown
188409,global,unknown
188414,global,unknown
188419,global,unknown
188423,global,unknown
188425,global,unknown
188426,global,unknown
188430,global,unknown
188434,global,stable
188445,global,stable
188450,global,unknown
188453,global,stable
188463,global,unknown
188464,global,stable
188467,global,stable
188469,global,unknown
188470,global,unknown
188471,global,unknown
188472,global,decreasing
188474,global,unknown
188483,global,unknown
188486,global,unknown
188491,global,unknown
188496,global,unknown
188500,global,unknown
188505,global,unknown
188507,global,unknown
188508,global,unknown
188511,global,stable
188518,global,unknown
188520,global,unknown
188523,global,stable
188528,global,decreasing
188532,global,stable
188537,global,stable
188538,global,unknown
188539,global,stable
188542,global,unknown
188546,global,decreasing
188551,global,stable
188552,global,unknown
188556,global,unknown
188557,global,stable
188560,global,stable
188569,global,unknown
188572,global,unknown
188579,global,unknown
188580,global,stable
188581,global,stable
188586,global,unknown
188590,global,unknown
188592,global,unknown
188596,global,unknown
188607,global,unknown
188609,global,stable
188610,global,unknown
188617,global,unknown
188620,global,unknown
188621,global,unknown
188622,global,unknown
188624,global,unknown
18878,global,stable
188919,global,unknown
188952,global,unknown
188980,global,unknown
189043,global,unknown
189048,global,unknown
189103,global,unknown
189121,global,stable
189201,global,unknown
189217,global,stable
189357,global,unknown
189378,global,unknown
189403,global,unknown
189405,global,unknown
189416,global,unknown
189417,global,unknown
189424,global,unknown
189436,global,stable
189463,global,stable
189470,global,stable
189480,global,unknown
189512,global,stable
189513,global,unknown
189550,global,unknown
189591,global,stable
189618,global,unknown
189675,global,decreasing
189728,global,unknown
189729,global,unknown
189730,global,unknown
189731,global,unknown
189732,global,unknown
189733,global,unknown
189734,global,unknown
189735,global,unknown
189736,global,unknown
189738,global,unknown
189740,global,unknown
189742,global,unknown
189744,global,unknown
189746,global,unknown
189747,global,unknown
189748,global,unknown
189750,global,unknown
189752,global,stable
189810,global,unknown
189818,global,unknown
189819,global,unknown
189820,global,unknown
189823,global,stable
189824,global,stable
189828,global,unknown
189829,global,unknown
190064,global,unknown
190065,global,unknown
190066,global,unknown
190067,global,unknown
190068,global,unknown
190069,global,unknown
190070,global,unknown
190071,global,unknown
190072,global,unknown
190073,global,unknown
190074,global,unknown
190075,global,unknown
190076,global,stable
190077,global,unknown
190078,global,decreasing
190079,global,stable
190080,global,stable
190081,global,unknown
190082,global,stable
190083,global,unknown
190084,global,unknown
190085,global,unknown
190086,global,unknown
190087,global,unknown
190088,global,unknown
190089,global,unknown
190090,global,stable
190091,global,unknown
190092,global,unknown
190093,global,unknown
190094,global,unknown
190095,global,stable
190096,global,unknown
190097,global,unknown
190099,global,unknown
190100,global,stable
190101,global,unknown
190102,global,unknown
190103,global,unknown
190104,global,unknown
190105,global,unknown
190106,global,unknown
190107,global,unknown
190108,global,unknown
190109,global,unknown
190110,global,unknown
190111,global,unknown
190112,global,unknown
190116,global,unknown
190117,global,unknown
190118,global,unknown
190119,global,unknown
190120,global,unknown
190121,global,unknown
190123,global,unknown
190125,global,unknown
190126,global,unknown
190127,global,unknown
190128,global,unknown
190129,global,stable
190130,global,unknown
190131,global,unknown
190132,global,decreasing
190133,global,stable
190134,global,increasing
190135,global,stable
190136,global,unknown
190137,global,unknown
190138,global,decreasing
190139,global,unknown
190140,global,unknown
190141,global,unknown
190142,global,unknown
190143,global,unknown
190144,global,unknown
19014407,global,stable
190145,global,unknown
190146,global,unknown
190147,global,unknown
190148,global,unknown
190149,global,unknown
190151,global,stable
190152,global,unknown
190153,global,unknown
190154,global,unknown
190155,global,unknown
190156,global,unknown
190157,global,unknown
190158,global,unknown
190159,global,unknown
190160,global,unknown
190161,global,unknown
190163,global,unknown
190164,global,stable
190166,global,unknown
190168,global,unknown
190169,global,unknown
190170,global,unknown
190172,global,unknown
190173,global,unknown
190175,global,unknown
190176,global,unknown
190178,global,unknown
190180,global,unknown
190181,global,unknown
190182,global,unknown
190183,global,stable
190184,global,unknown
190185,global,unknown
190186,global,unknown
190189,global,unknown
190190,global,unknown
190191,global,unknown
190192,global,unknown
190193,global,unknown
190194,global,unknown
190195,global,unknown
190196,global,unknown
190197,global,stable
190198,global,unknown
190199,global,unknown
190200,global,unknown
190201,global,unknown
190202,global,unknown
190203,global,unknown
190204,global,unknown
190205,global,unknown
190206,global,decreasing
190207,global,unknown
190208,global,unknown
190209,global,unknown
190211,global,unknown
190212,global,unknown
190213,global,stable
190214,global,unknown
190216,global,unknown
190217,global,unknown
190218,global,unknown
190219,global,unknown
190220,global,unknown
190221,global,decreasing
190222,global,stable
190223,global,unknown
190224,global,NA
190225,global,unknown
190226,global,unknown
190227,global,unknown
190228,global,unknown
190229,global,unknown
190230,global,unknown
190231,global,unknown
190232,global,unknown
190233,global,unknown
190234,global,unknown
190237,global,unknown
190239,global,unknown
190241,global,stable
190242,global,unknown
190243,global,unknown
190244,global,unknown
190245,global,unknown
190246,global,decreasing
190247,global,unknown
190248,global,unknown
190249,global,unknown
190250,global,unknown
190251,global,unknown
190252,global,unknown
190253,global,stable
190254,global,unknown
190255,global,unknown
190256,global,unknown
190257,global,unknown
190258,global,unknown
190259,global,unknown
190260,global,unknown
190261,global,stable
190262,global,unknown
190263,global,unknown
190264,global,unknown
190265,global,unknown
190268,global,unknown
190269,global,unknown
190270,global,unknown
190271,global,unknown
190274,global,unknown
190275,global,unknown
190276,global,unknown
190277,global,unknown
190278,global,unknown
190279,global,decreasing
190281,global,unknown
190282,global,unknown
190283,global,unknown
190285,global,unknown
190286,global,unknown
190287,global,unknown
190289,global,unknown
190290,global,unknown
190291,global,unknown
190292,global,unknown
190294,global,unknown
190295,global,decreasing
190296,global,unknown
190297,global,unknown
190298,global,unknown
190299,global,unknown
190300,global,stable
190301,global,unknown
190302,global,unknown
190305,global,unknown
190307,global,stable
190308,global,unknown
190309,global,unknown
190310,global,unknown
190311,global,unknown
190312,global,unknown
190313,global,unknown
190314,global,stable
190315,global,unknown
190316,global,unknown
190317,global,stable
190318,global,unknown
190319,global,unknown
190320,global,unknown
190321,global,unknown
190322,global,unknown
190323,global,unknown
190324,global,unknown
190325,global,stable
190326,global,unknown
190327,global,unknown
190328,global,unknown
190329,global,stable
190330,global,unknown
190331,global,unknown
190332,global,stable
190333,global,unknown
190334,global,unknown
190335,global,unknown
190336,global,unknown
190338,global,unknown
190339,global,unknown
190340,global,unknown
190341,global,unknown
190342,global,unknown
190344,global,unknown
190345,global,unknown
190346,global,unknown
190347,global,stable
190348,global,stable
190349,global,unknown
190350,global,unknown
190351,global,unknown
190352,global,unknown
190353,global,unknown
190354,global,unknown
190355,global,unknown
190356,global,unknown
190357,global,unknown
190358,global,unknown
190359,global,unknown
190360,global,unknown
190361,global,unknown
190362,global,unknown
190363,global,unknown
190364,global,unknown
190365,global,unknown
190366,global,unknown
190367,global,unknown
190369,global,unknown
19037,global,NA
190370,global,unknown
190371,global,unknown
190372,global,unknown
190373,global,unknown
190374,global,unknown
190375,global,unknown
190376,global,unknown
190377,global,stable
190378,global,unknown
190379,global,unknown
19038,global,NA
190380,global,unknown
190381,global,unknown
190382,global,unknown
190383,global,unknown
190384,global,unknown
190385,global,unknown
190387,global,stable
190388,global,stable
190389,global,unknown
190390,global,stable
190391,global,unknown
190392,global,unknown
190393,global,stable
190394,global,unknown
190395,global,unknown
190396,global,unknown
190397,global,unknown
190398,global,unknown
190399,global,unknown
190400,global,unknown
190401,global,unknown
190402,global,unknown
190403,global,unknown
190404,global,unknown
190405,global,unknown
190406,global,unknown
190407,global,stable
190408,global,unknown
190409,global,unknown
190410,global,unknown
190411,global,unknown
190412,global,stable
190414,global,unknown
190415,global,unknown
190416,global,unknown
190418,global,unknown
190419,global,unknown
190420,global,unknown
190421,global,unknown
190422,global,decreasing
190423,global,unknown
190424,global,unknown
190425,global,unknown
190426,global,unknown
190427,global,unknown
190428,global,stable
190429,global,unknown
190430,global,unknown
190431,global,unknown
190432,global,stable
190433,global,unknown
190434,global,unknown
190435,global,unknown
190436,global,unknown
190438,global,unknown
190439,global,unknown
190440,global,unknown
190441,global,unknown
190444,global,stable
190445,global,unknown
190447,global,unknown
190448,global,unknown
190450,global,unknown
190451,global,stable
190452,global,stable
190453,global,stable
190454,global,unknown
190455,global,unknown
190456,global,stable
190457,global,unknown
190458,global,stable
190459,global,unknown
190461,global,stable
190462,global,unknown
190464,global,unknown
190465,global,unknown
190466,global,unknown
190468,global,increasing
190469,global,stable
190470,global,unknown
190471,global,unknown
190473,global,unknown
190475,global,unknown
190477,global,unknown
190478,global,unknown
190480,global,unknown
190481,global,decreasing
190484,global,unknown
190485,global,unknown
190486,global,unknown
190487,global,unknown
190488,global,unknown
190489,global,unknown
190674,global,unknown
190675,global,unknown
190676,global,unknown
190677,global,unknown
190678,global,unknown
190679,global,unknown
190680,global,unknown
190681,global,unknown
190682,global,unknown
190683,global,unknown
190684,global,unknown
190685,global,unknown
190686,global,unknown
190687,global,unknown
190688,global,unknown
190689,global,unknown
190690,global,unknown
190691,global,unknown
190692,global,unknown
190693,global,unknown
190694,global,unknown
190695,global,unknown
190696,global,unknown
190697,global,unknown
190698,global,unknown
190699,global,unknown
190700,global,unknown
190701,global,unknown
190702,global,unknown
190703,global,unknown
190704,global,unknown
190705,global,unknown
190706,global,unknown
190707,global,unknown
190708,global,unknown
190709,global,unknown
190710,global,unknown
190711,global,unknown
190712,global,unknown
190713,global,unknown
190714,global,unknown
190715,global,unknown
190716,global,unknown
190717,global,unknown
190718,global,unknown
190719,global,unknown
190720,global,unknown
190721,global,unknown
190722,global,unknown
190723,global,unknown
190724,global,unknown
190725,global,unknown
190726,global,unknown
190727,global,unknown
190728,global,unknown
190729,global,unknown
190730,global,unknown
190731,global,unknown
190732,global,unknown
190733,global,unknown
190734,global,unknown
190735,global,unknown
190736,global,unknown
190737,global,unknown
190738,global,unknown
190739,global,unknown
190740,global,unknown
190741,global,unknown
190742,global,unknown
190743,global,unknown
190744,global,unknown
190745,global,unknown
190746,global,unknown
190747,global,unknown
190748,global,decreasing
190749,global,unknown
190750,global,unknown
190751,global,unknown
190752,global,unknown
190753,global,unknown
190754,global,unknown
190755,global,unknown
190756,global,unknown
190757,global,unknown
190758,global,unknown
190759,global,unknown
190760,global,unknown
190761,global,unknown
190762,global,stable
190763,global,unknown
190764,global,unknown
190765,global,unknown
190766,global,unknown
190767,global,unknown
190768,global,unknown
190769,global,unknown
190770,global,stable
190915,global,unknown
190917,global,unknown
190918,global,unknown
190919,global,unknown
190920,global,unknown
190921,global,unknown
190922,global,unknown
190923,global,unknown
190925,global,unknown
190927,global,unknown
190928,global,unknown
190929,global,unknown
190930,global,unknown
190931,global,unknown
190932,global,unknown
190933,global,unknown
190934,global,unknown
190935,global,unknown
190936,global,unknown
190945,global,unknown
190946,global,unknown
190947,global,unknown
190948,global,unknown
190949,global,unknown
190950,global,unknown
190951,global,unknown
190953,global,unknown
190954,global,unknown
190955,global,unknown
190956,global,unknown
190957,global,unknown
190958,global,unknown
190959,global,unknown
190960,global,unknown
190963,global,unknown
190964,global,unknown
190967,global,unknown
190973,global,stable
190974,global,unknown
191108,global,decreasing
191110,global,unknown
191191,global,stable
191192,global,unknown
191193,global,unknown
191194,global,unknown
191196,global,unknown
191197,global,unknown
191206,global,unknown
191207,global,stable
191208,global,stable
191211,global,stable
191214,global,unknown
191308,global,unknown
191309,global,stable
191310,global,stable
191311,global,decreasing
191314,global,unknown
191368,global,stable
191540,global,unknown
191721,global,unknown
191743,global,unknown
191747,global,unknown
191751,global,stable
191822,global,stable
191823,global,decreasing
191828,global,unknown
191829,global,stable
191831,global,unknown
191832,global,unknown
191833,global,unknown
191834,global,unknown
191835,global,unknown
192253,global,unknown
192254,global,NA
192255,global,unknown
192256,global,unknown
192257,global,unknown
192258,global,unknown
192259,global,unknown
192260,global,unknown
192261,global,unknown
192262,global,unknown
192263,global,unknown
192264,global,unknown
192265,global,unknown
192266,global,unknown
192267,global,unknown
192268,global,unknown
192269,global,unknown
192270,global,NA
192271,global,unknown
192272,global,unknown
192273,global,NA
192275,global,unknown
192276,global,unknown
192277,global,unknown
192278,global,unknown
192279,global,unknown
192280,global,unknown
192281,global,unknown
192282,global,unknown
192283,global,unknown
192284,global,stable
192285,global,unknown
192286,global,decreasing
192287,global,stable
192288,global,stable
192289,global,unknown
192290,global,unknown
192291,global,unknown
192292,global,unknown
192293,global,unknown
192294,global,unknown
192295,global,unknown
192296,global,unknown
192297,global,unknown
192298,global,unknown
192299,global,unknown
192300,global,unknown
192301,global,unknown
192302,global,unknown
192303,global,unknown
192304,global,unknown
192305,global,unknown
192306,global,unknown
192307,global,unknown
192308,global,unknown
192309,global,unknown
192310,global,unknown
192311,global,unknown
192312,global,unknown
192313,global,unknown
192314,global,unknown
192315,global,unknown
192316,global,NA
192317,global,unknown
192318,global,unknown
192319,global,unknown
192320,global,unknown
192321,global,stable
192322,global,unknown
192323,global,unknown
192324,global,unknown
192325,global,unknown
192326,global,unknown
192327,global,unknown
192328,global,unknown
192329,global,stable
192330,global,unknown
192331,global,stable
192332,global,NA
192333,global,unknown
192334,global,unknown
192335,global,unknown
192336,global,stable
192337,global,unknown
192338,global,unknown
192339,global,unknown
192340,global,unknown
192341,global,unknown
192342,global,unknown
192343,global,unknown
192344,global,unknown
192345,global,unknown
192346,global,unknown
192347,global,unknown
192348,global,stable
192349,global,unknown
192350,global,decreasing
192351,global,unknown
192352,global,unknown
192353,global,unknown
192354,global,stable
192355,global,NA
192356,global,unknown
192357,global,unknown
192358,global,unknown
192359,global,unknown
192360,global,unknown
192361,global,unknown
192362,global,unknown
192363,global,unknown
192364,global,unknown
192365,global,NA
192366,global,unknown
192367,global,unknown
192368,global,stable
192369,global,unknown
192370,global,unknown
192371,global,unknown
192372,global,unknown
192373,global,unknown
192374,global,unknown
192375,global,unknown
192376,global,unknown
192377,global,unknown
192378,global,unknown
192379,global,unknown
192380,global,unknown
192381,global,stable
192382,global,unknown
192383,global,unknown
192384,global,unknown
192385,global,unknown
192386,global,unknown
192387,global,unknown
192388,global,unknown
192389,global,unknown
192390,global,unknown
192391,global,unknown
192392,global,unknown
192393,global,unknown
192394,global,NA
192395,global,unknown
192396,global,unknown
192397,global,unknown
192398,global,unknown
192399,global,unknown
192400,global,unknown
192401,global,unknown
192402,global,NA
192403,global,decreasing
192404,global,unknown
192405,global,unknown
192406,global,unknown
192407,global,unknown
192408,global,unknown
192409,global,NA
192410,global,unknown
192411,global,unknown
192412,global,unknown
192413,global,unknown
192414,global,unknown
192415,global,unknown
192416,global,unknown
192417,global,unknown
192418,global,stable
192419,global,unknown
192420,global,unknown
192421,global,unknown
192422,global,unknown
192423,global,unknown
192424,global,unknown
192425,global,unknown
192426,global,unknown
192427,global,NA
192428,global,unknown
192429,global,unknown
192430,global,unknown
192431,global,unknown
192432,global,unknown
192433,global,NA
192434,global,unknown
192435,global,unknown
192436,global,unknown
192437,global,unknown
192438,global,stable
192439,global,unknown
192440,global,unknown
192441,global,unknown
192442,global,unknown
192443,global,unknown
192444,global,unknown
192445,global,unknown
192446,global,unknown
192447,global,unknown
192448,global,unknown
192449,global,unknown
192450,global,unknown
192451,global,unknown
192452,global,NA
192453,global,unknown
192454,global,unknown
192455,global,stable
192456,global,NA
192457,global,unknown
192458,global,unknown
192459,global,NA
192460,global,unknown
192461,global,stable
192462,global,unknown
192463,global,NA
192464,global,unknown
192465,global,NA
192466,global,unknown
192467,global,unknown
192468,global,unknown
192469,global,stable
192470,global,unknown
192471,global,unknown
192472,global,stable
192473,global,unknown
192474,global,unknown
192475,global,decreasing
192476,global,unknown
192477,global,unknown
192478,global,NA
192479,global,unknown
192480,global,unknown
192481,global,unknown
192482,global,unknown
192483,global,unknown
192484,global,unknown
192485,global,stable
192486,global,unknown
192487,global,decreasing
192488,global,unknown
192489,global,unknown
192490,global,unknown
192491,global,unknown
192492,global,stable
192493,global,unknown
192494,global,unknown
192495,global,unknown
192496,global,unknown
192497,global,unknown
192498,global,unknown
192499,global,unknown
192500,global,unknown
192501,global,unknown
192502,global,unknown
192503,global,unknown
192504,global,unknown
192505,global,unknown
192506,global,NA
192507,global,unknown
192508,global,unknown
192509,global,unknown
192510,global,unknown
192511,global,unknown
192512,global,unknown
192513,global,unknown
192514,global,unknown
192515,global,unknown
192516,global,unknown
192517,global,unknown
192518,global,unknown
192519,global,unknown
192520,global,unknown
192521,global,decreasing
192522,global,decreasing
192523,global,unknown
192524,global,unknown
192525,global,unknown
192527,global,unknown
192528,global,unknown
192529,global,unknown
192530,global,stable
192531,global,unknown
192532,global,unknown
192533,global,unknown
192534,global,stable
192535,global,unknown
192536,global,unknown
192537,global,unknown
192538,global,unknown
192539,global,unknown
192540,global,unknown
192541,global,decreasing
192542,global,unknown
192544,global,stable
192545,global,NA
192546,global,unknown
192547,global,unknown
192548,global,unknown
192549,global,unknown
192550,global,unknown
192551,global,unknown
192552,global,unknown
192553,global,unknown
192554,global,unknown
192555,global,unknown
192556,global,decreasing
192557,global,unknown
192558,global,unknown
192559,global,unknown
192560,global,unknown
192561,global,unknown
192562,global,unknown
192563,global,unknown
192564,global,unknown
192565,global,unknown
192566,global,unknown
192567,global,unknown
192568,global,unknown
192569,global,unknown
192570,global,unknown
192571,global,stable
192572,global,stable
192573,global,unknown
192574,global,unknown
192575,global,unknown
192576,global,NA
192577,global,unknown
192578,global,unknown
192579,global,unknown
192580,global,unknown
192581,global,NA
192582,global,unknown
192583,global,NA
192584,global,stable
192585,global,unknown
192586,global,unknown
192587,global,unknown
192588,global,unknown
192589,global,unknown
192590,global,unknown
192591,global,unknown
192592,global,unknown
192593,global,unknown
192594,global,unknown
192595,global,unknown
192596,global,unknown
192597,global,unknown
192598,global,unknown
192599,global,unknown
192600,global,unknown
192601,global,unknown
192602,global,decreasing
192603,global,unknown
192604,global,NA
192605,global,unknown
192606,global,unknown
192608,global,unknown
192609,global,unknown
192610,global,unknown
192611,global,unknown
192612,global,unknown
192613,global,unknown
192614,global,NA
192615,global,unknown
192616,global,unknown
192617,global,unknown
192618,global,unknown
192619,global,unknown
192620,global,NA
192621,global,unknown
192622,global,unknown
192623,global,unknown
192624,global,unknown
192625,global,unknown
192626,global,decreasing
192627,global,unknown
192628,global,unknown
192629,global,unknown
192630,global,unknown
192631,global,unknown
192632,global,unknown
192633,global,unknown
192634,global,unknown
192635,global,unknown
192636,global,unknown
192637,global,unknown
192638,global,unknown
192640,global,unknown
192641,global,unknown
192642,global,unknown
192643,global,unknown
192644,global,unknown
192645,global,unknown
192647,global,unknown
192648,global,unknown
192649,global,unknown
192650,global,unknown
192651,global,stable
192652,global,unknown
192653,global,unknown
192654,global,unknown
192655,global,unknown
192656,global,unknown
192657,global,unknown
192658,global,unknown
192659,global,unknown
192660,global,unknown
192661,global,unknown
192662,global,unknown
192663,global,unknown
192664,global,unknown
192665,global,unknown
192666,global,unknown
192667,global,unknown
192668,global,NA
192669,global,unknown
192670,global,NA
192671,global,unknown
192672,global,unknown
192673,global,NA
192674,global,stable
192675,global,unknown
192676,global,unknown
192677,global,unknown
192678,global,unknown
192679,global,NA
192680,global,unknown
192681,global,unknown
192682,global,unknown
192683,global,unknown
192684,global,unknown
192685,global,stable
192686,global,unknown
192687,global,stable
192688,global,unknown
192689,global,unknown
192690,global,unknown
192691,global,unknown
192692,global,unknown
192693,global,unknown
192694,global,unknown
192695,global,unknown
192696,global,NA
192697,global,unknown
192698,global,unknown
192699,global,unknown
192700,global,unknown
192701,global,unknown
192702,global,stable
192703,global,unknown
192704,global,unknown
192705,global,unknown
192706,global,unknown
192707,global,unknown
192708,global,unknown
192709,global,decreasing
192710,global,unknown
192711,global,unknown
192712,global,unknown
192713,global,unknown
192714,global,unknown
192715,global,NA
192716,global,unknown
192717,global,unknown
192718,global,unknown
192719,global,unknown
192720,global,unknown
192721,global,unknown
192722,global,unknown
192723,global,NA
192724,global,NA
192725,global,unknown
192726,global,stable
192727,global,unknown
192728,global,unknown
192729,global,unknown
192730,global,unknown
192731,global,unknown
192732,global,unknown
192733,global,unknown
192734,global,unknown
192735,global,NA
192736,global,unknown
192737,global,unknown
192738,global,unknown
192739,global,unknown
192740,global,unknown
192741,global,unknown
192742,global,stable
192743,global,stable
192744,global,stable
192745,global,unknown
192746,global,NA
192747,global,unknown
192748,global,unknown
192749,global,unknown
192750,global,unknown
192751,global,unknown
192752,global,unknown
192753,global,unknown
192754,global,unknown
192755,global,unknown
192756,global,NA
192757,global,unknown
192758,global,unknown
192759,global,unknown
192760,global,unknown
192761,global,unknown
192762,global,unknown
192763,global,NA
192764,global,unknown
192765,global,unknown
192766,global,unknown
192767,global,stable
192768,global,unknown
192769,global,NA
192771,global,stable
192772,global,unknown
192773,global,unknown
192774,global,unknown
192775,global,NA
192776,global,unknown
192777,global,unknown
192778,global,unknown
192779,global,unknown
192780,global,unknown
192781,global,unknown
192782,global,unknown
192783,global,unknown
192784,global,unknown
192785,global,stable
192786,global,unknown
192787,global,unknown
192788,global,unknown
192789,global,unknown
192790,global,unknown
192791,global,unknown
192792,global,unknown
192793,global,unknown
192794,global,unknown
192795,global,unknown
192796,global,unknown
192797,global,unknown
192798,global,unknown
192799,global,unknown
192800,global,unknown
192801,global,unknown
192802,global,unknown
192803,global,unknown
192804,global,unknown
192805,global,unknown
192806,global,unknown
192807,global,unknown
192808,global,stable
192809,global,unknown
192810,global,NA
192811,global,unknown
192812,global,unknown
192813,global,unknown
192814,global,unknown
192815,global,unknown
192816,global,NA
192817,global,unknown
192818,global,unknown
192819,global,unknown
192820,global,unknown
192821,global,unknown
192822,global,unknown
192823,global,unknown
192824,global,unknown
192825,global,unknown
192826,global,unknown
192827,global,unknown
192828,global,NA
192829,global,unknown
192830,global,unknown
192831,global,unknown
192832,global,unknown
192833,global,unknown
192834,global,unknown
192835,global,unknown
192836,global,unknown
192837,global,NA
192838,global,unknown
192839,global,NA
192840,global,NA
192841,global,stable
192842,global,unknown
192843,global,unknown
192844,global,unknown
192845,global,unknown
192846,global,unknown
192847,global,unknown
192848,global,unknown
192849,global,unknown
192850,global,unknown
192851,global,unknown
192852,global,decreasing
192853,global,unknown
192854,global,unknown
192856,global,unknown
192857,global,unknown
192858,global,stable
192859,global,unknown
192860,global,unknown
192861,global,unknown
192862,global,unknown
192863,global,NA
192864,global,unknown
192865,global,unknown
192866,global,unknown
192867,global,unknown
192868,global,unknown
192869,global,unknown
192870,global,unknown
192871,global,unknown
192872,global,unknown
192873,global,unknown
192874,global,NA
192875,global,unknown
192876,global,unknown
192877,global,unknown
192878,global,NA
192879,global,unknown
192920,global,decreasing
192929,global,stable
192930,global,unknown
192932,global,unknown
192933,global,stable
192934,global,stable
192935,global,unknown
