iucn_sid,code,title,timing,scope,severity,score,invasive,score_num
241,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,NA,Low Impact: 3,NA,3
241,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
241,5.4.2,Intentional use: (large scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
241,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
241,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
241,7.2,Dams & water management/use,Future,NA,NA,No/Negligible Impact: 1,NA,1
241,7.2.11,Dams (size unknown),Future,NA,NA,No/Negligible Impact: 1,NA,1
241,9.2,Industrial & military effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
241,9.2.1,Oil spills,Ongoing,NA,NA,Low Impact: 3,NA,3
241,9.2.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
241,9.3,Agricultural & forestry effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
241,9.3.4,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
242,1.1,Housing & urban areas,Ongoing,NA,NA,Low Impact: 3,NA,3
242,1.2,Commercial & industrial areas,Ongoing,NA,NA,Low Impact: 3,NA,3
242,2.4,Marine & freshwater aquaculture,Future,NA,NA,No/Negligible Impact: 1,NA,1
242,2.4.3,Scale Unknown/Unrecorded,Future,NA,NA,No/Negligible Impact: 1,NA,1
242,4.3,Shipping lanes,Ongoing,NA,NA,Low Impact: 3,NA,3
242,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,NA,Low Impact: 3,NA,3
242,5.4,Fishing & harvesting aquatic resources,"Past, Unlikely to Return",NA,NA,Past Impact,NA,NA
242,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
242,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
242,5.4.6,Motivation Unknown/Unrecorded,"Past, Unlikely to Return",NA,NA,Past Impact,NA,NA
242,7.2,Dams & water management/use,Ongoing,NA,NA,Low Impact: 3,NA,3
242,7.2.11,Dams (size unknown),Ongoing,NA,NA,Low Impact: 3,NA,3
242,7.2.8,Abstraction of ground water (unknown use),Ongoing,NA,NA,Low Impact: 3,NA,3
242,8.1,Invasive non-native/alien species/diseases,Future,NA,NA,No/Negligible Impact: 1,NA,1
242,8.1.1,Unspecified species,Future,NA,NA,No/Negligible Impact: 1,NA,1
242,9.1,Domestic & urban waste water,Ongoing,NA,NA,Low Impact: 3,NA,3
242,9.1.1,Sewage,Ongoing,NA,NA,Low Impact: 3,NA,3
242,9.1.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
242,9.2,Industrial & military effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
242,9.2.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
242,9.3,Agricultural & forestry effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
242,9.3.2,"Soil erosion, sedimentation",Ongoing,NA,NA,Low Impact: 3,NA,3
242,9.3.4,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
242,9.4,Garbage & solid waste,Ongoing,NA,NA,Low Impact: 3,NA,3
242,9.6,Excess energy,Ongoing,NA,NA,Low Impact: 3,NA,3
242,9.6.2,Thermal pollution,Ongoing,NA,NA,Low Impact: 3,NA,3
243,1.1,Housing & urban areas,Ongoing,NA,NA,Low Impact: 3,NA,3
243,1.2,Commercial & industrial areas,Ongoing,NA,NA,Low Impact: 3,NA,3
243,2.4,Marine & freshwater aquaculture,Future,NA,NA,No/Negligible Impact: 1,NA,1
243,2.4.3,Scale Unknown/Unrecorded,Future,NA,NA,No/Negligible Impact: 1,NA,1
243,5.3,Logging & wood harvesting,Ongoing,NA,NA,Low Impact: 3,NA,3
243,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
243,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,NA,Low Impact: 3,NA,3
243,5.4,Fishing & harvesting aquatic resources,"Past, Unlikely to Return",NA,NA,Past Impact,NA,NA
243,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
243,5.4.6,Motivation Unknown/Unrecorded,"Past, Unlikely to Return",NA,NA,Past Impact,NA,NA
243,7.2,Dams & water management/use,Ongoing,NA,NA,Low Impact: 3,NA,3
243,7.2.11,Dams (size unknown),Ongoing,NA,NA,Low Impact: 3,NA,3
243,9.1,Domestic & urban waste water,Ongoing,NA,NA,Low Impact: 3,NA,3
243,9.1.1,Sewage,Ongoing,NA,NA,Low Impact: 3,NA,3
243,9.1.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
243,9.2,Industrial & military effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
243,9.2.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
243,9.3,Agricultural & forestry effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
243,9.3.2,"Soil erosion, sedimentation",Ongoing,NA,NA,Low Impact: 3,NA,3
243,9.3.4,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
243,9.4,Garbage & solid waste,Ongoing,NA,NA,Low Impact: 3,NA,3
245,1.1,Housing & urban areas,Ongoing,NA,NA,Low Impact: 3,NA,3
245,1.2,Commercial & industrial areas,Ongoing,NA,NA,Low Impact: 3,NA,3
245,2.4,Marine & freshwater aquaculture,Future,NA,NA,No/Negligible Impact: 1,NA,1
245,2.4.3,Scale Unknown/Unrecorded,Future,NA,NA,No/Negligible Impact: 1,NA,1
245,4.3,Shipping lanes,Ongoing,NA,NA,Low Impact: 3,NA,3
245,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,NA,Low Impact: 3,NA,3
245,5.4,Fishing & harvesting aquatic resources,"Past, Unlikely to Return",NA,NA,Past Impact,NA,NA
245,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
245,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
245,5.4.6,Motivation Unknown/Unrecorded,"Past, Unlikely to Return",NA,NA,Past Impact,NA,NA
245,7.2,Dams & water management/use,Ongoing,NA,NA,Low Impact: 3,NA,3
245,7.2.11,Dams (size unknown),Ongoing,NA,NA,Low Impact: 3,NA,3
245,7.2.8,Abstraction of ground water (unknown use),Ongoing,NA,NA,Low Impact: 3,NA,3
245,8.1,Invasive non-native/alien species/diseases,Future,NA,NA,No/Negligible Impact: 1,NA,1
245,8.1.1,Unspecified species,Future,NA,NA,No/Negligible Impact: 1,NA,1
245,8.2,Problematic native species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
245,9.1,Domestic & urban waste water,Ongoing,NA,NA,Low Impact: 3,NA,3
245,9.1.1,Sewage,Ongoing,NA,NA,Low Impact: 3,NA,3
245,9.1.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
245,9.2,Industrial & military effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
245,9.2.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
245,9.3,Agricultural & forestry effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
245,9.3.2,"Soil erosion, sedimentation",Ongoing,NA,NA,Low Impact: 3,NA,3
245,9.3.4,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
245,9.4,Garbage & solid waste,Ongoing,NA,NA,Low Impact: 3,NA,3
245,9.6,Excess energy,Ongoing,NA,NA,Low Impact: 3,NA,3
245,9.6.2,Thermal pollution,Ongoing,NA,NA,Low Impact: 3,NA,3
NA,NA,NA,NA,NA,NA,NA,NA,NA
907,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,NA,Low Impact: 3,NA,3
907,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
907,5.4.2,Intentional use: (large scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
907,7.2,Dams & water management/use,Ongoing,NA,NA,Low Impact: 3,NA,3
907,7.2.11,Dams (size unknown),Ongoing,NA,NA,Low Impact: 3,NA,3
908,11.2,Droughts,Ongoing,NA,NA,Low Impact: 3,NA,3
908,2.1,Annual & perennial non-timber crops,Ongoing,NA,NA,Low Impact: 3,NA,3
908,2.1.1,Shifting agriculture,Ongoing,NA,NA,Low Impact: 3,NA,3
908,2.1.2,Small-holder farming,Ongoing,NA,NA,Low Impact: 3,NA,3
908,2.1.3,Agro-industry farming,Ongoing,NA,NA,Low Impact: 3,NA,3
908,4.3,Shipping lanes,Ongoing,NA,NA,Low Impact: 3,NA,3
908,5.4,Fishing & harvesting aquatic resources,"Past, Unlikely to Return",NA,NA,Past Impact,NA,NA
908,5.4.1,Intentional use: (subsistence/small scale) [harvest],"Past, Unlikely to Return",NA,NA,Past Impact,NA,NA
908,7.2,Dams & water management/use,Ongoing,NA,NA,Low Impact: 3,NA,3
908,7.2.11,Dams (size unknown),Ongoing,NA,NA,Low Impact: 3,NA,3
908,9.3,Agricultural & forestry effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
908,9.3.2,"Soil erosion, sedimentation",Ongoing,NA,NA,Low Impact: 3,NA,3
908,9.3.4,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
1086,11.4,Storms & flooding,Ongoing,NA,NA,Low Impact: 3,NA,3
1086,8.1,Invasive non-native/alien species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
1086,8.1.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
1086,9.2,Industrial & military effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
1086,9.2.1,Oil spills,Ongoing,NA,NA,Low Impact: 3,NA,3
1308,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,NA,NA
1308,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,NA,NA
1308,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Unknown,Unknown,NA,NA
1308,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
1793,1.1,Housing & urban areas,Ongoing,NA,NA,Low Impact: 3,NA,3
1793,11.2,Droughts,Ongoing,NA,NA,Low Impact: 3,NA,3
1793,1.2,Commercial & industrial areas,Ongoing,NA,NA,Low Impact: 3,NA,3
1793,2.1,Annual & perennial non-timber crops,Ongoing,NA,NA,Low Impact: 3,NA,3
1793,2.1.2,Small-holder farming,Ongoing,NA,NA,Low Impact: 3,NA,3
1793,2.1.3,Agro-industry farming,Ongoing,NA,NA,Low Impact: 3,NA,3
1793,2.3,Livestock farming & ranching,Ongoing,NA,NA,Low Impact: 3,NA,3
1793,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,NA,NA,Low Impact: 3,NA,3
1793,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,NA,NA,Low Impact: 3,NA,3
1793,5.1,Hunting & trapping terrestrial animals,Ongoing,NA,NA,Low Impact: 3,NA,3
1793,5.1.1,Intentional use (species is the target),Ongoing,NA,NA,Low Impact: 3,NA,3
1793,5.1.3,Persecution/control,Ongoing,NA,NA,Low Impact: 3,NA,3
1793,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,NA,Low Impact: 3,NA,3
1793,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
1793,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
1793,7.2,Dams & water management/use,Ongoing,NA,NA,Low Impact: 3,NA,3
1793,7.2.1,Abstraction of surface water (domestic use),Ongoing,NA,NA,Low Impact: 3,NA,3
1793,7.2.2,Abstraction of surface water (commercial use),Ongoing,NA,NA,Low Impact: 3,NA,3
1793,8.1,Invasive non-native/alien species/diseases (Eichhornia crassipes),Ongoing,NA,NA,Low Impact: 3,Eichhornia crassipes,3
1793,8.1.2,Named species (Eichhornia crassipes),Ongoing,NA,NA,Low Impact: 3,Eichhornia crassipes,3
1793,9.3,Agricultural & forestry effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
1793,9.3.2,"Soil erosion, sedimentation",Ongoing,NA,NA,Low Impact: 3,NA,3
NA,NA,NA,NA,NA,NA,NA,NA,NA
