iucn_sid,range_km2,sciname,dbf_file
187407,2625428.7499468327,Wetmorella nigropinnata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187408,13119.000007629395,Xyrichtys woodi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187409,521871.49999427795,Ophthalmolepis lineolata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187410,50296.25001716614,Cirrhilabrus marjorie,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187411,3506393.2500009537,Iniistius pentadactylus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187412,306707.00000953674,Iniistius trivittatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187413,56679.5,Paracheilinus attenuatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187414,247600.7499847412,Macropharyngodon kuiteri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187415,10670.25,Cirrhilabrus earlei,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187416,775365.4999866486,Macropharyngodon bipartitus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187417,2571893.2499833107,Coris batuensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187418,805662.2500305176,Thalassoma pavo,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187419,1246829.7499878407,Choerodon zamboangae,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187420,195430.9999961853,Bodianus busellatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187421,34625.250005722046,Paracheilinus walton,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187422,261809.2499923706,Thalassoma loxum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187423,3025743.9999907017,Oxycheilinus orientalis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187424,4754718.999918461,Stethojulis bandanensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187425,33200,Conniella apterygia,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187426,250678.7500076294,Notolabrus tetricus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187427,46398.5,Cirrhilabrus bathyphilus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187428,404705.25000572205,Halichoeres leucoxanthus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187429,218746.5000076294,Bodianus sanguineus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187430,1402625.0000154972,Choerodon cephalotes,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187431,3297928.499971628,Pteragogus cryptus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187432,197260.24999046326,Halichoeres bleekeri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187433,427657.99998283386,Pteragogus aurigarius,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187434,3910.7499961853027,Stethojulis marquesensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187435,11950.000007629395,Halichoeres socialis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187436,12836865.249993563,Coris gaimard,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187437,194570.24998378754,Minilabrus striatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187438,7941822.250003099,Halichoeres prosopeion,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187439,345257.74997901917,Cirrhilabrus laboutei,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187440,202710.2500038147,Cirrhilabrus condei,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187441,5483302.000016451,Novaculichthys taeniourus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187442,358561.2499923706,Pseudolabrus eoethinus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187443,2783344.499989748,Halichoeres margaritaceus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187444,2595169.250015259,Halichoeres pictus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187445,115089.75,Bodianus neopercularis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187446,718903.5000095367,Thalassoma cupido,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187447,23008.750007629395,Cirrhilabrus jordani,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187448,986765.5000491142,Tautogolabrus adspersus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187449,226176.24999141693,Wetmorella tanakai,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187450,1683274.999989748,Coris dorsomacula,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187451,3267766.9999916553,Halichoeres argus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187452,94338.99999427795,Cirrhilabrus katherinae,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187453,80854.50001716614,Anampses elegans,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187454,4802916.2499706745,Halichoeres scapularis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187455,2137.75,Symphodus trutta,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187456,1763897.9999990463,Doratonotus megalepis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187457,493404.74999427795,Dotalabrus aurantiacus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187458,264330,Cheilinus quinquecinctus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187459,112499.49998855591,Suezichthys cyanolaemus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187460,17159.250002861023,Cirrhilabrus brunneus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187461,2240560.9999916553,Cirrhilabrus exquisitus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187462,118820.99999046326,Pseudojuloides mesostigma,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187463,514340.7500228882,Leptojulis urostigma,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187464,3445.5,Thalassoma newtoni,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187465,278837.249997139,Halichoeres stigmaticus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187466,5024460.500003099,Oxycheilinus digramma,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187467,502430.2500143051,Halichoeres cosmetus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187468,389.75,Pseudolabrus semifasciatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187469,389.75,Xyrichtys koteamea,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187470,241416.75,Halichoeres tenuispinis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187471,99505.49999523163,Choerodon gymnogenys,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187472,819079.4999570847,Pseudocoris bleekeri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187473,781490.5000305176,Halichoeres vrolikii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187474,2320192.9999859333,Halichoeres trimaculatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187475,772052.500038147,Symphodus mediterraneus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187476,5549534.250016689,Hemigymnus melapterus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187477,3772961.499968767,Pseudocheilinus hexataenia,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187478,2056256.0000069141,Halichoeres leucurus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187479,367469.5000228882,Tautoga onitis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187480,202173.00000190735,Pseudojuloides elongatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187481,261460.2500152588,Pseudolabrus miles,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187482,1504297.7499952316,Halichoeres bivittatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187483,443015.4999809265,Cirrhilabrus melanomarginatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187484,483469.75001239777,Cirrhilabrus solorensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187485,71439.75000190735,Suezichthys notatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187486,97595.9999961853,Thalassoma septemfasciatum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187487,314875.99999809265,Iniistius javanicus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187488,218127.24998664856,Choerodon graphicus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187489,4610670.25001359,Stethojulis strigiventer,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187490,5595455.7500014305,Thalassoma amblycephalum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187491,432422.75,Austrolabrus maculatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187492,782747.5000743866,Symphodus ocellatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187493,512806.25000953674,Bodianus speciosus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187494,138165.4999742508,Paracheilinus cyaneus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187495,33255.0000038147,Bodianus scrofa,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187496,242455.74998760223,Cheilinus abudjubbe,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187497,11922739.499972582,Labropsis xanthonota,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187498,23008.750007629395,Coris ballieui,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187499,947017.9999895096,Choerodon zosterophorus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187500,2916.5,Thalassoma heiseri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187501,11131.749998092651,Cirrhilabrus aurantidorsalis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187502,42397.5,Cirrhilabrus randalli,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187503,102157.25,Pseudojuloides argyreogaster,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187504,99228.49999427795,Stethojulis maculata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187505,680915.749958992,Cirrhilabrus flavidorsalis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187506,405502.9999885559,Bodianus frenchii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187507,6808106.499985933,Halichoeres richmondi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187508,257.25,Pseudolabrus torotai,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187509,119841.9999961853,Bodianus solatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187510,3618.75,Nelabrichthys ornatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187511,479798.25000953674,Choerodon fasciatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187512,690489.0000114441,Halichoeres cyanocephalus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187513,13929.999992370605,Anchichoerops natalensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187514,311405.999961853,Paracheilinus carpenteri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187515,3010740.999964714,Halichoeres podostigma,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187516,18554081.25000143,Bodianus axillaris,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187517,3449789.999961376,Diproctacanthus xanthurus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187518,37855.5,Cirrhilabrus luteovittatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187519,609922.7499885559,Pictilabrus laticlavius,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187520,435163.99999046326,Achoerodus gouldii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187521,175759.2500152588,Paracheilinus hemitaeniatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187522,395340.49998664856,Symphodus bailloni,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187523,3775983.49996686,Oxycheilinus bimaculatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187524,427133.24999141693,Thalassoma rueppellii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187525,2511203.000005722,Terelabrus rubrovittatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187526,752732.9999799728,Larabicus quadrilineatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187527,4402536.499994516,Hologymnosus doliatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187528,104764.7499961853,Bodianus paraleucosticticus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187529,110597.5,Choerodon frenatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187530,2312459.5000123978,Cymolutes torquatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187531,169372.7500152588,Halichoeres raisneri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187532,493366.75001335144,Coris atlantica,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187533,253382.50000572205,Pseudolabrus guentheri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187534,1197317.2500038147,Halichoeres zeylonicus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187535,467464.99999427795,Notolabrus parilus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187536,4195916.49998045,Gomphosus varius,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187537,250796.2500076294,Halichoeres orientalis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187538,257027.99997329712,Cirrhilabrus roseafascia,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187539,876191.4999847412,Iniistius twistii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187540,2724.2500076293945,Paracheilinus piscilineatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187541,703202.250038147,Labrus merula,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187542,127085.49998474121,Pseudolabrus biserialis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187543,18576.750007629395,Cirrhilabrus cenderawasih,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187544,2883076.24998188,Cirrhilabrus cyanopleura,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187545,1720661.5000133514,Halichoeres timorensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187546,2856318.000015259,Clepticus parrae,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187547,2991521.2500030994,Pseudocoris yamashiroi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187548,5265367.749967098,Halichoeres nebulosus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187549,959048.2500171661,Halichoeres maculipinna,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187550,19660.999996185303,Lappanella guineensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187551,255819.74997997284,Hemigymnus sexfasciatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187552,239198.99998760223,Paracheilinus octotaenia,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187553,240417.2499923706,Bodianus vulpinus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187554,6175407.749958038,Bodianus bilunulatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187555,22611.250007629395,Anampses chrysocephalus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187556,1532309.0000030994,Wetmorella albofasciata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187557,8774,Pictilabrus brauni,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187558,120642.50000572205,Suezichthys devisi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187559,5644923.999984264,Thalassoma hardwicke,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187560,253335.2499809265,Paracheilinus lineopunctatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187561,897375.2499847412,Halichoeres solorensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187562,1386351.249976635,Suezichthys gracilis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187563,5864956.499969959,Stethojulis interrupta,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187564,1315179.2499725819,Halichoeres melasmapomus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187565,1977493.4999649525,Halichoeres biocellatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187566,91271.5000038147,Notolabrus cinctus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
187567,431465.0000078678,Anampses lennardi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/WRASSE.dbf
