iucn_sid,habs,max_depth
192330,9.6,< 200 m
192331,9.2,< 200 m
192332,9.3,< 200 m
192333,9.4,< 200 m
192334,9.4,< 200 m
192335,"NA",unknown
192336,9.4,< 200 m
192337,9.5,< 200 m
192338,"9.2, 9.4",< 200 m
192339,9.6,< 200 m
192340,9.5,< 200 m
192341,"12.1, 9.2",< 200 m
192342,"12.2, 9.2, 9.4",< 200 m
192343,9.2,< 200 m
192344,18,unknown
192345,"9.2, 9.7",< 200 m
192346,"9.2, 9.7",< 200 m
192347,9.8.5,< 200 m
192348,9.2,< 200 m
192349,18,unknown
192350,9.2,< 200 m
192351,"9.3, 9.4, 9.8.5",< 200 m
192352,"12.7, 9.6",< 200 m
192353,"NA",unknown
192354,9.2,< 200 m
192355,"9.2, 9.4",< 200 m
192356,"9.2, 9.4, 9.8.5, 9.8.6",< 200 m
192357,9.4,< 200 m
192358,"9.2, 9.4",< 200 m
192359,"NA",unknown
192360,9.4,< 200 m
192361,"9.2, 9.4",< 200 m
192362,"9.3, 9.4, 9.8.5, 9.8.6",< 200 m
192363,9.4,< 200 m
192364,"12.1, 9.2, 9.4",< 200 m
192365,"9.4, 9.5",< 200 m
192366,9.4,< 200 m
192367,"12.1, 12.2, 12.6, 9.3, 9.4, 9.5, 9.9",< 200 m
192368,"12.1, 9.2",< 200 m
192369,"9.3, 9.4",< 200 m
192370,"9.5, 9.8.5, 9.8.6, 9.9",< 200 m
192371,9.5,< 200 m
192372,9.7,< 200 m
192373,17,unknown
192374,"9.4, 9.7, 9.8.3",< 200 m
192375,18,unknown
192376,9.4,< 200 m
192377,"NA",unknown
192378,"9.2, 9.4, 9.7, 9.8.5, 9.8.6",< 200 m
192379,"9.8.5, 9.8.6",< 200 m
192380,"9.3, 9.5, 9.7, 9.8.6",< 200 m
192381,9.2,< 200 m
192382,9.4,< 200 m
192383,"9.2, 9.4, 9.7",< 200 m
192384,9.4,< 200 m
192385,"11.5, 9.3",200 m +
192386,"9.4, 9.8.6",< 200 m
192387,9.5,< 200 m
192388,"9.8.5, 9.8.6",< 200 m
192389,9.4,< 200 m
192390,"9.2, 9.4, 9.5, 9.6, 9.9",< 200 m
192391,9.6,< 200 m
192392,"9.5, 9.6",< 200 m
192393,9.8.6,< 200 m
192394,"9.4, 9.9",< 200 m
192395,9.4,< 200 m
192396,9.4,< 200 m
192397,"9.6, 9.9",< 200 m
192398,9.5,< 200 m
192399,"9.2, 9.4, 9.5, 9.6",< 200 m
192400,9.8.6,< 200 m
192401,9.6,< 200 m
192402,9.5,< 200 m
192403,9.2,< 200 m
192404,"NA",unknown
192405,9.4,< 200 m
192406,"9.2, 9.8.6",< 200 m
192407,9.4,< 200 m
192408,"9.4, 9.8.6",< 200 m
192409,"9.4, 9.6",< 200 m
192410,9.6,< 200 m
192411,"9.4, 9.6",< 200 m
192412,"9.4, 9.8.6",< 200 m
192413,"9.4, 9.8.6",< 200 m
192414,9.5,< 200 m
192415,9.4,< 200 m
192416,"9.8.1, 9.8.6",< 200 m
192417,9.6,< 200 m
192418,9.2,< 200 m
192419,"12.7, 9.2, 9.3, 9.4, 9.8.5, 9.8.6",< 200 m
192420,"9.2, 9.4, 9.6, 9.8.6",< 200 m
192421,9.4,< 200 m
192422,9.6,< 200 m
192423,"17, 9.4",< 200 m
192424,"9.2, 9.4, 9.7, 9.8.6",< 200 m
192425,"9.7, 9.8.5",< 200 m
192426,9.5,< 200 m
192427,9.5,< 200 m
192428,"9.2, 9.3, 9.4, 9.7, 9.8.6",< 200 m
192429,9.5,< 200 m
192430,"9.7, 9.8.6",< 200 m
192431,9.5,< 200 m
192432,9.8.6,< 200 m
192433,"9.5, 9.6",< 200 m
192434,9.4,< 200 m
192435,9.4,< 200 m
192436,"9.8.5, 9.8.6",< 200 m
192437,"9.8.5, 9.8.6",< 200 m
192438,9.2,< 200 m
192439,"9.4, 9.8.5",< 200 m
192440,"9.3, 9.4, 9.5",< 200 m
192441,9.5,< 200 m
192442,9.5,< 200 m
192443,"9.4, 9.8.6",< 200 m
192444,"9.4, 9.5",< 200 m
192445,"NA",unknown
192446,"9.4, 9.5",< 200 m
192447,"9.4, 9.6",< 200 m
192448,"NA",unknown
192449,"9.3, 9.4",< 200 m
192450,9.5,< 200 m
192451,9.5,< 200 m
192452,9.2,< 200 m
192453,"9.4, 9.8.5",< 200 m
192454,9.5,< 200 m
192455,"9.2, 9.4",< 200 m
192456,9.2,< 200 m
192457,9.5,< 200 m
192458,9.5,< 200 m
192459,"9.4, 9.6, 9.8.6",< 200 m
192460,"12.1, 12.2, 12.3, 12.4, 9.3, 9.4, 9.5, 9.8.6",< 200 m
192461,9.4,< 200 m
192462,"12.2, 12.4, 9.4, 9.5, 9.8.6",< 200 m
192463,9.5,< 200 m
192464,"9.8.5, 9.8.6",< 200 m
192465,11.1.2,deep oceanic
192466,9.4,< 200 m
192467,9.4,< 200 m
192468,18,unknown
192469,"9.2, 9.4",< 200 m
192470,9.4,< 200 m
192471,9.5,< 200 m
192472,9.2,< 200 m
192473,9.4,< 200 m
192474,9.4,< 200 m
192475,"9.2, 9.4",< 200 m
192476,"9.4, 9.8.6",< 200 m
192477,"9.2, 9.8.6",< 200 m
192478,9.6,< 200 m
192479,9.6,< 200 m
192480,9.4,< 200 m
192481,9.5,< 200 m
192482,9.4,< 200 m
192483,9.4,< 200 m
192484,9.8.6,< 200 m
192485,9.2,< 200 m
192486,9.2,< 200 m
192487,9.2,< 200 m
192488,"9.4, 9.5, 9.6",< 200 m
192489,"9.2, 9.3",< 200 m
192490,"9.4, 9.8.6",< 200 m
192491,"9.3, 9.4",< 200 m
192492,"9.2, 9.4",< 200 m
192493,9.4,< 200 m
192494,9.4,< 200 m
192495,"9.2, 9.4",< 200 m
192496,18,unknown
192497,9.2,< 200 m
192498,11.5,deep oceanic
192499,"9.3, 9.4",< 200 m
192500,9.2,< 200 m
192501,"9.3, 9.4",< 200 m
192502,9.6,< 200 m
192503,"12.4, 9.8.6",< 200 m
192504,9.4,< 200 m
192505,"9.4, 9.8.6",< 200 m
192506,"9.4, 9.8.4, 9.8.5",< 200 m
192507,9.4,< 200 m
192508,"11.5, 9.2, 9.6",200 m +
192509,"11.5, 9.2, 9.3",200 m +
192510,"9.3, 9.4",< 200 m
192511,9.6,< 200 m
192512,9.4,< 200 m
192513,"12.4, 9.4, 9.5",< 200 m
192514,9.2,< 200 m
192515,"12.1, 9.2",< 200 m
192516,9.4,< 200 m
192517,"9.2, 9.4",< 200 m
192518,9.4,< 200 m
192519,"9.4, 9.5, 9.6",< 200 m
192520,9.4,< 200 m
192521,"9.2, 9.8.5, 9.8.6",< 200 m
192522,"9.2, 9.3, 9.4",< 200 m
192523,9.2,< 200 m
192524,9.5,< 200 m
192525,9.4,< 200 m
192527,"10.1, 11.5, 9.2",200 m +
192528,9.5,< 200 m
192529,"12.1, 12.2, 9.2, 9.4, 9.6",< 200 m
192530,"9.2, 9.3",< 200 m
192531,9.4,< 200 m
192532,9.4,< 200 m
192533,"9.4, 9.5, 9.8.6, 9.9",< 200 m
192534,"9.2, 9.4, 9.5, 9.6",< 200 m
192535,"9.4, 9.8.5",< 200 m
192536,9.5,< 200 m
192537,9.5,< 200 m
192538,9.4,< 200 m
192539,9.4,< 200 m
192540,"9.3, 9.6",< 200 m
192541,"NA",unknown
192542,"12.6, 9.4",< 200 m
192544,"9.2, 9.4",< 200 m
192545,"9.2, 9.4, 9.7, 9.8.5",< 200 m
192546,"9.2, 9.4",< 200 m
192547,9.8.6,< 200 m
192548,9.4,< 200 m
192549,"12.2, 9.2, 9.4",< 200 m
192550,"12.2, 9.2, 9.4",< 200 m
192551,9.4,< 200 m
192552,9.2,< 200 m
192553,"NA",unknown
192554,9.5,< 200 m
192555,9.5,< 200 m
192556,9.3,< 200 m
192557,11.1.1,deep oceanic
192558,9.4,< 200 m
192559,9.4,< 200 m
192560,9.5,< 200 m
192561,9.5,< 200 m
192562,"9.2, 9.3, 9.4, 9.8.1, 9.8.3, 9.8.4, 9.8.5",< 200 m
192563,"9.4, 9.8.6",< 200 m
192564,"NA",unknown
192565,9.5,< 200 m
192566,"9.4, 9.5, 9.6",< 200 m
192567,"9.4, 9.7, 9.8.4",< 200 m
192568,"9.2, 9.4, 9.7",< 200 m
192569,9.5,< 200 m
192570,9.5,< 200 m
192571,9.2,< 200 m
192572,9.2,< 200 m
192573,"9.3, 9.4, 9.8.2, 9.8.5, 9.8.6",< 200 m
192574,9.4,< 200 m
192575,9.4,< 200 m
192576,"9.4, 9.8.6",< 200 m
192577,"9.2, 9.4",< 200 m
192578,"9.3, 9.4, 9.8.6",< 200 m
192579,"12.4, 9.4",< 200 m
192580,"9.2, 9.4, 9.8.6",< 200 m
192581,9.4,< 200 m
192582,"9.2, 9.4",< 200 m
192583,9.5,< 200 m
192584,9.2,< 200 m
192585,9.5,< 200 m
192586,"9.4, 9.7, 9.8.5, 9.8.6",< 200 m
192587,"9.3, 9.4, 9.7, 9.8.4, 9.8.6",< 200 m
192588,"9.2, 9.4",< 200 m
192589,"9.5, 9.8.6",< 200 m
192590,"9.2, 9.4, 9.7, 9.8.6",< 200 m
192591,9.5,< 200 m
192592,9.3,< 200 m
192593,"12.1, 12.2, 9.2, 9.4, 9.8.4, 9.8.6",< 200 m
192594,9.2,< 200 m
192595,9.5,< 200 m
192596,"NA",unknown
192597,"9.2, 9.3",< 200 m
192598,9.4,< 200 m
192599,"9.3, 9.4, 9.8.5, 9.8.6",< 200 m
192600,9.5,< 200 m
192601,"9.2, 9.4, 9.5",< 200 m
192602,9.2,< 200 m
192603,"12.7, 9.4",< 200 m
192604,"9.2, 9.4, 9.5, 9.9",< 200 m
192605,9.4,< 200 m
192606,9.5,< 200 m
192608,"9.4, 9.5, 9.6",< 200 m
192609,9.5,< 200 m
192610,9.2,< 200 m
192611,"12.1, 12.2, 9.2, 9.4",< 200 m
192612,"9.4, 9.5, 9.6",< 200 m
192613,"12.1, 9.2",< 200 m
192614,"9.4, 9.5",< 200 m
192615,9.5,< 200 m
192616,9.6,< 200 m
192617,"12.1, 12.7",< 20 m
192618,9.4,< 200 m
192619,9.4,< 200 m
192620,"12.1, 9.2, 9.4",< 200 m
192621,9.8.6,< 200 m
192622,9.8.5,< 200 m
192623,"9.4, 9.5",< 200 m
192624,"9.8.5, 9.8.6",< 200 m
192625,9.4,< 200 m
192626,9.2,< 200 m
192627,"9.8.5, 9.8.6",< 200 m
192628,9.4,< 200 m
192629,"9.8.5, 9.8.6",< 200 m
192630,9.5,< 200 m
192631,"9.2, 9.3",< 200 m
192632,9.4,< 200 m
192633,"9.2, 9.8.5, 9.8.6",< 200 m
192634,"12.1, 9.2, 9.3, 9.4, 9.8.3, 9.8.4",< 200 m
192635,9.5,< 200 m
192636,"9.2, 9.4, 9.6, 9.7, 9.8.6",< 200 m
192637,9.4,< 200 m
192638,"NA",unknown
192640,"NA",unknown
192641,9.6,< 200 m
192642,"9.4, 9.6",< 200 m
192643,9.8.6,< 200 m
192644,"9.3, 9.4",< 200 m
192645,9.5,< 200 m
192647,9.4,< 200 m
192648,"9.4, 9.5, 9.8.3, 9.8.4, 9.8.6",< 200 m
192649,9.5,< 200 m
192650,"9.4, 9.8.5",< 200 m
192651,9.2,< 200 m
192652,"9.4, 9.8.6",< 200 m
192653,9.6,< 200 m
192654,"9.5, 9.6",< 200 m
192655,"NA",unknown
192656,9.2,< 200 m
192657,"NA",unknown
192658,"9.2, 9.3, 9.4",< 200 m
192659,"NA",unknown
192660,"9.4, 9.5",< 200 m
192661,"NA",unknown
192662,18,unknown
192663,"9.2, 9.8.6",< 200 m
192664,"9.4, 9.8.1, 9.8.3, 9.8.6",< 200 m
192665,"12.1, 12.2, 9.4, 9.8.6",< 200 m
192666,9.5,< 200 m
192667,"11.5, 9.2, 9.3",200 m +
192668,"9.4, 9.5, 9.6",< 200 m
192669,9.3,< 200 m
192670,9.4,< 200 m
192671,"12.7, 9.4, 9.6",< 200 m
192672,9.4,< 200 m
192673,18,unknown
192674,"9.3, 9.5, 9.6, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
192675,"9.4, 9.8.6",< 200 m
192676,9.8.5,< 200 m
192677,"9.4, 9.8.4",< 200 m
192678,9.5,< 200 m
192679,9.6,< 200 m
192680,9.6,< 200 m
192681,9.5,< 200 m
192682,9.5,< 200 m
192683,9.5,< 200 m
192684,9.5,< 200 m
192685,9.8.5,< 200 m
192686,"9.5, 9.6",< 200 m
192687,9.2,< 200 m
192688,"9.4, 9.6",< 200 m
192689,9.5,< 200 m
192690,18,unknown
192691,"9.3, 9.4",< 200 m
192692,9.8.6,< 200 m
192693,"9.5, 9.8.5, 9.8.6",< 200 m
192694,"12.1, 12.7, 9.2, 9.7, 9.8.6",< 200 m
192695,9.8.5,< 200 m
192696,"9.2, 9.5",< 200 m
192697,"9.3, 9.4, 9.5, 9.8.6",< 200 m
192698,9.4,< 200 m
192699,"9.4, 9.8.6",< 200 m
192700,9.4,< 200 m
192701,"9.2, 9.3, 9.4, 9.8.6, 9.9",< 200 m
192702,"9.2, 9.4",< 200 m
192703,9.4,< 200 m
192704,"9.4, 9.5, 9.7, 9.8.6",< 200 m
192705,"NA",unknown
192706,9.4,< 200 m
192707,"9.4, 9.9",< 200 m
192708,9.5,< 200 m
192709,9.2,< 200 m
192710,"9.8.5, 9.8.6",< 200 m
192711,9.4,< 200 m
192712,"9.2, 9.4, 9.5, 9.6",< 200 m
192713,"9.2, 9.4",< 200 m
192714,9.5,< 200 m
192715,9.4,< 200 m
192716,9.8.6,< 200 m
192717,9.2,< 200 m
192718,"9.3, 9.4, 9.5, 9.6",< 200 m
192719,"9.4, 9.7, 9.8.6, 9.9",< 200 m
192720,9.2,< 200 m
192721,"9.2, 9.4",< 200 m
192722,"9.3, 9.4, 9.8.3",< 200 m
192723,9.5,< 200 m
192724,"9.2, 9.4",< 200 m
192725,"NA",unknown
192726,9.2,< 200 m
192727,"9.2, 9.3, 9.4, 9.5, 9.6, 9.8.6",< 200 m
192728,"NA",unknown
192729,"9.4, 9.8.3, 9.8.6",< 200 m
192730,"9.3, 9.6",< 200 m
192731,9.4,< 200 m
192732,"NA",unknown
192733,9.4,< 200 m
192734,9.5,< 200 m
192735,9.5,< 200 m
192736,9.2,< 200 m
192737,"9.4, 9.8.6",< 200 m
192738,"9.4, 9.5, 9.6",< 200 m
192739,18,unknown
192740,"12.2, 12.4, 9.4, 9.5, 9.6",< 200 m
192741,"9.2, 9.4",< 200 m
192742,9.3,< 200 m
192743,"9.4, 9.5, 9.6, 9.8.5",< 200 m
192744,"9.4, 9.8.6",< 200 m
192745,"9.2, 9.8.6",< 200 m
192746,9.6,< 200 m
192747,9.4,< 200 m
192748,"12.1, 9.2",< 200 m
192749,"9.4, 9.9",< 200 m
192750,"9.2, 9.4",< 200 m
192751,"9.8.5, 9.8.6",< 200 m
192752,"9.4, 9.5",< 200 m
192753,"NA",unknown
192754,9.4,< 200 m
192755,9.5,< 200 m
192756,18,unknown
192757,9.4,< 200 m
192758,"9.3, 9.8.6",< 200 m
192759,9.5,< 200 m
192760,"9.3, 9.4, 9.5",< 200 m
192761,"9.2, 9.3, 9.4",< 200 m
192762,"9.3, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
192763,18,unknown
192764,9.5,< 200 m
192765,9.4,< 200 m
192766,"9.4, 9.8.5",< 200 m
192767,"9.4, 9.6",< 200 m
192768,"9.8.5, 9.8.6",< 200 m
192769,"9.3, 9.5, 9.8.6",< 200 m
192771,"9.2, 9.4",< 200 m
192772,"12.2, 9.4, 9.8.4, 9.8.6",< 200 m
192773,"9.2, 9.8.6",< 200 m
192774,18,unknown
192775,9.5,< 200 m
192776,9.5,< 200 m
192777,"9.4, 9.6",< 200 m
192778,"9.2, 9.3, 9.4, 9.7",< 200 m
192779,"9.2, 9.3, 9.4, 9.5, 9.6, 9.8.5, 9.8.6",< 200 m
192780,"NA",unknown
192781,9.5,< 200 m
192782,9.4,< 200 m
192783,9.5,< 200 m
192784,9.5,< 200 m
192785,9.2,< 200 m
192786,9.4,< 200 m
192787,"NA",unknown
192788,9.9,< 200 m
192789,"12.2, 9.2, 9.4",< 200 m
192790,12.4,< 20 m
192791,9.5,< 200 m
192792,"9.3, 9.4, 9.5, 9.6",< 200 m
192793,"9.4, 9.8.6",< 200 m
192794,"9.2, 9.5, 9.8.6",< 200 m
192795,9.4,< 200 m
192796,"9.2, 9.3, 9.4, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
192797,9.5,< 200 m
192798,9.8.5,< 200 m
192799,"9.2, 9.4, 9.5, 9.6, 9.8.5",< 200 m
192800,9.5,< 200 m
192801,"9.4, 9.5",< 200 m
192802,9.3,< 200 m
192803,9.4,< 200 m
192804,"9.4, 9.8.6",< 200 m
192805,"9.5, 9.6",< 200 m
192806,9.5,< 200 m
192807,9.5,< 200 m
192808,9.2,< 200 m
192809,9.4,< 200 m
192810,"9.2, 9.4",< 200 m
192811,"9.2, 9.4, 9.7, 9.8.6",< 200 m
192812,"9.4, 9.5, 9.6, 9.7, 9.9",< 200 m
192813,"9.2, 9.8.3, 9.8.4, 9.8.6",< 200 m
192814,9.5,< 200 m
192815,9.4,< 200 m
192816,9.4,< 200 m
192817,"9.8.5, 9.8.6",< 200 m
192818,"9.8.5, 9.8.6",< 200 m
192819,"9.2, 9.4, 9.8.4, 9.8.6",< 200 m
192820,9.4,< 200 m
192821,9.5,< 200 m
192822,9.4,< 200 m
192823,9.3,< 200 m
192824,"9.4, 9.5, 9.6",< 200 m
192825,9.5,< 200 m
192826,"9.3, 9.5",< 200 m
192827,9.5,< 200 m
192828,"9.8.5, 9.8.6",< 200 m
192829,"9.3, 9.4, 9.8.6",< 200 m
192830,9.2,< 200 m
192831,"9.3, 9.4, 9.5, 9.8.6",< 200 m
192832,"NA",unknown
192833,9.4,< 200 m
192834,9.4,< 200 m
192835,9.5,< 200 m
192836,9.8.5,< 200 m
192837,"9.4, 9.5, 9.6",< 200 m
192838,9.4,< 200 m
192839,9.2,< 200 m
192840,"9.8.5, 9.8.6",< 200 m
192841,"12.1, 9.2, 9.4",< 200 m
192842,9.6,< 200 m
192843,"9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
192844,"9.2, 9.4, 9.7, 9.8.6",< 200 m
192845,"12.1, 9.2, 9.4",< 200 m
192846,18,unknown
192847,"9.4, 9.5",< 200 m
192848,9.4,< 200 m
192849,"12.1, 9.2, 9.3, 9.4",< 200 m
192850,"NA",unknown
192851,9.4,< 200 m
192852,9.4,< 200 m
192853,"9.4, 9.7, 9.8.6",< 200 m
192854,9.2,< 200 m
192856,9.5,< 200 m
192857,"9.3, 9.6, 9.8.5, 9.8.6",< 200 m
192858,9.4,< 200 m
192859,9.5,< 200 m
192860,10.1,200 m +
192861,"12.4, 9.6",< 200 m
192862,9.3,< 200 m
192863,18,unknown
192864,"9.4, 9.5, 9.6, 9.8.5, 9.8.6",< 200 m
192865,9.5,< 200 m
192866,"9.8.5, 9.8.6",< 200 m
192867,9.2,< 200 m
192868,9.4,< 200 m
192869,"9.2, 9.3, 9.8.5, 9.8.6",< 200 m
192870,"12.2, 12.3, 9.4, 9.5, 9.9",< 200 m
192871,"9.4, 9.5, 9.8.5",< 200 m
192872,9.4,< 200 m
192873,12.1,< 20 m
192874,"9.2, 9.4",< 200 m
192875,9.5,< 200 m
192876,9.8.6,< 200 m
192877,9.4,< 200 m
192878,9.8.6,< 200 m
192879,"12.1, 12.2, 9.2, 9.4, 9.8.6",< 200 m
192929,"9.10, 9.7",< 200 m
192930,"9.10, 9.8.4",< 200 m
192932,"12.7, 9.10, 9.9",< 200 m
192934,"12.5, 9.10",< 200 m
192937,"9.10, 9.5, 9.9",< 200 m
192939,"12.4, 9.10, 9.4, 9.5, 9.6",< 200 m
192941,"12.7, 9.2, 9.9",< 200 m
192942,"9.1, 9.10",< 200 m
192943,"10.1, 9.1, 9.10",200 m +
192945,"9.1, 9.10",< 200 m
192948,9.10,< 200 m
192982,"12.7, 9.10, 9.5, 9.6",< 200 m
192986,"NA",unknown
192987,"9.8.2, 9.8.3, 9.8.5, 9.8.6",< 200 m
192996,"9.8.2, 9.8.3",< 200 m
192997,9.8.4,< 200 m
192998,"9.8.2, 9.8.3, 9.8.4, 9.8.5",< 200 m
193000,"9.8.3, 9.8.6",< 200 m
193002,"9.8.4, 9.8.5, 9.8.6",< 200 m
193003,"9.8.4, 9.8.5",< 200 m
193009,"NA",unknown
193011,18,unknown
193013,"NA",unknown
193016,"9.2, 9.3, 9.4, 9.8.6",< 200 m
193017,"NA",unknown
193018,"12.1, 12.4, 12.7",< 20 m
193020,"NA",unknown
193022,9.8.3,< 200 m
193024,"9.2, 9.3, 9.4, 9.8.3, 9.8.4",< 200 m
193025,"9.3, 9.8.6",< 200 m
193027,"9.2, 9.3, 9.4, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
193028,"NA",unknown
193031,"9.4, 9.8.5, 9.8.6",< 200 m
193032,"NA",unknown
193035,"9.7, 9.8.6",< 200 m
193037,"12.6, 9.8.3",< 200 m
193039,"9.8.1, 9.8.4",< 200 m
193040,9.2,< 200 m
193041,"9.4, 9.8.4",< 200 m
193043,"NA",unknown
193055,"NA",unknown
193057,"12.7, 9.10",< 200 m
193059,9.8.3,< 200 m
193060,"NA",unknown
193062,"9.3, 9.4, 9.8.5, 9.8.6",< 200 m
193066,"9.2, 9.3, 9.8.4",< 200 m
193067,"9.2, 9.8.4",< 200 m
193068,"9.2, 9.3, 9.4, 9.8.4",< 200 m
193073,"9.8.2, 9.8.3, 9.8.4, 9.8.5",< 200 m
193074,"9.8.5, 9.8.6",< 200 m
193075,"9.2, 9.4, 9.5, 9.6",< 200 m
193076,9.8.6,< 200 m
193078,"9.8.4, 9.8.5",< 200 m
193082,"9.4, 9.9",< 200 m
193087,"9.8.4, 9.8.5, 9.8.6",< 200 m
193089,13.1,unknown
193091,"9.8.3, 9.8.4",< 200 m
193092,"12.6, 12.7, 9.10, 9.5, 9.8.4",< 200 m
193093,9.8.2,< 200 m
193107,"9.2, 9.3, 9.4, 9.8.5",< 200 m
193108,9.7,< 200 m
193109,9.8.4,< 200 m
193114,"9.8.5, 9.8.6",< 200 m
193123,"9.2, 9.8.6",< 200 m
193127,"9.8.2, 9.8.3, 9.8.4",< 200 m
193128,"9.2, 9.3, 9.4, 9.8.5, 9.8.6",< 200 m
193130,"12.6, 9.2, 9.8.2, 9.8.3",< 200 m
193131,"9.8.1, 9.8.3",< 200 m
193133,13.1,unknown
193139,"9.8.2, 9.8.4",< 200 m
193143,"12.7, 9.10, 9.6",< 200 m
193145,"9.2, 9.3, 9.4",< 200 m
193148,9.8.1,< 200 m
193150,"NA",unknown
193151,"9.2, 9.8.3",< 200 m
193152,9.8.5,< 200 m
193156,"9.8.4, 9.8.5, 9.8.6",< 200 m
193159,"9.2, 9.8.4, 9.8.6",< 200 m
193160,"9.8.2, 9.8.5",< 200 m
193162,"9.2, 9.8.2, 9.8.4, 9.8.5",< 200 m
193163,"9.7, 9.9",< 200 m
193167,"9.3, 9.4, 9.8.4, 9.8.5, 9.8.6",< 200 m
193168,"NA",unknown
193174,9.8.4,< 200 m
193175,"9.2, 9.8.2, 9.8.3, 9.8.4",< 200 m
193187,"NA",unknown
193188,"NA",unknown
193189,"NA",unknown
193196,9.2,< 200 m
193200,"9.8.2, 9.8.3, 9.8.4",< 200 m
193203,"9.2, 9.3, 9.4, 9.8.2, 9.8.3, 9.8.4, 9.8.5",< 200 m
193204,9.2,< 200 m
193205,"9.3, 9.4, 9.8.6",< 200 m
193206,"9.8.4, 9.8.5",< 200 m
193209,"9.2, 9.3, 9.5, 9.8.4, 9.8.5, 9.8.6, 9.9",< 200 m
193213,"12.7, 9.10",< 200 m
193214,"NA",unknown
193215,9.8.4,< 200 m
193216,9.8.3,< 200 m
193217,"NA",unknown
193221,"9.8.3, 9.8.4, 9.8.5",< 200 m
193223,"12.6, 12.7, 9.2, 9.3, 9.5",< 200 m
193226,"9.8.5, 9.8.6",< 200 m
193227,"9.5, 9.8.4, 9.8.5, 9.8.6",< 200 m
193228,"9.8.2, 9.8.3, 9.8.4",< 200 m
193229,"9.10, 9.4, 9.5",< 200 m
193230,"9.3, 9.8.5, 9.8.6",< 200 m
193235,"9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
193237,"9.2, 9.8.2, 9.8.3",< 200 m
193238,"9.4, 9.8.6",< 200 m
193241,"9.7, 9.8.6",< 200 m
193242,"12.1, 12.6",< 20 m
193244,"9.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
193245,"9.8.2, 9.8.3, 9.8.4",< 200 m
193246,"9.8.2, 9.8.3, 9.8.4, 9.8.5",< 200 m
193247,9.8.4,< 200 m
193248,"9.6, 9.8.4, 9.8.6",< 200 m
193250,"NA",unknown
193251,"9.8.1, 9.8.2, 9.8.3",< 200 m
193256,"12.1, 12.2, 9.8.6",< 200 m
193264,"9.10, 9.6",< 200 m
193265,"9.4, 9.6",< 200 m
193266,"9.10, 9.4, 9.5, 9.6, 9.9",< 200 m
193267,"9.10, 9.4, 9.6",< 200 m
193268,"9.10, 9.4, 9.5, 9.6",< 200 m
193269,"9.10, 9.4, 9.5, 9.6",< 200 m
193270,"9.10, 9.4, 9.5",< 200 m
193271,"9.10, 9.5",< 200 m
193272,"9.2, 9.8.2, 9.8.3",< 200 m
193273,9.5,< 200 m
193274,9.10,< 200 m
193318,"12.7, 9.10",< 200 m
193467,"9.4, 9.5, 9.6",< 200 m
193471,"9.2, 9.3, 9.4",< 200 m
193472,"9.2, 9.8.6",< 200 m
193598,"9.10, 9.2, 9.4, 9.5, 9.6",< 200 m
193599,"9.2, 9.8.3",< 200 m
193600,"12.7, 9.10, 9.5, 9.6",< 200 m
193601,9.2,< 200 m
193602,"12.7, 9.10, 9.4, 9.5",< 200 m
193605,"9.4, 9.5, 9.6",< 200 m
193606,10.1,200 m +
193607,"12.7, 9.10, 9.4, 9.5, 9.6, 9.8.2, 9.8.4, 9.8.5, 9.8.6, 9.9",< 200 m
193609,"9.2, 9.8.2, 9.8.3",< 200 m
193611,"9.10, 9.2, 9.4, 9.5, 9.6",< 200 m
193612,"9.10, 9.2, 9.4, 9.5",< 200 m
193613,"9.8.4, 9.8.6",< 200 m
193614,"9.4, 9.5, 9.6",< 200 m
193615,10.1,200 m +
193620,18,unknown
193621,"9.10, 9.4, 9.9",< 200 m
193622,"9.10, 9.4, 9.5, 9.6",< 200 m
193623,"15.11, 9.10, 9.5, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
193624,"9.10, 9.4, 9.5, 9.6",< 200 m
193628,"9.2, 9.4",< 200 m
193630,"12.5, 9.10, 9.4, 9.5, 9.6, 9.9",< 200 m
193631,"12.4, 12.7, 9.10, 9.2, 9.4, 9.5, 9.6, 9.9",< 200 m
193632,"9.10, 9.2, 9.4, 9.5, 9.6, 9.9",< 200 m
193634,10.1,200 m +
193636,"12.6, 9.10, 9.4, 9.5, 9.9",< 200 m
193637,18,unknown
193638,9.1,< 200 m
193641,"9.10, 9.4, 9.5, 9.6",< 200 m
193642,"9.4, 9.8.2, 9.8.6",< 200 m
193644,"9.2, 9.4, 9.6, 9.9",< 200 m
193646,"NA",unknown
193647,9.9,< 200 m
193650,"12.7, 9.10, 9.4, 9.5, 9.6",< 200 m
193654,"9.8.2, 9.9",< 200 m
193655,"12.6, 15.11, 9.2, 9.8.2, 9.8.3, 9.8.4, 9.8.6",< 200 m
