loiczid,meow_id,meow_adj
16221,18,75
16229,18,75
16230,18,75
16231,18,75
16233,18,75
16243,18,192
16244,18,192
16245,18,192
16246,18,192
16247,18,192
16248,18,192
16249,18,192
16250,18,192
16251,18,192
16252,18,192
16253,18,192
16254,18,192
16255,18,192
16256,18,192
16257,18,192
16258,18,192
16259,18,192
16260,18,192
16261,18,192
16262,18,192
16263,18,192
16264,18,192
16265,18,192
16266,18,192
16267,18,192
16268,18,192
16269,18,192
16271,18,49
16272,18,49
16273,18,49
16274,18,49
16275,18,49
16276,18,49
16277,18,49
16278,18,49
16279,18,49
16280,18,49
16281,18,49
16282,18,49
16283,18,49
16284,18,49
16285,18,49
16286,18,49
16287,18,49
16288,18,49
16289,18,49
16290,18,49
16291,18,49
16292,18,49
16293,18,49
16294,18,49
16295,18,49
16296,18,49
16297,18,145
16298,18,145
16299,18,145
16300,18,145
16301,18,145
16302,18,145
16303,18,145
16304,18,145
16305,18,145
16306,18,145
16307,18,145
16308,18,145
16309,18,145
16310,18,145
16311,18,145
16312,18,145
16315,18,145
16316,18,145
16317,18,145
16318,18,145
16319,18,145
16320,18,145
16321,18,145
16322,18,145
16412,17,194
16755,10,22
16768,10,22
16769,10,22
16770,10,22
16774,1,56
16775,1,56
16776,1,56
16907,1,184
16908,1,184
16935,18,75
16936,18,75
16937,18,75
16938,18,75
16939,18,75
16940,18,75
16941,18,75
16942,18,75
16943,18,75
16944,18,75
16945,18,75
16946,18,75
16947,18,75
16948,18,75
16949,18,75
16950,18,75
16951,18,75
16952,18,75
16958,18,75
16959,18,75
16960,18,75
16961,18,75
16962,18,75
16963,18,192
16964,18,192
16965,18,192
16966,18,192
16967,18,192
16968,18,192
16969,18,192
16970,18,192
16971,18,192
16972,18,192
16973,18,192
16974,18,192
16975,18,192
16976,18,192
16977,18,192
16978,18,192
16979,18,192
16980,18,192
16981,18,192
16982,18,192
16983,18,192
16984,18,192
16985,18,192
16986,18,192
16987,18,192
16988,18,192
16989,18,192
16990,18,49
16991,18,49
16992,18,49
16993,18,49
16994,18,49
16995,18,49
16996,18,49
16997,18,49
16998,18,49
16999,18,49
17e3,18,49
17001,18,49
17002,18,49
17003,18,49
17004,18,49
17005,18,49
17006,18,49
17007,18,49
17008,18,49
17009,18,49
17010,18,49
17011,18,49
17012,18,49
17013,18,49
17014,18,49
17015,18,49
17016,18,49
17017,18,145
17018,18,145
17019,18,145
17020,18,145
17021,18,145
17022,18,145
17023,18,145
17024,18,145
17025,18,145
17026,18,145
17027,18,145
17028,18,145
17029,18,145
17030,18,145
17031,18,145
17032,18,145
17033,18,145
17034,18,145
17035,18,145
17036,18,145
17037,18,145
17038,18,145
17042,18,145
17077,17,70
17080,17,70
17081,17,70
17082,17,70
17083,17,70
17085,17,70
17131,17,194
17133,16,194
17134,16,194
17135,16,194
17136,16,194
17137,16,194
17138,16,194
17139,16,194
17472,10,22
17473,10,22
17474,10,22
17484,7,22
17485,7,22
17486,7,22
17487,7,22
17488,7,22
17489,7,22
17490,7,22
17491,7,22
17492,1,56
17493,1,56
17494,1,56
17495,1,56
17496,1,56
17497,1,56
17498,1,56
17499,1,56
17500,1,56
17501,1,56
17503,1,56
17504,1,56
17505,1,56
17506,1,56
17625,1,184
17626,1,184
17627,1,184
17628,1,184
17629,1,184
17655,18,75
17656,18,75
17657,18,75
17658,18,75
17659,18,75
17660,18,75
17661,18,75
17662,18,75
17663,18,75
17664,18,75
17665,18,75
17666,18,75
17667,18,75
17668,18,75
17669,18,75
17670,18,75
17671,18,75
17677,18,75
17678,18,75
17679,18,75
17680,18,75
17681,18,75
17682,18,75
17683,18,192
17684,18,192
17685,18,192
17686,18,192
17687,18,192
17688,18,192
17689,18,192
17690,18,192
17691,18,192
17692,18,192
17693,18,192
17694,18,192
17695,18,192
17696,18,192
17697,18,192
17698,18,192
17699,18,192
17700,18,192
17701,18,192
17702,18,192
17703,18,192
17704,18,192
17705,18,192
17706,18,192
17707,18,192
17708,18,192
17709,18,192
17710,18,49
17711,18,49
17712,18,49
17713,18,49
17714,18,49
17715,18,49
17716,18,49
17717,18,49
17718,18,49
17719,18,49
17720,18,49
17721,18,49
17722,18,49
17723,18,49
17724,18,49
17725,18,49
17726,18,49
17727,18,49
17728,18,49
17729,18,49
17730,18,49
17731,18,49
17732,18,49
17733,18,49
17734,18,49
17735,18,49
17736,18,49
17737,18,49
17738,18,145
17739,18,145
17740,18,145
17741,18,145
17742,18,145
17743,18,145
17744,18,145
17745,18,145
17746,18,145
17747,18,145
17748,18,145
17749,18,145
17750,18,145
17751,18,145
17752,18,145
17753,18,145
17754,18,145
17755,18,145
17756,18,145
17757,18,145
17758,18,145
17759,18,145
17761,18,145
17781,17,80
17782,17,80
17783,17,80
17784,17,70
17785,17,70
17787,17,70
17788,17,70
17796,17,70
17797,17,70
17798,17,70
17799,17,70
17800,17,70
17801,17,70
17802,17,70
17803,17,70
17804,17,70
17805,17,70
17806,17,70
17807,17,70
17810,17,70
17816,17,70
17817,17,70
17818,17,70
17819,17,70
17820,17,70
17850,17,194
17851,16,194
17852,16,194
17853,16,194
17854,16,194
17855,16,194
17856,16,194
17857,16,194
17858,16,194
17859,16,194
17864,16,194
18191,10,22
18192,10,22
18193,10,22
18197,7,22
18201,7,22
18202,7,22
18203,7,22
18204,7,22
18205,7,22
18206,7,22
18207,7,22
18208,7,22
18209,7,22
18210,7,22
18211,1,56
18212,1,56
18213,1,56
18214,1,56
18215,1,56
18216,1,56
18217,1,56
18218,1,56
18219,1,56
18220,1,56
18221,1,56
18222,1,56
18223,1,56
18224,1,56
18225,1,56
18226,1,56
18227,1,56
18345,1,184
18346,1,184
18347,1,184
18348,1,184
18349,1,184
18375,18,75
18376,18,75
18377,18,75
18378,18,75
18379,18,75
18380,18,75
18381,18,75
18382,18,75
18383,18,75
18384,18,75
18385,18,75
18386,18,75
18387,18,75
18388,18,75
18389,18,75
18390,18,75
18395,18,75
18396,18,75
18397,18,75
18398,18,75
18399,18,75
18400,18,75
18401,18,75
18402,18,75
18403,18,192
18404,18,192
18405,18,192
18406,18,192
18407,18,192
18408,18,192
18409,18,192
18410,18,192
18411,18,192
18412,18,192
18413,18,192
18414,18,192
18415,18,192
18416,18,192
18417,18,192
18418,18,192
18419,18,192
18420,18,192
18421,18,192
18422,18,192
18423,18,192
18424,18,192
18425,18,192
18426,18,192
18427,18,192
18428,18,192
18429,18,192
18430,18,192
18431,18,49
18432,18,49
18433,18,49
18434,18,49
18435,18,49
18436,18,49
18437,18,49
18438,18,49
18439,18,49
18440,18,49
18441,18,49
18442,18,49
18443,18,49
18444,18,49
18445,18,49
18446,18,49
18447,18,49
18448,18,49
18449,18,49
18450,18,49
18451,18,49
18452,18,49
18453,18,49
18454,18,49
18455,18,49
18456,18,49
18457,18,49
18458,18,145
18459,18,145
18460,18,145
18461,18,145
18462,18,145
18463,18,145
18464,18,145
18465,18,145
18466,18,145
18467,18,145
18468,18,145
18469,18,145
18470,18,145
18471,18,145
18472,18,145
18473,18,145
18474,18,145
18475,18,145
18476,18,145
18477,18,145
18478,18,145
18479,18,145
18480,18,145
18481,18,145
18482,18,145
18491,18,80
18492,18,80
18493,18,80
18494,18,80
18495,18,80
18496,18,80
18497,18,80
18498,18,80
18499,17,80
18502,17,80
18503,17,80
18504,17,80
18505,17,70
18506,17,70
18507,17,70
18508,17,70
18509,17,70
18510,17,70
18511,17,70
18512,17,70
18513,17,70
18514,17,70
18515,17,70
18516,17,70
18517,17,70
18518,17,70
18519,17,70
18520,17,70
18521,17,70
18522,17,70
18523,17,70
18524,17,70
18525,17,70
18526,17,70
18527,17,70
18528,17,70
18529,17,70
18530,17,70
18531,17,70
18532,17,70
18533,17,70
18534,17,70
18535,17,70
18536,17,70
18537,17,70
18538,17,70
18539,17,70
18574,16,194
18575,16,194
18576,16,194
18577,16,194
18578,16,194
18579,16,194
18580,16,194
18581,16,194
18582,16,194
18583,16,194
18584,16,194
18585,16,194
18910,9,22
18911,9,22
18916,9,22
18918,9,22
18925,7,22
18926,7,22
18927,7,22
18928,7,22
18929,7,22
18930,7,22
18931,1,56
18932,1,56
18933,1,56
18934,1,56
18935,1,56
18936,1,56
18937,1,56
18938,1,56
18939,1,56
18940,1,56
18941,1,56
18942,1,56
18943,1,56
18944,1,56
19058,1,184
19059,1,184
19061,1,184
19062,1,184
19063,1,184
19064,1,184
19065,1,184
19066,1,184
19067,1,184
19096,18,75
19097,18,75
19098,18,75
19099,18,75
19100,18,75
19101,18,75
19102,18,75
19103,18,75
19104,18,75
19105,18,75
19106,18,75
19107,18,75
19108,18,75
19109,18,75
19110,18,75
19114,18,75
19115,18,75
19116,18,75
19117,18,75
19118,18,75
19119,18,75
19120,18,75
19121,18,75
19122,18,192
19123,18,192
19124,18,192
19125,18,192
19126,18,192
19127,18,192
19128,18,192
19129,18,192
19130,18,192
19131,18,192
19132,18,192
19133,18,192
19134,18,192
19135,18,192
19136,18,192
19137,18,192
19138,18,192
19139,18,192
19140,18,192
19141,18,192
19142,18,192
19143,18,192
19144,18,192
19145,18,192
19146,18,192
19147,18,192
19148,18,192
19149,18,192
19150,18,192
19151,18,49
19152,18,49
19153,18,49
19154,18,49
19155,18,49
19156,18,49
19157,18,49
19158,18,49
19159,18,49
19160,18,49
19161,18,49
19162,18,49
19163,18,49
19164,18,49
19165,18,49
19166,18,49
19167,18,49
19168,18,49
19169,18,49
19170,18,49
19171,18,49
19172,18,49
19173,18,49
19174,18,49
19175,18,49
19176,18,49
19177,18,49
19178,18,145
19179,18,145
19180,18,145
19181,18,145
19182,18,145
19183,18,145
19184,18,145
19185,18,145
19186,18,145
19187,18,145
19188,18,145
19189,18,145
19190,18,145
19191,18,145
19192,18,145
19193,18,145
19194,18,145
19195,18,145
19196,18,145
19197,18,145
19198,18,145
19199,18,145
19200,18,145
19201,18,145
19209,18,80
19210,18,80
19211,18,80
19212,18,80
19213,18,80
19214,18,80
19215,18,80
19218,17,80
19219,17,80
19220,17,80
19221,17,80
19222,17,80
19223,17,80
19224,17,80
19225,17,80
19226,17,70
19227,17,70
19228,17,70
19229,17,70
19230,17,70
19231,17,70
19232,17,70
19233,17,70
19236,17,70
19237,17,70
19238,17,70
19239,17,70
19240,17,70
19241,17,70
19242,17,70
19243,17,70
19244,17,70
19246,17,70
19247,17,70
19248,17,70
19249,17,70
19250,17,70
19251,17,70
19252,17,70
19253,17,70
19254,17,70
19255,17,70
19256,17,70
19257,17,70
19258,17,70
19267,17,70
19268,17,70
19275,17,70
19276,17,70
19277,17,70
19278,17,70
19279,17,70
19280,17,70
19281,17,70
19297,16,194
19298,16,194
19299,16,194
19300,16,194
19301,16,194
19302,16,194
19303,16,194
19304,16,194
19305,16,194
19306,16,194
19307,16,194
19309,16,194
19346,16,194
19347,16,194
19348,16,194
19349,16,194
19352,16,194
19608,9,22
19613,9,22
19623,9,22
19624,9,22
19625,9,22
19626,9,22
19627,9,22
19628,9,22
19630,9,22
19631,9,22
19632,9,22
19633,9,22
19634,9,22
19635,9,22
19636,9,22
19637,9,22
19638,9,22
19639,9,22
19640,9,22
19641,9,22
19642,9,22
19643,9,22
19644,7,22
19645,7,22
19646,7,22
19647,7,22
19648,7,22
19649,7,22
19650,7,22
19651,7,22
19652,1,56
19653,1,56
19654,1,56
19655,1,56
19656,1,56
19657,1,56
19658,1,56
19659,1,56
19660,1,56
19661,1,56
19662,1,56
19663,1,56
19664,4,3
19665,4,3
19666,4,3
19667,4,3
19668,4,3
19669,4,3
19670,4,3
19671,4,3
19672,4,3
19673,4,3
19674,4,3
19675,4,3
19676,4,3
19677,4,3
19678,4,3
19679,4,3
19680,4,3
19776,1,184
19777,1,184
19778,1,184
19779,1,184
19780,1,184
19781,1,184
19782,1,184
19783,1,184
19784,1,184
19817,18,75
19818,18,75
19819,18,75
19820,18,75
19821,18,75
19822,18,75
19823,18,75
19824,18,75
19825,18,75
19826,18,75
19827,18,75
19828,18,75
19829,18,75
19830,18,75
19831,18,75
19832,18,75
19833,18,75
19834,18,75
19835,18,75
19836,18,75
19837,18,75
19838,18,75
19839,18,75
19840,18,75
19841,18,75
19842,18,192
19843,18,192
19844,18,192
19845,18,192
19846,18,192
19847,18,192
19848,18,192
19849,18,192
19850,18,192
19851,18,192
19852,18,192
19853,18,192
19854,18,192
19855,18,192
19856,18,192
19857,18,192
19858,18,192
19859,18,192
19860,18,192
19861,18,192
19862,18,192
19863,18,192
19864,18,192
19865,18,192
19866,18,192
19867,18,192
19868,18,192
19869,18,192
19870,18,192
19871,18,49
19872,18,49
19873,18,49
19874,18,49
19875,18,49
19876,18,49
19877,18,49
19878,18,49
19879,18,49
19880,18,49
19881,18,49
19882,18,49
19883,18,49
19884,18,49
19885,18,49
19886,18,49
19887,18,49
19888,18,49
19889,18,49
19890,18,49
19891,18,49
19892,18,49
19893,18,49
19894,18,49
19895,18,49
19896,18,49
19897,18,49
19898,18,145
19899,18,145
19900,18,145
19901,18,145
19902,18,145
19903,18,145
19904,18,145
19905,18,145
19906,18,145
19907,18,145
19908,18,145
19909,18,145
19910,18,145
19911,18,145
19912,18,145
19913,18,145
19914,18,145
19915,18,145
19916,18,145
19917,18,145
19918,18,145
19919,18,145
19920,18,145
19921,18,145
19922,18,145
19923,18,145
19929,18,80
19930,18,80
19934,17,80
19935,17,80
19936,17,80
19937,17,80
19938,17,80
19939,17,80
19940,17,80
19941,17,80
19942,17,80
19943,17,80
19944,17,80
19945,17,80
19946,17,80
19947,17,70
19948,17,70
19949,17,70
19950,17,70
19951,17,70
19952,17,70
19953,17,70
19954,17,70
19955,17,70
19956,17,70
19957,17,70
19958,17,70
19959,17,70
19960,17,70
19961,17,70
19962,17,70
19963,17,70
19964,17,70
19965,17,70
19966,17,70
19967,17,70
19968,17,70
19969,17,70
19970,17,70
19971,17,70
19972,17,70
19973,17,70
19974,17,70
19976,17,70
19977,17,70
19978,17,70
19979,17,70
19980,17,70
19981,17,70
19984,17,70
19985,17,70
19986,17,70
19987,17,70
19989,17,70
19990,17,70
19996,17,70
19997,17,70
20029,16,194
20065,16,194
20066,16,194
20069,16,194
20072,16,194
20346,9,22
20347,9,22
20348,9,22
20349,9,22
20350,9,22
20356,9,22
20357,9,22
20358,9,22
20359,9,22
20360,9,22
20361,9,22
20362,7,22
20363,7,22
20364,7,22
20365,7,22
20366,7,22
20367,7,22
20368,7,22
20369,7,22
20370,7,22
20371,7,22
20372,7,22
20373,1,56
20374,1,56
20375,1,56
20376,1,56
20377,1,56
20378,1,56
20379,1,56
20380,1,56
20381,1,56
20382,1,56
20383,1,56
20384,4,3
20385,4,3
20386,4,3
20387,4,3
20388,4,3
20390,4,3
20391,4,3
20398,4,3
20399,4,3
20400,4,3
20401,4,3
20402,4,3
20403,4,3
20489,3,184
20490,3,184
20491,3,184
20492,3,184
20493,3,184
20494,3,184
20495,1,184
20496,1,184
20497,1,184
20498,1,184
20499,1,184
20500,1,184
20501,1,184
20538,18,75
20539,18,75
20540,18,75
20541,18,75
20542,18,75
20543,18,75
20544,18,75
20545,18,75
20546,18,75
20547,18,75
20548,18,75
20549,18,75
20550,18,75
20551,18,75
20552,18,75
20553,18,75
20554,18,75
20555,18,75
20556,18,75
20557,18,75
20558,18,75
20559,18,75
20560,18,75
20561,18,75
20562,18,192
20563,18,192
20564,18,192
20565,18,192
20566,18,192
20567,18,192
20568,18,192
20569,18,192
20570,18,192
20571,18,192
20572,18,192
20573,18,192
20574,18,192
20575,18,192
20576,18,192
20577,18,192
20578,18,192
20579,18,192
20580,18,192
20581,18,192
20582,18,192
20583,18,192
20584,18,192
20585,18,192
20586,18,192
20587,18,192
20588,18,192
20589,18,192
20590,18,192
20591,18,207
20592,18,207
20593,18,49
20594,18,49
20595,18,49
20596,18,49
20597,18,49
20606,18,49
20607,18,49
20608,18,49
20609,18,49
20610,18,49
20611,18,49
20612,18,49
20613,18,49
20614,18,49
20615,18,49
20616,18,49
20617,18,49
20618,18,49
20619,18,145
20620,18,145
20621,18,145
20622,18,145
20623,18,145
20624,18,145
20625,18,145
20626,18,145
20627,18,145
20628,18,145
20629,18,145
20630,18,145
20631,18,145
20632,18,145
20633,18,145
20634,18,145
20635,18,145
20636,18,145
20637,18,145
20638,18,145
20639,18,145
20640,18,145
20646,17,80
20647,17,80
20648,17,80
20649,17,80
20650,17,80
20651,17,80
20652,17,80
20653,17,80
20654,17,80
20655,17,80
20656,17,80
20657,17,80
20658,17,80
20659,17,80
20660,17,80
20661,17,80
20662,17,80
20663,17,80
20664,17,80
20665,17,80
20666,17,80
20667,17,80
20668,17,70
20669,17,70
20670,17,70
20671,17,70
20672,17,70
20673,17,70
20674,17,70
20675,17,70
20676,17,70
20677,17,70
20678,17,70
20679,17,70
20680,17,70
20681,17,70
20682,17,70
20683,17,70
20684,17,70
20685,17,70
20686,17,70
20687,17,70
20688,17,70
20689,17,70
20690,17,70
20691,17,70
20692,17,70
20693,17,70
20694,17,70
20695,17,70
20696,17,70
20697,17,70
20698,17,70
20699,17,70
20700,17,70
20701,17,70
20702,17,70
20703,17,70
20780,16,194
20786,16,194
20791,16,194
20792,16,194
20813,15,194
21068,9,22
21080,7,22
21081,7,22
21082,7,22
21083,7,22
21084,7,22
21085,7,22
21086,7,22
21087,7,22
21088,7,22
21089,7,22
21090,7,22
21091,7,22
21092,7,22
21093,7,22
21094,1,56
21095,1,56
21096,1,56
21097,1,56
21098,1,56
21099,1,56
21100,1,56
21101,1,56
21102,1,56
21103,1,56
21104,4,3
21105,4,3
21119,4,3
21120,4,3
21121,4,3
21122,4,3
21123,4,3
21124,4,3
21125,4,3
21205,3,184
21209,3,184
21210,3,184
21211,3,184
21212,3,184
21213,3,184
21214,3,184
21215,3,184
21216,3,184
21217,1,184
21260,18,75
21261,18,75
21262,18,75
21263,18,75
21264,18,75
21265,18,75
21266,18,75
21267,18,75
21268,18,75
21269,18,75
21270,18,75
21271,18,75
21272,18,75
21273,18,75
21274,18,75
21275,18,75
21276,18,75
21277,18,75
21278,18,75
21279,18,75
21280,18,75
21281,18,75
21282,18,192
21283,18,192
21284,18,192
21285,18,192
21286,18,192
21287,18,192
21288,18,192
21289,18,192
21290,18,192
21291,18,192
21292,18,192
21293,18,192
21294,18,192
21295,18,192
21296,18,192
21297,18,192
21298,18,192
21299,18,192
21300,18,192
21301,18,192
21302,18,192
21303,18,192
21304,18,192
21305,18,192
21306,18,192
21307,18,192
21308,18,192
21309,18,207
21310,18,207
21311,18,207
21312,18,207
21313,18,207
21314,18,207
21315,18,207
21316,18,207
21324,18,49
21325,18,49
21326,18,49
21327,18,49
21328,18,49
21329,18,49
21330,18,49
21331,18,49
21332,18,49
21333,18,49
21334,18,49
21335,18,49
21336,18,49
21337,18,49
21338,18,49
21339,18,145
21340,18,145
21341,18,145
21342,18,145
21343,18,145
21344,18,145
21345,18,145
21346,18,145
21347,18,145
21348,18,145
21349,18,145
21350,18,145
21351,18,145
21352,18,145
21353,18,145
21354,18,145
21355,18,145
21356,18,145
21361,17,80
21362,17,80
21363,17,80
21364,17,80
21365,17,80
21366,17,80
21367,17,80
21368,17,80
21369,17,80
21370,17,80
21371,17,80
21372,17,80
21373,17,80
21374,17,80
21375,17,80
21376,17,80
21377,17,80
21378,17,80
21379,17,80
21380,17,80
21381,17,80
21382,17,80
21383,17,80
21384,17,80
21385,17,80
21386,17,80
21387,17,80
21388,17,80
21389,17,70
21390,17,70
21391,17,70
21392,17,70
21393,17,70
21394,17,70
21395,17,70
21396,17,70
21397,17,70
21398,17,70
21399,17,70
21400,17,70
21401,17,70
21402,17,70
21403,17,70
21404,17,70
21405,17,70
21406,17,70
21407,17,70
21408,17,70
21409,17,70
21410,17,70
21411,17,70
21412,17,70
21413,17,70
21414,17,70
21415,17,70
21416,17,70
21417,17,70
21418,17,70
21468,16,194
21469,16,194
21470,16,194
21472,16,194
21483,16,194
21484,16,194
21485,16,194
21486,16,194
21502,16,194
21769,9,22
21770,9,22
21771,9,22
21772,9,22
21779,9,22
21782,9,22
21784,9,22
21787,9,22
21788,9,22
21789,9,22
21790,9,22
21791,9,22
21792,9,22
21793,9,22
21794,9,22
21795,9,22
21796,9,22
21797,9,22
21798,9,22
21799,9,22
21800,9,22
21801,9,22
21802,7,22
21803,7,22
21804,7,22
21805,7,22
21806,7,22
21807,7,22
21808,7,22
21809,7,22
21810,7,22
21811,7,22
21812,7,22
21813,7,22
21814,7,22
21815,7,22
21816,1,56
21817,1,56
21818,1,56
21819,1,56
21820,1,56
21821,1,56
21822,1,56
21823,1,56
21824,4,3
21837,4,3
21838,4,3
21839,4,3
21840,4,3
21841,4,3
21842,4,3
21843,4,3
21844,4,3
21845,4,3
21846,4,3
21847,4,3
21919,3,184
21920,3,184
21921,3,184
21922,3,184
21923,3,184
21924,3,184
21925,3,184
21926,3,184
21927,3,184
21928,3,184
21929,3,184
21930,3,184
21931,3,184
21932,3,184
21933,3,184
21934,3,184
21935,3,184
21936,3,184
21983,18,75
21984,18,75
21985,18,75
21986,18,75
21987,18,75
21988,18,75
21989,18,75
21990,18,75
21991,18,75
21992,18,75
21993,18,75
21994,18,75
21995,18,75
21996,18,75
21997,18,75
21998,18,75
21999,18,75
22e3,18,75
22001,18,192
22002,18,192
22003,18,192
22004,18,192
22005,18,192
22006,18,192
22007,18,192
22008,18,192
22009,18,192
22010,18,192
22011,18,192
22012,18,192
22013,18,192
22014,18,192
22015,18,192
22016,18,192
22017,18,192
22018,18,192
22019,18,192
22020,18,192
22021,18,192
22022,18,192
22023,18,192
22024,18,192
22025,18,192
22026,18,192
22027,18,207
22028,18,207
22029,18,207
22030,18,207
22031,18,207
22032,18,207
22033,18,207
22034,18,207
22035,18,207
22036,18,207
22037,18,207
22038,18,207
22043,18,49
22044,18,49
22045,18,49
22046,18,49
22047,18,49
22048,18,49
22049,18,49
22050,18,49
22051,18,49
22052,18,49
22053,18,49
22054,18,49
22055,18,49
22056,18,49
22057,18,49
22058,18,49
22059,18,145
22060,18,145
22061,18,145
22062,18,145
22063,18,145
22064,18,145
22065,18,145
22066,18,145
22067,18,145
22068,18,145
22069,18,145
22070,18,145
22071,18,145
22072,18,145
22073,18,145
22079,17,145
22080,17,80
22081,17,80
22082,17,80
22083,17,80
22084,17,80
22085,17,80
22086,17,80
22087,17,80
22088,17,80
22089,17,80
22090,17,80
22091,17,80
22092,17,80
22093,17,80
22094,17,80
22095,17,80
22096,17,80
22097,17,80
22098,17,80
22099,17,80
22100,17,80
22101,17,80
22102,17,80
22103,17,80
22104,17,80
22105,17,80
22106,17,80
22107,17,80
22108,17,80
22109,17,80
22110,17,70
22111,17,70
22112,17,70
22113,17,70
22114,17,70
22115,17,70
22116,17,70
22117,17,70
22118,17,70
22119,17,70
22120,17,70
22121,17,70
22122,17,70
22123,17,70
22124,17,70
22125,17,70
22126,17,70
22128,17,70
22129,17,70
22130,17,70
22131,17,70
22132,17,70
22133,17,70
22429,11,43
22430,11,43
22431,11,43
22432,11,43
22491,9,22
22492,9,22
22494,9,22
22495,9,22
22496,9,22
22498,9,22
22499,9,22
22500,9,22
22507,9,22
22508,9,22
22509,9,22
22510,9,22
22511,9,22
22512,9,22
22513,9,22
22514,9,22
22515,9,22
22516,9,22
22517,9,22
22518,9,22
22519,9,22
22520,9,22
22521,9,22
22522,9,22
22523,7,22
22524,7,22
22525,7,22
22526,7,22
22527,7,22
22528,7,22
22529,7,22
22530,7,22
22531,7,22
22532,7,22
22533,7,22
22534,7,22
22535,7,22
22536,7,22
22537,7,22
22538,7,22
22539,1,56
22540,1,56
22541,1,56
22542,1,56
22556,4,3
22557,4,3
22558,4,3
