iucn_sid,range_km2,sciname,dbf_file
13250,36205422.441935524,Mesoplodon mirus,MARINE_MAMMALS.dbf
13251,21901255.798760645,Mesoplodon peruvianus,MARINE_MAMMALS.dbf
13581,10323973.323819682,Mirounga angustirostris,MARINE_MAMMALS.dbf
13583,70777507.88602436,Mirounga leonina,MARINE_MAMMALS.dbf
13653,273787.8791350659,Monachus monachus,MARINE_MAMMALS.dbf
13654,281042.02383231133,Neomonachus schauinslandi,MARINE_MAMMALS.dbf
13704,3370411.2109380965,Monodon monoceros,MARINE_MAMMALS.dbf
14048,68613.05168034449,Mycteroperca cidi,GROUPERS.dbf
14049,169731.72361817994,Mycteroperca jordani,GROUPERS.dbf
14050,903254.3178143103,Mycteroperca microlepis,GROUPERS.dbf
14051,15469.655686061133,Mycteroperca olfax,GROUPERS.dbf
14052,93898.3456522701,Mycteroperca prionura,GROUPERS.dbf
14053,105656.90853703357,Mycteroperca rosacea,GROUPERS.dbf
14054,954855.2648490162,Mycteroperca rubra,GROUPERS.dbf
14549,417666.7172844861,Neophoca cinerea,MARINE_MAMMALS.dbf
15106,6528100.813421051,Odobenus rosmarus,MARINE_MAMMALS.dbf
15269,20316564.589807115,Ommatophoca rossii,MARINE_MAMMALS.dbf
15421,351347057.56817764,Orcinus orca,MARINE_MAMMALS.dbf
15873,3099301.327409434,Pagrus pagrus,SEABREAMS_PORGIES.dbf
16564,175056866.22298646,Peponocephala electra,MARINE_MAMMALS.dbf
17013,6605672.260784738,Phoca vitulina,MARINE_MAMMALS.dbf
17023,7032352.513605985,Phoca largha,MARINE_MAMMALS.dbf
17026,868955.495206001,Phocarctos hookeri,MARINE_MAMMALS.dbf
17027,5376722.977719156,Phocoena phocoena,MARINE_MAMMALS.dbf
17028,7856.507185006009,Phocoena sinus,MARINE_MAMMALS.dbf
17029,578455.420499288,Phocoena spinipinnis,MARINE_MAMMALS.dbf
17031,376906.14899746404,Phocoena phocoena,MARINE_MAMMALS.dbf
17032,21415446.383251004,Phocoenoides dalli,MARINE_MAMMALS.dbf
18374,14704.086589863273,Protemblemaria punctata,COMBTOOTHBLENNIES.dbf
18596,193131462.37966308,Pseudorca crassidens,MARINE_MAMMALS.dbf
19488,170800868.93012175,Rhincodon typus,CHONDRICHTHYES.dbf
19950,713843.0624344915,Scarus guacamaia,WRASSE.dbf
20047,278776.4134584186,Scomberomorus concolor,TUNAS_BILLFISHES.dbf
20724,234.89310526606275,Stegastes sanctaehelenae,DAMSELFISH.dbf
20729,208434849.26476,Stenella attenuata,MARINE_MAMMALS.dbf
20730,29540403.197959393,Stenella clymene,MARINE_MAMMALS.dbf
20731,250369377.2560284,Stenella coeruleoalba,MARINE_MAMMALS.dbf
20732,48274673.01145238,Stenella frontalis,MARINE_MAMMALS.dbf
20733,196789983.79698023,Stenella longirostris,MARINE_MAMMALS.dbf
20738,207756318.0176296,Steno bredanensis,MARINE_MAMMALS.dbf
21341,1571215.7305430695,Takifugu niphobles,PUFFERFISH.dbf
21342,501242.55413740105,Takifugu poecilonotus,PUFFERFISH.dbf
21343,1309257.994837103,Takifugu xanthopterus,PUFFERFISH.dbf
21500,56385820.00741379,Tasmacetus shepherdi,MARINE_MAMMALS.dbf
21689,329.2546713686505,Thalassoma ascensionis,WRASSE.dbf
21856,198157426.89502826,Thunnus alalunga,TUNAS_BILLFISHES.dbf
21857,209442384.70656407,Thunnus albacares,TUNAS_BILLFISHES.dbf
21858,65941285.43752893,Thunnus maccoyii,TUNAS_BILLFISHES.dbf
21859,218539137.4414608,Thunnus obesus,TUNAS_BILLFISHES.dbf
21860,31684962.113045987,Thunnus thynnus,TUNAS_BILLFISHES.dbf
21994,708712.3113943834,Torquigener brevipinnis,PUFFERFISH.dbf
22102,442.4901441826648,Trichechus inunguis,MARINE_MAMMALS.dbf
22103,848591.6084470951,Trichechus manatus,MARINE_MAMMALS.dbf
22104,313336.185088983,Trichechus senegalensis,MARINE_MAMMALS.dbf
22563,252200857.36028942,Tursiops truncatus,MARINE_MAMMALS.dbf
23148,266729118.49559367,Xiphias gladius,TUNAS_BILLFISHES.dbf
23211,288154467.5933346,Ziphius cavirostris,MARINE_MAMMALS.dbf
31382,2779932.054365101,Rhizophora apiculata,MANGROVES.dbf
33705,2132408.2160590296,Dolichandrone spathacea,MANGROVES.dbf
34364,1631230.8780720446,Aglaia cucullata,MANGROVES.dbf
39303,1633604.2088372302,Dermatolepis inermis,GROUPERS.dbf
39324,3834451.7800703705,Notorynchus cepedianus,CHONDRICHTHYES.dbf
39327,804714.4225464866,Pristiophorus cirratus,CHONDRICHTHYES.dbf
39328,305683.9503675018,Squatina californica,CHONDRICHTHYES.dbf
39329,410594.0517667862,Squatina argentina,CHONDRICHTHYES.dbf
39330,460756.4777247524,Squatina guggenheim,CHONDRICHTHYES.dbf
39332,11617.563235212294,Squatina squatina,CHONDRICHTHYES.dbf
39333,469267.0582490787,Heterodontus francisci,CHONDRICHTHYES.dbf
39334,675005.8535014909,Heterodontus portusjacksoni,CHONDRICHTHYES.dbf
39335,146108.87919302436,Brachaelurus colcloughi,CHONDRICHTHYES.dbf
39336,11803650.775335604,Odontaspis noronhai,CHONDRICHTHYES.dbf
39337,153509844.2294094,Pseudocarcharias kamoharai,CHONDRICHTHYES.dbf
39338,200674842.00599763,Megachasma pelagios,CHONDRICHTHYES.dbf
39339,263302231.16164908,Alopias vulpinus,CHONDRICHTHYES.dbf
39341,221726346.10704815,Isurus oxyrinchus,CHONDRICHTHYES.dbf
39342,23770760.1079368,Lamna ditropis,CHONDRICHTHYES.dbf
39345,112205.69440913333,Haploblepharus edwardsii,CHONDRICHTHYES.dbf
39347,1447473.4803228264,Schroederichthys bivius,CHONDRICHTHYES.dbf
39349,605857.3647516131,Scyliorhinus capensis,CHONDRICHTHYES.dbf
39350,1042350.8552384359,Leptocharias smithii,CHONDRICHTHYES.dbf
39351,606893.5505590985,Furgaleus macki,CHONDRICHTHYES.dbf
39352,11112962.920644457,Galeorhinus galeus,CHONDRICHTHYES.dbf
39354,1926548.8870372025,Hypogaleus hyugaensis,CHONDRICHTHYES.dbf
39355,831781.1761324502,Mustelus antarcticus,CHONDRICHTHYES.dbf
39356,804683.4828761169,Mustelus lenticulatus,CHONDRICHTHYES.dbf
39357,1649654.2408577774,Mustelus asterias,CHONDRICHTHYES.dbf
39358,3547250.748352719,Mustelus mustelus,CHONDRICHTHYES.dbf
39359,2281470.2240207987,Mustelus canis,CHONDRICHTHYES.dbf
39361,119479.01770448899,Triakis acutipinna,CHONDRICHTHYES.dbf
39362,272374.78289275005,Triakis megalopterus,CHONDRICHTHYES.dbf
39363,191536.06578763245,Triakis semifasciata,CHONDRICHTHYES.dbf
39366,6450307.786625281,Carcharhinus amboinensis,CHONDRICHTHYES.dbf
39368,8074942.345731461,Carcharhinus brevipinna,CHONDRICHTHYES.dbf
39369,5651103.664035929,Carcharhinus hemiodon,CHONDRICHTHYES.dbf
39370,166114258.4544129,Carcharhinus falciformis,CHONDRICHTHYES.dbf
39371,331719.88083300245,Carcharhinus leiodon,CHONDRICHTHYES.dbf
39372,7336196.903960275,Carcharhinus leucas,CHONDRICHTHYES.dbf
39374,179530133.32386038,Carcharhinus longimanus,CHONDRICHTHYES.dbf
39378,25865519.954476334,Galeocerdo cuvier,CHONDRICHTHYES.dbf
39379,898.6266498659681,Glyphis glyphis,CHONDRICHTHYES.dbf
39380,5949612.587931238,Negaprion brevirostris,CHONDRICHTHYES.dbf
39381,277215299.3153103,Prionace glauca,CHONDRICHTHYES.dbf
39382,1182222.6605842574,Rhizoprionodon terraenovae,CHONDRICHTHYES.dbf
39384,27303598.172140814,Triaenodon obesus,CHONDRICHTHYES.dbf
39385,26595805.664235827,Sphyrna lewini,CHONDRICHTHYES.dbf
39386,19121061.86794627,Sphyrna mokarran,CHONDRICHTHYES.dbf
39387,2638016.3056237656,Sphyrna tiburo,CHONDRICHTHYES.dbf
39388,7897690.0200907355,Sphyrna zygaena,CHONDRICHTHYES.dbf
39389,2584707.5235804017,Anoxypristis cuspidata,CHONDRICHTHYES.dbf
39390,3206161.465314938,Pristis clavata,CHONDRICHTHYES.dbf
39393,5593981.742896021,Pristis zijsron,CHONDRICHTHYES.dbf
39394,347141.5745523968,Rhynchobatus djiddensis,CHONDRICHTHYES.dbf
39396,409286.130743994,Tetronarce californica,CHONDRICHTHYES.dbf
39397,2843040.598995605,Dipturus batis,CHONDRICHTHYES.dbf
39399,2980888.2576204254,Raja clavata,CHONDRICHTHYES.dbf
39400,493414.01661782083,Raja microocellata,CHONDRICHTHYES.dbf
39412,2022019.588267715,Taeniura lymma,CHONDRICHTHYES.dbf
39413,6577242.018918591,Urogymnus asperrimus,CHONDRICHTHYES.dbf
39415,25064295.961832415,Aetobatus narinari,CHONDRICHTHYES.dbf
39416,202270.12514938987,Myliobatis californicus,CHONDRICHTHYES.dbf
39418,1703120.4788036807,Mobula mobular,CHONDRICHTHYES.dbf
39771,504558.8785446082,Dipturus laevis,CHONDRICHTHYES.dbf
39773,5990319.131992609,Cephalopholis boenak,GROUPERS.dbf
39774,4802094.741095565,Cromileptes altivelis,GROUPERS.dbf
40635,106368026.43027534,Indopacetus pacificus,MARINE_MAMMALS.dbf
40711,0,Stegastes sanctipauli,DAMSELFISH.dbf
40797,5383299.374175432,Carcharhinus amblyrhynchoides,CHONDRICHTHYES.dbf
41064,129723.22166869951,Pseudobatos horkelii,CHONDRICHTHYES.dbf
41664,11503368.719752943,Arctocephalus forsteri,MARINE_MAMMALS.dbf
41665,2332583.58823515,Otaria byronia,MARINE_MAMMALS.dbf
41666,1600796.1577173288,Zalophus californianus,MARINE_MAMMALS.dbf
41668,101317.02176420881,Zalophus wollebaeki,MARINE_MAMMALS.dbf
41670,7961474.0440675495,Histriophoca fasciata,MARINE_MAMMALS.dbf
41671,9291422.276926948,Pagophilus groenlandicus,MARINE_MAMMALS.dbf
41672,17911814.294321433,Pusa hispida,MARINE_MAMMALS.dbf
41711,5934165.725960673,Eubalaena japonica,MARINE_MAMMALS.dbf
41712,16024773.487660922,Eubalaena glacialis,MARINE_MAMMALS.dbf
41714,21492266.515596032,Tursiops aduncus,MARINE_MAMMALS.dbf
41715,46309436.643424995,Phocoena dioptrica,MARINE_MAMMALS.dbf
41718,201526.2593898401,Apristurus albisoma,CHONDRICHTHYES.dbf
41719,1271138.1979182067,Apristurus exsanguis,CHONDRICHTHYES.dbf
41720,59096.12859132983,Asymbolus analis,CHONDRICHTHYES.dbf
41721,8555.217159739965,Asymbolus funebris,CHONDRICHTHYES.dbf
41722,401329.80290461954,Asymbolus occiduus,CHONDRICHTHYES.dbf
41723,473266.3133051103,Asymbolus pallidus,CHONDRICHTHYES.dbf
41724,484794.6813862695,Asymbolus parvus,CHONDRICHTHYES.dbf
41725,289449.2822162789,Asymbolus rubiginosus,CHONDRICHTHYES.dbf
41726,209816.22442652108,Asymbolus submaculatus,CHONDRICHTHYES.dbf
41727,796387.8177237958,Asymbolus vincenti,CHONDRICHTHYES.dbf
41728,126209.81529223718,Atelomycterus fasciatus,CHONDRICHTHYES.dbf
41729,493956.9609826847,Atelomycterus macleayi,CHONDRICHTHYES.dbf
41731,100359.84125823587,Aulohalaelurus labiosus,CHONDRICHTHYES.dbf
41732,35094.940533600784,Brachaelurus waddi,CHONDRICHTHYES.dbf
41733,1439486.6401532718,Carcharhinus cautus,CHONDRICHTHYES.dbf
41734,7238293.567661287,Carcharhinus dussumieri,CHONDRICHTHYES.dbf
41735,1287577.4041018072,Carcharhinus fitzroyensis,CHONDRICHTHYES.dbf
41736,3367578.6412113723,Carcharhinus galapagensis,CHONDRICHTHYES.dbf
41737,9444386.560167344,Carcharhinus macloti,CHONDRICHTHYES.dbf
41738,8087971.026038279,Carcharhinus sealei,CHONDRICHTHYES.dbf
41739,1328999.0319691245,Carcharhinus tilstoni,CHONDRICHTHYES.dbf
41740,252170.39230057652,Centrophorus harrissoni,CHONDRICHTHYES.dbf
41741,7698703.7464042595,Carcharhinus brachyurus,CHONDRICHTHYES.dbf
41743,728480.9181310794,Callorhinchus milii,CHONDRICHTHYES.dbf
41746,807227.0932024937,Centroscyllium kamoharai,CHONDRICHTHYES.dbf
41747,5666817.1778724715,Centroscymnus coelolepis,CHONDRICHTHYES.dbf
41749,3710333.2622978506,Centroscymnus owstonii,CHONDRICHTHYES.dbf
41752,777998.5450880906,Cephaloscyllium isabellum,CHONDRICHTHYES.dbf
41753,501582.45416209573,Cephaloscyllium laticeps,CHONDRICHTHYES.dbf
41754,1022641.2655174544,Neophocaena asiaeorientalis,MARINE_MAMMALS.dbf
41755,345503981.1435789,Physeter macrocephalus,MARINE_MAMMALS.dbf
41758,438.1098889203102,Platanista gangetica,MARINE_MAMMALS.dbf
41759,43909.90752639595,Mesoplodon perrini,MARINE_MAMMALS.dbf
41760,25532508.364034925,Mesoplodon traversii,MARINE_MAMMALS.dbf
41762,2463478.5274580834,Delphinus delphis,MARINE_MAMMALS.dbf
41791,3866760.114173452,Chiloscyllium indicum,CHONDRICHTHYES.dbf
41792,4694175.758820546,Chiloscyllium griseum,CHONDRICHTHYES.dbf
41793,169733.49829656532,Chimaera panthera,CHONDRICHTHYES.dbf
41794,3587216.4522103295,Chlamydoselachus anguineus,CHONDRICHTHYES.dbf
41795,236038.05679135953,Cirrhigaleus barbifer,CHONDRICHTHYES.dbf
41796,1736119.940822789,Bathytoshia brevicaudata,CHONDRICHTHYES.dbf
41797,155805.88023411183,Hemitrygon fluviorum,CHONDRICHTHYES.dbf
41798,5080806.518291478,Deania calcea,CHONDRICHTHYES.dbf
41799,607612.5843314591,Dipturus innominatus,CHONDRICHTHYES.dbf
41800,586777.3762000565,Zearaja nasutus,CHONDRICHTHYES.dbf
41801,9074171.167730933,Echinorhinus brucus,CHONDRICHTHYES.dbf
41802,1852945.4571850463,Echinorhinus cookei,CHONDRICHTHYES.dbf
41804,52632.601480226964,Etmopterus caudistigmus,CHONDRICHTHYES.dbf
41805,52379.7995751357,Etmopterus dianthus,CHONDRICHTHYES.dbf
41806,552999.1039886635,Etmopterus dislineatus,CHONDRICHTHYES.dbf
41807,375752.80974911136,Etmopterus evansi,CHONDRICHTHYES.dbf
41808,124235.65879858627,Etmopterus fusus,CHONDRICHTHYES.dbf
41809,56076.46131952655,Etmopterus pseudosqualiolus,CHONDRICHTHYES.dbf
41810,5918397.939047448,Eusphyra blochii,CHONDRICHTHYES.dbf
41811,1229241.4633939345,Figaro boardmani,CHONDRICHTHYES.dbf
41812,280194.32489323866,Galeus gracilis,CHONDRICHTHYES.dbf
41813,166601.62842362266,Gogolia filewoodi,CHONDRICHTHYES.dbf
41814,493739.79099357134,Gollum attenuatus,CHONDRICHTHYES.dbf
41818,2147635.8481869553,Hemiscyllium ocellatum,CHONDRICHTHYES.dbf
41820,1258284.7174921602,Hemiscyllium trispeculare,CHONDRICHTHYES.dbf
41821,273657.8927765579,Hemitriakis abdita,CHONDRICHTHYES.dbf
41822,170461.2712150533,Hemitriakis falcata,CHONDRICHTHYES.dbf
41823,14989470.96270292,Heptranchias perlo,CHONDRICHTHYES.dbf
41824,43858.89221609227,Heterodontus galeatus,CHONDRICHTHYES.dbf
41825,4107299.872191746,Heterodontus zebra,CHONDRICHTHYES.dbf
41826,1375459.4020529517,Hydrolagus bemisi,CHONDRICHTHYES.dbf
41827,828080.1335504648,Hydrolagus novaezealandiae,CHONDRICHTHYES.dbf
41828,838251.5142139638,Hypnos monopterygius,CHONDRICHTHYES.dbf
41829,2133007.2123862044,Iago garricki,CHONDRICHTHYES.dbf
41830,2109261.3020173335,Isistius brasiliensis,CHONDRICHTHYES.dbf
41831,9473555.015039723,Loxodon macrorhinus,CHONDRICHTHYES.dbf
41832,11372742.846117804,Mobula eregoodootenkee,CHONDRICHTHYES.dbf
41833,7849648.07528441,Mobula japanica,CHONDRICHTHYES.dbf
41835,12371941.040545434,Nebrius ferrugineus,CHONDRICHTHYES.dbf
41836,4905457.051671178,Negaprion acutidens,CHONDRICHTHYES.dbf
41837,562949.2010843965,Orectolobus maculatus,CHONDRICHTHYES.dbf
41838,261382.4259302087,Orectolobus ornatus,CHONDRICHTHYES.dbf
41839,538112.119926812,Orectolobus wardi,CHONDRICHTHYES.dbf
41840,1187287.303556907,Oxynotus bruniensis,CHONDRICHTHYES.dbf
41841,54485.817391304285,Parascyllium collare,CHONDRICHTHYES.dbf
41842,504118.5596091273,Parascyllium ferrugineum,CHONDRICHTHYES.dbf
41843,32513.039101583847,Parascyllium sparsimaculatum,CHONDRICHTHYES.dbf
41844,516881.75084816053,Parascyllium variolatum,CHONDRICHTHYES.dbf
41845,198021.9784401908,Parmaturus macmillani,CHONDRICHTHYES.dbf
41846,427675.4213616514,Pristiophorus nudipinnis,CHONDRICHTHYES.dbf
41848,7615559.352366611,Rhina ancylostoma,CHONDRICHTHYES.dbf
41849,5850087.877777228,Glaucostegus typus,CHONDRICHTHYES.dbf
41850,14910360.017413674,Rhizoprionodon acutus,CHONDRICHTHYES.dbf
41851,5453395.228187742,Rhizoprionodon oligolinx,CHONDRICHTHYES.dbf
41852,1688808.824812602,Rhizoprionodon taylori,CHONDRICHTHYES.dbf
41853,1009046.3418415654,Rhynchobatus australiae,CHONDRICHTHYES.dbf
41854,823058.946065267,Rhynchobatus laevis,CHONDRICHTHYES.dbf
41855,44512.609232637755,Scymnodalatias albicauda,CHONDRICHTHYES.dbf
41856,121544.19938563404,Scymnodalatias sherwoodi,CHONDRICHTHYES.dbf
41857,1355150.2744466309,Somniosus antarcticus,CHONDRICHTHYES.dbf
41858,2486980.054312964,Squaliolus aliae,CHONDRICHTHYES.dbf
41859,11206823.472182877,Squalus megalops,CHONDRICHTHYES.dbf
41860,137058.14630193898,Squalus melanurus,CHONDRICHTHYES.dbf
41861,149720.55367914494,Squalus rancureli,CHONDRICHTHYES.dbf
41862,572394.9780372236,Squatina australis,CHONDRICHTHYES.dbf
41863,376475.426380905,Squatina tergocellata,CHONDRICHTHYES.dbf
41864,352001.83522707294,Sutorectus tentaculatus,CHONDRICHTHYES.dbf
41866,47712.188404294255,Trygonorrhina fasciata,CHONDRICHTHYES.dbf
41867,52849.99732126046,Typhlonarke aysoni,CHONDRICHTHYES.dbf
41871,4163593.4954755194,Centrophorus squamosus,CHONDRICHTHYES.dbf
41872,5336349.270170827,Chiloscyllium punctatum,CHONDRICHTHYES.dbf
41873,1204882.8271911007,Eucrossorhinus dasypogon,CHONDRICHTHYES.dbf
41874,6282801.403263315,Hemipristis elongata,CHONDRICHTHYES.dbf
41875,60575.7945813434,Hemiscyllium hallstromi,CHONDRICHTHYES.dbf
41876,7701539.640773974,Odontaspis ferox,CHONDRICHTHYES.dbf
41877,1429941.5430238275,Squalus mitsukurii,CHONDRICHTHYES.dbf
42701,584472.6824673606,Apristurus ampliceps,CHONDRICHTHYES.dbf
42703,10140.432412394555,Apristurus bucephalus,CHONDRICHTHYES.dbf
42704,852103.3604610536,Apristurus australis,CHONDRICHTHYES.dbf
42711,199006.37758516995,Figaro striatus,CHONDRICHTHYES.dbf
42712,336391.1612817944,Glyphis garricki,CHONDRICHTHYES.dbf
42713,416028.0940296612,Halaelurus sellus,CHONDRICHTHYES.dbf
42716,16638.78056774505,Mustelus stevensi,CHONDRICHTHYES.dbf
42717,135566.86605604718,Orectolobus hutchinsi,CHONDRICHTHYES.dbf
42720,281166.95775267243,Pristiophorus delicatus,CHONDRICHTHYES.dbf
42721,520829.86032941204,Rhinobatos sainsburyi,CHONDRICHTHYES.dbf
42722,280465.4967527618,Squalus notocaudatus,CHONDRICHTHYES.dbf
42723,311189.5610719155,Squalus albifrons,CHONDRICHTHYES.dbf
42725,152817.54000488878,Squalus crassispinus,CHONDRICHTHYES.dbf
42726,408245.9123000081,Squalus nasutus,CHONDRICHTHYES.dbf
