iucn_sid,sciname,old_cat,iucn_rgn,cat_score,cat_current
155106,Kali macrodon,"NA",europe,NA,NA
155107,Monopenchelys acuta,DD,gulf_of_mexico,NA,DD
155116,Sardinella albella,LC,persian_gulf,0,LC
155123,Clupea harengus,LC,europe,0,LC
155124,Amblyeleotris triguttata,LC,persian_gulf,0,LC
155125,Scorpaena azorica,DD,europe,NA,DD
155126,Apsilus dentatus,LC,gulf_of_mexico,0,LC
155128,Caulolatilus cyanops,LC,gulf_of_mexico,0,LC
155130,Caranx sexfasciatus,LC,persian_gulf,0,LC
155131,Moringua edwardsi,LC,gulf_of_mexico,0,LC
155132,Eustomias monodactylus,"NA",europe,NA,NA
155134,Alepes vari,LC,persian_gulf,0,LC
155148,Stygnobrotula latebricola,LC,gulf_of_mexico,0,LC
155152,Lutjanus apodus,LC,gulf_of_mexico,0,LC
155166,Chilomycterus schoepfii,LC,gulf_of_mexico,0,LC
155167,Malacoctenus macropus,LC,gulf_of_mexico,0,LC
155181,Chirocentrodon bleekerianus,DD,gulf_of_mexico,NA,DD
155182,Pomadasys incisus,LC,europe,0,LC
155182,Pomadasys incisus,LC,mediterranean,0,LC
155186,Cirripectes filamentosus,LC,persian_gulf,0,LC
155189,Scopeloberyx opisthopterus,"NA",europe,NA,NA
155199,Ethadophis akkistikos,LC,gulf_of_mexico,0,LC
155201,Ambassis urotaenia,LC,eastern_africa,0,LC
155207,Menidia peninsulae,LC,gulf_of_mexico,0,LC
155212,Cosmocampus elucens,LC,gulf_of_mexico,0,LC
155213,Synodus saurus,LC,europe,0,LC
155213,Synodus saurus,LC,mediterranean,0,LC
155213,Synodus saurus,LC,gulf_of_mexico,0,LC
155214,Gobius fallax,LC,europe,0,LC
155214,Gobius fallax,DD,mediterranean,NA,DD
155215,Dicologlossa cuneata,LC,europe,0,LC
155215,Dicologlossa cuneata,DD,mediterranean,NA,DD
155220,Chaetodon sedentarius,LC,gulf_of_mexico,0,LC
155225,Arnoglossus rueppelii,DD,europe,NA,DD
155225,Arnoglossus rueppelii,LC,mediterranean,0,LC
155226,Chromogobius quadrivittatus,LC,europe,0,LC
155253,Jenkinsia majua,LC,gulf_of_mexico,0,LC
155259,Strongylura marina,LC,gulf_of_mexico,0,LC
155261,Brachypleura novaezeelandiae,LC,persian_gulf,0,LC
155268,Scatophagus argus,LC,persian_gulf,0,LC
155276,Thunnus atlanticus,LC,gulf_of_mexico,0,LC
155282,Gobius xanthocephalus,LC,europe,0,LC
155282,Gobius xanthocephalus,DD,mediterranean,NA,DD
155296,Glossanodon pygmaeus,LC,gulf_of_mexico,0,LC
155318,Serranus atricauda,DD,europe,NA,DD
155318,Serranus atricauda,LC,mediterranean,0,LC
155330,Pomadasys maculatus,LC,persian_gulf,0,LC
155342,Mercuria similis,LC,northern_africa,0,LC
155342,Mercuria similis,LC,mediterranean,0,LC
155342,Mercuria similis,LC,pan-africa,0,LC
155474,Caspia gmelinii,DD,europe,NA,DD
155535,Paludinella sicana,LC,mediterranean,0,LC
155552,Heleobia maltzani,DD,europe,NA,DD
155552,Heleobia maltzani,DD,mediterranean,NA,DD
155568,Radix auricularia,RE,northern_africa,NA,NA
155568,Radix auricularia,LC,europe,0,LC
155568,Radix auricularia,RE,pan-africa,NA,NA
155597,Hydrobia vitrea,LC,europe,0,LC
155597,Hydrobia vitrea,LC,mediterranean,0,LC
155608,Turricaspia variabilis,DD,europe,NA,DD
155610,Heleobia macei,DD,europe,NA,DD
155623,Mytilopsis leucophaeata,"NA",europe,NA,NA
155680,Caspia makarovi,LC,europe,0,LC
155778,Hydrobia pontieuxini,DD,europe,NA,DD
155784,Onchidella celtica,LC,europe,0,LC
155835,Hydrobia acuta,LC,europe,0,LC
155843,Heleobia dalmatica,DD,europe,NA,DD
155843,Heleobia dalmatica,DD,mediterranean,NA,DD
155854,Mercuria zopissa,NT,europe,0.2,NT
155854,Mercuria zopissa,NT,mediterranean,0.2,NT
155980,Potamopyrgus antipodarum,"NA",europe,NA,NA
155980,Potamopyrgus antipodarum,"NA",mediterranean,NA,NA
156018,Heleobia rausiana,DD,europe,NA,DD
156018,Heleobia rausiana,DD,mediterranean,NA,DD
156116,Caspia knipowitchi,LC,europe,0,LC
157256,Natrix tessellata,LC,europe,0,LC
157261,Hemidactylus turcicus,LC,europe,0,LC
157273,Chamaeleo africanus,"NA",europe,NA,NA
161328,Torpedo marmorata,LC,europe,0,LC
161328,Torpedo marmorata,LC,mediterranean,0,LC
161339,Raja radula,EN,europe,0.6,EN
161339,Raja radula,EN,mediterranean,0.6,EN
161352,Hexanchus nakamurai,DD,europe,NA,DD
161352,Hexanchus nakamurai,DD,mediterranean,NA,DD
161366,Bathyraja spinicauda,LC,europe,0,LC
161371,Rajella bigelowi,LC,europe,0,LC
161383,Neoraja iberica,LC,europe,0,LC
161397,Torpedo torpedo,LC,europe,0,LC
161397,Torpedo torpedo,LC,mediterranean,0,LC
161398,Galeus melastomus,LC,europe,0,LC
161398,Galeus melastomus,LC,mediterranean,0,LC
161425,Raja undulata,NT,europe,0.2,NT
161425,Raja undulata,NT,mediterranean,0.2,NT
161443,Etmopterus pusillus,DD,europe,NA,DD
161453,Dasyatis pastinaca,VU,europe,0.4,VU
161453,Dasyatis pastinaca,VU,mediterranean,0.4,VU
161459,Raja maderensis,VU,europe,0.4,VU
161461,Leucoraja fullonica,VU,europe,0.4,VU
161461,Leucoraja fullonica,CR,mediterranean,0.8,CR
161464,Leucoraja circularis,EN,europe,0.6,EN
161464,Leucoraja circularis,CR,mediterranean,0.8,CR
161475,Hydrolagus lusitanicus,LC,europe,0,LC
161484,Scyliorhinus stellaris,NT,europe,0.2,NT
161484,Scyliorhinus stellaris,NT,mediterranean,0.2,NT
161485,Mustelus punctulatus,VU,europe,0.4,VU
161485,Mustelus punctulatus,VU,mediterranean,0.4,VU
161513,Taeniurops grabata,DD,europe,NA,DD
161513,Taeniurops grabata,DD,mediterranean,NA,DD
161536,Squalus blainville,DD,europe,NA,DD
161536,Squalus blainville,DD,mediterranean,NA,DD
161542,Amblyraja radiata,LC,europe,0,LC
161564,Carcharhinus altimus,DD,europe,NA,DD
161564,Carcharhinus altimus,DD,mediterranean,NA,DD
161569,Myliobatis aquila,VU,europe,0.4,VU
161569,Myliobatis aquila,VU,mediterranean,0.4,VU
161580,Tetronarce nobiliana,LC,europe,0,LC
161580,Tetronarce nobiliana,LC,mediterranean,0,LC
161583,Scymnodalatias garricki,DD,europe,NA,DD
161599,Raja miraletus,LC,europe,0,LC
161599,Raja miraletus,LC,mediterranean,0,LC
161622,Rajella kukujevi,LC,europe,0,LC
161626,Leucoraja naevus,LC,europe,0,LC
161626,Leucoraja naevus,NT,mediterranean,0.2,NT
161666,Neoraja caerulea,LC,europe,0,LC
161673,Raja polystigma,LC,europe,0,LC
161673,Raja polystigma,LC,mediterranean,0,LC
161691,Raja brachyura,NT,europe,0.2,NT
161691,Raja brachyura,NT,mediterranean,0.2,NT
161696,Alopias superciliosus,EN,europe,0.6,EN
161696,Alopias superciliosus,EN,mediterranean,0.6,EN
161705,Galeus murinus,LC,europe,0,LC
161731,Pteroplatytrygon violacea,LC,europe,0,LC
161731,Pteroplatytrygon violacea,LC,mediterranean,0,LC
161748,Dasyatis marmorata,DD,europe,NA,DD
161748,Dasyatis marmorata,DD,mediterranean,NA,DD
161816,Azorina vidalii,EN,europe,0.6,EN
161885,Colchicum corsicum,VU,europe,0.4,VU
161885,Colchicum corsicum,VU,mediterranean,0.4,VU
161910,Silene holzmannii,EN,europe,0.6,EN
161916,Kosteletzkya pentacarpos,VU,europe,0.4,VU
161992,Oenanthe conioides,DD,europe,NA,DD
162020,Atractylis preauxiana,EN,europe,0.6,EN
162144,Anthyllis hystrix,LC,europe,0,LC
162193,Rumex rupestris,VU,europe,0.4,VU
162404,Artemisia campestris ssp. bottnica,NT,europe,0.2,NT
164004,Cressa cretica,LC,mediterranean,0,LC
164011,Limonium duriaei,VU,mediterranean,0.4,VU
164011,Limonium duriaei,VU,pan-africa,0.4,VU
164037,Fimbristylis bisumbellata,LC,europe,0,LC
164037,Fimbristylis bisumbellata,LC,mediterranean,0,LC
164080,Limonium battandieri,DD,mediterranean,NA,DD
164080,Limonium battandieri,DD,pan-africa,NA,DD
164095,Limonium cymuliferum,NT,mediterranean,0.2,NT
164095,Limonium cymuliferum,NT,pan-africa,0.2,NT
164141,Carex punctata,LC,mediterranean,0,LC
164141,Carex punctata,LC,pan-africa,0,LC
164203,Apium graveolens,LC,europe,0,LC
164203,Apium graveolens,LC,mediterranean,0,LC
164274,Fimbristylis sieberiana,NT,mediterranean,0.2,NT
164280,Ruppia cirrhosa,LC,europe,0,LC
164280,Ruppia cirrhosa,LC,pan-africa,0,LC
164320,Salicornia veneta,VU,europe,0.4,VU
164320,Salicornia veneta,VU,mediterranean,0.4,VU
164350,Cyclosorus interruptus,EN,mediterranean,0.6,EN
164392,Spergularia doumerguei,VU,mediterranean,0.4,VU
164392,Spergularia doumerguei,VU,pan-africa,0.4,VU
164409,Spergularia embergeri,VU,mediterranean,0.4,VU
164409,Spergularia embergeri,VU,pan-africa,0.4,VU
164497,Spergularia tangerina,LC,mediterranean,0,LC
164508,Ruppia maritima,LC,europe,0,LC
164508,Ruppia maritima,LC,mediterranean,0,LC
164508,Ruppia maritima,LC,pan-africa,0,LC
164520,Limonium palmyrense,VU,mediterranean,0.4,VU
164523,Carex extensa,LC,mediterranean,0,LC
164523,Carex extensa,LC,pan-africa,0,LC
164528,Ranunculus hederaceus,LC,europe,0,LC
164528,Ranunculus hederaceus,LC,mediterranean,0,LC
164538,Najas marina ssp. arsenariensis,CR,mediterranean,0.8,CR
164538,Najas marina ssp. arsenariensis,CR,pan-africa,0.8,CR
164543,Spergularia media subsp. intermedia,DD,mediterranean,NA,DD
164543,Spergularia media subsp. intermedia,DD,pan-africa,NA,DD
165352,Theodoxus fluviatilis,LC,europe,0,LC
165443,Tamarix hampeana,LC,europe,0,LC
165611,Chaetodon ocellatus,LC,gulf_of_mexico,0,LC
165621,Prognathodes aya,LC,gulf_of_mexico,0,LC
165626,Heniochus acuminatus,VU,persian_gulf,0.4,VU
165627,Prognathodes aculeatus,LC,gulf_of_mexico,0,LC
165637,Chaetodon striatus,LC,gulf_of_mexico,0,LC
165646,Prognathodes guyanensis,LC,gulf_of_mexico,0,LC
165695,Chaetodon capistratus,LC,gulf_of_mexico,0,LC
165696,Chaetodon nigropunctatus,VU,persian_gulf,0.4,VU
165724,Chaetodon melapterus,VU,persian_gulf,0.4,VU
165773,Neritina pulligera,DD,eastern_africa,NA,DD
165773,Neritina pulligera,LC,southern_africa,0,LC
165773,Neritina pulligera,NT,pan-africa,0.2,NT
165778,Neritina afra,LC,southern_africa,0,LC
165778,Neritina afra,LC,pan-africa,0,LC
165780,Neritina glabrata,LC,southern_africa,0,LC
165780,Neritina glabrata,LC,western_africa,0,LC
165780,Neritina glabrata,LC,central_africa,0,LC
165780,Neritina glabrata,LC,pan-africa,0,LC
165788,Neritina adansoniana,LC,southern_africa,0,LC
165788,Neritina adansoniana,LC,western_africa,0,LC
165788,Neritina adansoniana,LC,central_africa,0,LC
165788,Neritina adansoniana,LC,pan-africa,0,LC
165795,Thiara amarula,DD,eastern_africa,NA,DD
165795,Thiara amarula,NT,southern_africa,0.2,NT
165795,Thiara amarula,NT,pan-africa,0.2,NT
165795,Thiara amarula,DD,northeastern_africa,NA,DD
165800,Assiminea bifasciata,LC,southern_africa,0,LC
165800,Assiminea bifasciata,LC,pan-africa,0,LC
165803,Tympanotonus fuscatus,LC,southern_africa,0,LC
165803,Tympanotonus fuscatus,LC,western_africa,0,LC
165803,Tympanotonus fuscatus,LC,central_africa,0,LC
165803,Tympanotonus fuscatus,LC,pan-africa,0,LC
165811,Septaria borbonica,EN,southern_africa,0.6,EN
165811,Septaria borbonica,EN,pan-africa,0.6,EN
165832,Holacanthus bermudensis,LC,gulf_of_mexico,0,LC
165833,Pomacanthus maculosus,LC,persian_gulf,0,LC
165837,Centropyge argi,LC,gulf_of_mexico,0,LC
165879,Holacanthus tricolor,LC,gulf_of_mexico,0,LC
165883,Holacanthus ciliaris,LC,gulf_of_mexico,0,LC
165887,Pomacanthus arcuatus,LC,gulf_of_mexico,0,LC
165898,Pomacanthus paru,LC,gulf_of_mexico,0,LC
166077,Eleotris fusca,LC,eastern_africa,0,LC
166077,Eleotris fusca,LC,southern_africa,0,LC
166077,Eleotris fusca,LC,pan-africa,0,LC
166189,Anguilla marmorata,LC,southern_africa,0,LC
166189,Anguilla marmorata,LC,pan-africa,0,LC
166442,Tenualosa ilisha,NT,persian_gulf,0.2,NT
166533,Glossogobius giuris,LC,eastern_africa,0,LC
166533,Glossogobius giuris,LC,southern_africa,0,LC
166533,Glossogobius giuris,LC,pan-africa,0,LC
166552,Pisodonophis boro,LC,eastern_africa,0,LC
166552,Pisodonophis boro,LC,pan-africa,0,LC
166856,Planiliza macrolepis,LC,eastern_africa,0,LC
166856,Planiliza macrolepis,LC,pan-africa,0,LC
166868,Megalops cyprinoides,LC,eastern_africa,0,LC
166868,Megalops cyprinoides,DD,persian_gulf,NA,DD
166868,Megalops cyprinoides,LC,pan-africa,0,LC
166892,Terapon jarbua,LC,eastern_africa,0,LC
166892,Terapon jarbua,LC,persian_gulf,0,LC
166897,Gerres filamentosus,LC,persian_gulf,0,LC
166900,Hyporhamphus limbatus,LC,persian_gulf,0,LC
166919,Gerres oyena,LC,persian_gulf,0,LC
166925,Monodactylus argenteus,DD,northern_africa,NA,DD
166925,Monodactylus argenteus,DD,persian_gulf,NA,DD
166947,Lagocephalus sceleratus,LC,persian_gulf,0,LC
166975,Oreochromis niloticus,LC,eastern_africa,0,LC
166975,Oreochromis niloticus,LC,western_africa,0,LC
166985,Hyporhamphus unifasciatus,LC,gulf_of_mexico,0,LC
167944,Odaxothrissa ansorgii,LC,southern_africa,0,LC
167944,Odaxothrissa ansorgii,LC,western_africa,0,LC
167944,Odaxothrissa ansorgii,LC,central_africa,0,LC
167944,Odaxothrissa ansorgii,LC,pan-africa,0,LC
167949,Cyphomyrus discorhynchus,LC,eastern_africa,0,LC
167949,Cyphomyrus discorhynchus,LC,southern_africa,0,LC
167949,Cyphomyrus discorhynchus,LC,central_africa,0,LC
167949,Cyphomyrus discorhynchus,LC,pan-africa,0,LC
167997,Pellonula vorax,LC,southern_africa,0,LC
167997,Pellonula vorax,LC,western_africa,0,LC
167997,Pellonula vorax,LC,central_africa,0,LC
167997,Pellonula vorax,LC,pan-africa,0,LC
168000,Enneacampus kaupi,LC,western_africa,0,LC
168000,Enneacampus kaupi,LC,central_africa,0,LC
168000,Enneacampus kaupi,LC,pan-africa,0,LC
169361,Hippichthys heptagonus,LC,eastern_africa,0,LC
169361,Hippichthys heptagonus,LC,southern_africa,0,LC
169374,Fundulus persimilis,EN,gulf_of_mexico,0.6,EN
169632,Plicofollis dussumieri,DD,persian_gulf,NA,DD
170110,Brassica oleracea,DD,europe,NA,DD
170155,Diplodus sargus,LC,persian_gulf,0,LC
170155,Diplodus sargus,LC,europe,0,LC
170156,Archosargus rhomboidalis,LC,gulf_of_mexico,0,LC
170159,Pagrus caeruleostictus,LC,europe,0,LC
170159,Pagrus caeruleostictus,DD,mediterranean,NA,DD
170160,Lithognathus mormyrus,LC,europe,0,LC
170160,Lithognathus mormyrus,LC,mediterranean,0,LC
170162,Pagellus bellottii,LC,europe,0,LC
170165,Rhabdosargus haffara,NT,persian_gulf,0.2,NT
170166,Dentex maroccanus,LC,europe,0,LC
170166,Dentex maroccanus,DD,mediterranean,NA,DD
170169,Sarpa salpa,LC,europe,0,LC
170169,Sarpa salpa,LC,mediterranean,0,LC
170174,Sparidentex hasta,LC,persian_gulf,0,LC
170178,Calamus nodosus,LC,gulf_of_mexico,0,LC
170180,Stenotomus caprinus,LC,gulf_of_mexico,0,LC
170182,Calamus proridens,LC,gulf_of_mexico,0,LC
170186,Dentex gibbosus,LC,europe,0,LC
170186,Dentex gibbosus,DD,mediterranean,NA,DD
170187,Calamus campechanus,DD,gulf_of_mexico,NA,DD
170188,Acanthopagrus randalli,DD,persian_gulf,NA,DD
170190,Calamus bajonado,LC,gulf_of_mexico,0,LC
170197,Oblada melanura,LC,europe,0,LC
170197,Oblada melanura,LC,mediterranean,0,LC
170198,Rhabdosargus sarba,NT,persian_gulf,0.2,NT
170205,Calamus pennatula,LC,gulf_of_mexico,0,LC
170207,Calamus penna,LC,gulf_of_mexico,0,LC
170220,Pagrus auriga,LC,europe,0,LC
170220,Pagrus auriga,DD,mediterranean,NA,DD
170221,Cheimerius nufar,LC,persian_gulf,0,LC
170222,Diplodus bellottii,LC,europe,0,LC
170223,Archosargus probatocephalus,LC,gulf_of_mexico,0,LC
170224,Pagellus erythrinus,LC,europe,0,LC
170224,Pagellus erythrinus,LC,mediterranean,0,LC
170229,Pagellus acarne,LC,europe,0,LC
170229,Pagellus acarne,LC,mediterranean,0,LC
170232,Dentex macrophthalmus,LC,europe,0,LC
170232,Dentex macrophthalmus,DD,mediterranean,NA,DD
170233,Calamus leucosteus,LC,gulf_of_mexico,0,LC
170234,Pagellus affinis,LC,persian_gulf,0,LC
170238,Argyrops spinifer,LC,persian_gulf,0,LC
170239,Acanthopagrus bifasciatus,LC,persian_gulf,0,LC
170243,Calamus arctifrons,LC,gulf_of_mexico,0,LC
170244,Pagellus bogaraveo,NT,europe,0.2,NT
170244,Pagellus bogaraveo,LC,mediterranean,0,LC
170245,Dentex dentex,VU,europe,0.4,VU
170245,Dentex dentex,VU,mediterranean,0.4,VU
170249,Calamus calamus,LC,gulf_of_mexico,0,LC
170250,Lagodon rhomboides,LC,gulf_of_mexico,0,LC
170251,Boops boops,LC,europe,0,LC
170251,Boops boops,LC,mediterranean,0,LC
170253,Sparus aurata,LC,europe,0,LC
170253,Sparus aurata,LC,mediterranean,0,LC
170258,Spondyliosoma cantharus,LC,europe,0,LC
170258,Spondyliosoma cantharus,LC,mediterranean,0,LC
170260,Diplodus annularis,LC,europe,0,LC
170260,Diplodus annularis,LC,mediterranean,0,LC
170261,Diplodus vulgaris,LC,europe,0,LC
170261,Diplodus vulgaris,LC,mediterranean,0,LC
170262,Diplodus puntazzo,LC,europe,0,LC
170262,Diplodus puntazzo,LC,mediterranean,0,LC
170264,Diplodus holbrookii,LC,gulf_of_mexico,0,LC
170275,Diplodus argenteus ssp. caudimacula,LC,gulf_of_mexico,0,LC
170280,Spicara maena,LC,europe,0,LC
170280,Spicara maena,LC,mediterranean,0,LC
170283,Spicara smaris,LC,europe,0,LC
170283,Spicara smaris,LC,mediterranean,0,LC
170284,Centracanthus cirrus,LC,europe,0,LC
170284,Centracanthus cirrus,LC,mediterranean,0,LC
170307,Tetrapturus pfluegeri,LC,gulf_of_mexico,0,LC
170310,Katsuwonus pelamis,LC,europe,0,LC
170310,Katsuwonus pelamis,LC,mediterranean,0,LC
170310,Katsuwonus pelamis,LC,gulf_of_mexico,0,LC
170311,Scomberomorus guttatus,LC,persian_gulf,0,LC
170314,Makaira nigricans,EN,gulf_of_mexico,0.6,EN
170316,Scomberomorus commerson,VU,persian_gulf,0.4,VU
170319,Orcynopsis unicolor,VU,europe,0.4,VU
170319,Orcynopsis unicolor,LC,mediterranean,0,LC
170322,Kajikia albida,DD,mediterranean,NA,DD
170322,Kajikia albida,VU,gulf_of_mexico,0.4,VU
170323,Scomberomorus maculatus,LC,gulf_of_mexico,0,LC
170326,Scomberomorus tritor,LC,europe,0,LC
170326,Scomberomorus tritor,LC,mediterranean,0,LC
170328,Rastrelliger kanagurta,LC,persian_gulf,0,LC
170331,Acanthocybium solandri,LC,europe,0,LC
170331,Acanthocybium solandri,LC,mediterranean,0,LC
170331,Acanthocybium solandri,LC,gulf_of_mexico,0,LC
170333,Tetrapturus georgii,DD,europe,NA,DD
170333,Tetrapturus georgii,DD,gulf_of_mexico,NA,DD
170334,Tetrapturus belone,LC,europe,0,LC
170334,Tetrapturus belone,LC,mediterranean,0,LC
170336,Euthynnus affinis,LC,persian_gulf,0,LC
170338,Istiophorus platypterus,LC,persian_gulf,0,LC
170338,Istiophorus platypterus,LC,gulf_of_mexico,0,LC
170339,Scomberomorus cavalla,LC,gulf_of_mexico,0,LC
170344,Auxis thazard,LC,persian_gulf,0,LC
170344,Auxis thazard,LC,mediterranean,0,LC
170344,Auxis thazard,DD,gulf_of_mexico,NA,DD
170345,Euthynnus alletteratus,LC,europe,0,LC
170345,Euthynnus alletteratus,LC,mediterranean,0,LC
170345,Euthynnus alletteratus,LC,gulf_of_mexico,0,LC
170350,Coryphaena equiselis,LC,europe,0,LC
170350,Coryphaena equiselis,DD,mediterranean,NA,DD
170350,Coryphaena equiselis,LC,gulf_of_mexico,0,LC
170351,Thunnus tonggol,LC,persian_gulf,0,LC
170354,Scomber scombrus,LC,europe,0,LC
170354,Scomber scombrus,LC,mediterranean,0,LC
170355,Auxis rochei,LC,europe,0,LC
170355,Auxis rochei,LC,mediterranean,0,LC
170355,Auxis rochei,LC,gulf_of_mexico,0,LC
170357,Scomber colias,LC,europe,0,LC
170357,Scomber colias,NT,mediterranean,0.2,NT
170357,Scomber colias,LC,gulf_of_mexico,0,LC
170598,Leucophytia bidentata,LC,europe,0,LC
170601,Myosotella denticulata,LC,europe,0,LC
170603,Ovatella vulcani,LC,europe,0,LC
170605,Ovatella aequalis,LC,europe,0,LC
170723,Otina ovata,LC,europe,0,LC
172015,Assiminea rolani,DD,europe,NA,DD
172016,Assiminea avilai,DD,europe,NA,DD
172077,Allium acutiflorum,LC,europe,0,LC
172077,Allium acutiflorum,LC,mediterranean,0,LC
172091,Hordeum secalinum,LC,europe,0,LC
172127,Aegilops triuncialis,LC,europe,0,LC
172148,Allium obtusiflorum,DD,europe,NA,DD
172151,Aegilops bicornis,VU,europe,0.4,VU
172167,Allium melananthum,NT,europe,0.2,NT
172192,Allium ampeloprasum,LC,europe,0,LC
172246,Allium horvatii,LC,mediterranean,0,LC
172273,Hordeum marinum,LC,europe,0,LC
172404,Pomadasys argenteus,LC,persian_gulf,0,LC
172416,Chelonodon patoca,LC,persian_gulf,0,LC
172443,Bathygobius fuscus,LC,persian_gulf,0,LC
172469,Hippichthys penicillus,DD,persian_gulf,NA,DD
172487,Omobranchus punctatus,LC,persian_gulf,0,LC
172495,Lutjanus johnii,LC,persian_gulf,0,LC
173361,Zostera noltii,LC,mediterranean,0,LC
173392,Limonium legrandii,EN,europe,0.6,EN
173392,Limonium legrandii,EN,mediterranean,0.6,EN
175125,Egeria radiata,LC,western_africa,0,LC
175125,Egeria radiata,LC,pan-africa,0,LC
175136,Potamopyrgus ciliatus,LC,western_africa,0,LC
175136,Potamopyrgus ciliatus,"NA",central_africa,NA,NA
175136,Potamopyrgus ciliatus,LC,pan-africa,0,LC
175249,Lysimachia dubia,DD,europe,NA,DD
176365,Lepidium syvaschicum,DD,europe,NA,DD
176377,Asparagus officinalis,LC,europe,0,LC
176486,Rorippa sylvestris,LC,europe,0,LC
176502,Agropyron dasyanthum,EN,europe,0.6,EN
176547,Agropyron cimmericum,EN,europe,0.6,EN
176549,Lepidium heterophyllum,LC,europe,0,LC
176583,Asparagus maritimus,DD,europe,NA,DD
177953,Acanthurus coeruleus,LC,gulf_of_mexico,0,LC
177982,Acanthurus chirurgus,LC,gulf_of_mexico,0,LC
177987,Acanthurus sohal,VU,persian_gulf,0.4,VU
178009,Zebrasoma xanthurum,VU,persian_gulf,0.4,VU
178023,Acanthurus monroviae,"NA",europe,NA,NA
178898,Enneanectes pectoralis,LC,gulf_of_mexico,0,LC
178910,Enneanectes boehlkei,LC,gulf_of_mexico,0,LC
178958,Enneapterygius ventermaculus,LC,persian_gulf,0,LC
178978,Enneanectes altivelis,LC,gulf_of_mexico,0,LC
179020,Helcogramma steinitzi,LC,persian_gulf,0,LC
179034,Tripterygion tartessicum,LC,europe,0,LC
179045,Enneapterygius pusillus,LC,persian_gulf,0,LC
179116,Enneanectes jordani,LC,gulf_of_mexico,0,LC
180554,Sinapidendron angustifolium,CR,europe,0.8,CR
181000,Mugilogobius mertoni,LC,southern_africa,0,LC
181000,Mugilogobius mertoni,LC,pan-africa,0,LC
181550,Dalophis boulengeri,DD,northern_africa,NA,DD
181550,Dalophis boulengeri,LC,central_africa,0,LC
181550,Dalophis boulengeri,LC,pan-africa,0,LC
181563,Oreochromis salinicola,VU,central_africa,0.4,VU
181563,Oreochromis salinicola,VU,pan-africa,0.4,VU
181567,Aplocheilichthys spilauchen,LC,southern_africa,0,LC
181567,Aplocheilichthys spilauchen,LC,western_africa,0,LC
181567,Aplocheilichthys spilauchen,LC,central_africa,0,LC
181567,Aplocheilichthys spilauchen,LC,pan-africa,0,LC
181577,Eleotris senegalensis,DD,southern_africa,NA,DD
181577,Eleotris senegalensis,LC,western_africa,0,LC
181577,Eleotris senegalensis,LC,central_africa,0,LC
181577,Eleotris senegalensis,LC,pan-africa,0,LC
181797,Dormitator lebretonis,LC,western_africa,0,LC
181797,Dormitator lebretonis,LC,central_africa,0,LC
181797,Dormitator lebretonis,LC,pan-africa,0,LC
181933,Yongeichthys thomasi,LC,western_africa,0,LC
181933,Yongeichthys thomasi,"NA",central_africa,NA,NA
181933,Yongeichthys thomasi,LC,pan-africa,0,LC
181943,Tylochromis jentinki,LC,western_africa,0,LC
181943,Tylochromis jentinki,LC,pan-africa,0,LC
181984,Gobionellus oceanicus,LC,western_africa,0,LC
181984,Gobionellus oceanicus,LC,gulf_of_mexico,0,LC
181984,Gobionellus oceanicus,LC,pan-africa,0,LC
182165,Gobionellus occidentalis,LC,western_africa,0,LC
182165,Gobionellus occidentalis,LC,central_africa,0,LC
182165,Gobionellus occidentalis,LC,pan-africa,0,LC
182223,Tilapia guineensis,DD,northern_africa,NA,DD
182223,Tilapia guineensis,DD,southern_africa,NA,DD
182223,Tilapia guineensis,LC,western_africa,0,LC
182223,Tilapia guineensis,LC,central_africa,0,LC
182223,Tilapia guineensis,LC,pan-africa,0,LC
182239,Eleotris daganensis,LC,southern_africa,0,LC
182239,Eleotris daganensis,LC,western_africa,0,LC
182239,Eleotris daganensis,LC,central_africa,0,LC
182239,Eleotris daganensis,LC,pan-africa,0,LC
182285,Periophthalmus barbarus,LC,western_africa,0,LC
182285,Periophthalmus barbarus,LC,central_africa,0,LC
182285,Periophthalmus barbarus,LC,pan-africa,0,LC
182330,Brycinus longipinnis,LC,western_africa,0,LC
182330,Brycinus longipinnis,LC,central_africa,0,LC
182330,Brycinus longipinnis,LC,pan-africa,0,LC
182363,Bostrychus africanus,LC,western_africa,0,LC
182363,Bostrychus africanus,LC,central_africa,0,LC
182363,Bostrychus africanus,LC,pan-africa,0,LC
182389,Pelvicachromis subocellatus,DD,western_africa,NA,DD
182389,Pelvicachromis subocellatus,DD,central_africa,NA,DD
182389,Pelvicachromis subocellatus,DD,pan-africa,NA,DD
182498,Tylochromis praecox,DD,central_africa,NA,DD
182498,Tylochromis praecox,DD,pan-africa,NA,DD
182521,Tilapia cabrae,LC,southern_africa,0,LC
182521,Tilapia cabrae,LC,central_africa,0,LC
182521,Tilapia cabrae,LC,pan-africa,0,LC
182611,Ethmalosa fimbriata,LC,western_africa,0,LC
182611,Ethmalosa fimbriata,LC,central_africa,0,LC
182611,Ethmalosa fimbriata,LC,pan-africa,0,LC
182736,Clarias ngamensis,LC,eastern_africa,0,LC
182736,Clarias ngamensis,LC,southern_africa,0,LC
182736,Clarias ngamensis,LC,central_africa,0,LC
182736,Clarias ngamensis,LC,pan-africa,0,LC
182745,Chrysichthys walkeri,EN,western_africa,0.6,EN
182745,Chrysichthys walkeri,EN,pan-africa,0.6,EN
182779,Arius gigas,NT,western_africa,0.2,NT
