run_id,run_tag,run_date,sequence,parent_fn,parent_chunk,file_loc,filetype,commit_url,commit_author,commit_date,uncommitted_changes,elapsed_time,memory_use,sys_info,ses_info,base_pkgs,attached_pkgs,rdf_subject,rdf_object,rdf_predicate,run_hash
1,standard run,Thu Jun 21 11:22:28 2018,12,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd,get_iucn_past_assessments,~/github/spp_risk_dists/data/spp_marine_from_api_2017-3.csv,input,https://github.com/oharac/spp_risk_dists/commit/63686544771977c7dc4d8da819950c0b8029d04f,Casey O'Hara <ohara@nceas.ucsb.edu>,Sat Jun 16 08:48:07 2018 -0700,FALSE,131.051,50492.7,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_risk_dists/data/spp_marine_from_api_2017-3.csv,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd#get_iucn_past_assessments,prov:used,1e8ebe4afb01c87c56cf7b9400f8ad7a4b17596f
1,standard run,Thu Jun 21 11:22:28 2018,13,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd,get_iucn_past_assessments,~/github/spp_risk_dists/data/iucn_risk_timeseries_2017-3.csv,output,Previous commit: https://github.com/oharac/spp_risk_dists/commit/63686544771977c7dc4d8da819950c0b8029d04f,Casey O'Hara <ohara@nceas.ucsb.edu>,Sat Jun 16 08:48:07 2018 -0700,FALSE,131.051,50492.7,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd#get_iucn_past_assessments,~/github/spp_risk_dists/data/iucn_risk_timeseries_2017-3.csv,prov:wasGeneratedBy,1e8ebe4afb01c87c56cf7b9400f8ad7a4b17596f
1,standard run,Thu Jun 21 11:22:28 2018,14,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd,get_iucn_current_assessment,~/git-annex/spp_risk_dists/iucn/spp_info_from_api_2017-3.csv,input,no version control info found,NA,NA,NA,131.051,50492.7,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/git-annex/spp_risk_dists/iucn/spp_info_from_api_2017-3.csv,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd#get_iucn_current_assessment,prov:used,1e8ebe4afb01c87c56cf7b9400f8ad7a4b17596f
1,standard run,Thu Jun 21 11:22:28 2018,15,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd,get_iucn_current_assessment,~/github/spp_risk_dists/data/spp_marine_from_api_2017-3.csv,input,https://github.com/oharac/spp_risk_dists/commit/63686544771977c7dc4d8da819950c0b8029d04f,Casey O'Hara <ohara@nceas.ucsb.edu>,Sat Jun 16 08:48:07 2018 -0700,FALSE,131.051,50492.7,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_risk_dists/data/spp_marine_from_api_2017-3.csv,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd#get_iucn_current_assessment,prov:used,1e8ebe4afb01c87c56cf7b9400f8ad7a4b17596f
1,standard run,Thu Jun 21 11:22:28 2018,16,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd,get_iucn_current_assessment,~/github/spp_risk_dists/data/iucn_risk_current_2017-3.csv,output,Previous commit: https://github.com/oharac/spp_risk_dists/commit/63686544771977c7dc4d8da819950c0b8029d04f,Casey O'Hara <ohara@nceas.ucsb.edu>,Sat Jun 16 08:48:07 2018 -0700,FALSE,131.051,50492.7,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd#get_iucn_current_assessment,~/github/spp_risk_dists/data/iucn_risk_current_2017-3.csv,prov:wasGeneratedBy,1e8ebe4afb01c87c56cf7b9400f8ad7a4b17596f
1,standard run,Thu Jun 21 11:22:28 2018,17,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd,unnamed-chunk-1,~/github/spp_risk_dists/data/iucn_risk_timeseries_2017-3.csv,input,https://github.com/oharac/spp_risk_dists/commit/63686544771977c7dc4d8da819950c0b8029d04f,Casey O'Hara <ohara@nceas.ucsb.edu>,Sat Jun 16 08:48:07 2018 -0700,FALSE,131.051,50492.7,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_risk_dists/data/iucn_risk_timeseries_2017-3.csv,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd#unnamed-chunk-1,prov:used,1e8ebe4afb01c87c56cf7b9400f8ad7a4b17596f
1,standard run,Thu Jun 21 11:22:28 2018,18,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd,unnamed-chunk-1,~/git-annex/spp_risk_dists/iucn/spp_info_from_api_2017-3.csv,input,no version control info found,NA,NA,NA,131.051,50492.7,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/git-annex/spp_risk_dists/iucn/spp_info_from_api_2017-3.csv,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd#unnamed-chunk-1,prov:used,1e8ebe4afb01c87c56cf7b9400f8ad7a4b17596f
1,standard run,Thu Jun 21 11:22:28 2018,0,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd,prov_footer,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd,parent_script,https://github.com/oharac/spp_risk_dists/commit/fa4c4ef911d38ac3d139d95fe3d1503c447b8f5f,Casey O'Hara <ohara@nceas.ucsb.edu>,Sat Jun 16 21:19:08 2018 -0700,TRUE,131.051,50492.7,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd,prov:wasDerivedFrom,1e8ebe4afb01c87c56cf7b9400f8ad7a4b17596f
1,standard run,Thu Jun 21 11:22:28 2018,0,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd,setup,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd#setup,parent_chunk,https://github.com/oharac/spp_risk_dists/commit/fa4c4ef911d38ac3d139d95fe3d1503c447b8f5f,Casey O'Hara <ohara@nceas.ucsb.edu>,Sat Jun 16 21:19:08 2018 -0700,TRUE,131.051,50492.7,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd#setup,prov:wasExecutedBy,1e8ebe4afb01c87c56cf7b9400f8ad7a4b17596f
1,standard run,Thu Jun 21 11:22:28 2018,0,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd,get_spp_info_from_api,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd#get_spp_info_from_api,parent_chunk,https://github.com/oharac/spp_risk_dists/commit/fa4c4ef911d38ac3d139d95fe3d1503c447b8f5f,Casey O'Hara <ohara@nceas.ucsb.edu>,Sat Jun 16 21:19:08 2018 -0700,TRUE,131.051,50492.7,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd#get_spp_info_from_api,prov:wasExecutedBy,1e8ebe4afb01c87c56cf7b9400f8ad7a4b17596f
1,standard run,Thu Jun 21 11:22:28 2018,0,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd,determine_spp_habs,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd#determine_spp_habs,parent_chunk,https://github.com/oharac/spp_risk_dists/commit/fa4c4ef911d38ac3d139d95fe3d1503c447b8f5f,Casey O'Hara <ohara@nceas.ucsb.edu>,Sat Jun 16 21:19:08 2018 -0700,TRUE,131.051,50492.7,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd#determine_spp_habs,prov:wasExecutedBy,1e8ebe4afb01c87c56cf7b9400f8ad7a4b17596f
1,standard run,Thu Jun 21 11:22:28 2018,0,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd,generate_hab_inclusion_list,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd#generate_hab_inclusion_list,parent_chunk,https://github.com/oharac/spp_risk_dists/commit/fa4c4ef911d38ac3d139d95fe3d1503c447b8f5f,Casey O'Hara <ohara@nceas.ucsb.edu>,Sat Jun 16 21:19:08 2018 -0700,TRUE,131.051,50492.7,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd,~/github/spp_risk_dists/data_setup/1_set_up_iucn_risk.Rmd#generate_hab_inclusion_list,prov:wasExecutedBy,1e8ebe4afb01c87c56cf7b9400f8ad7a4b17596f
