dbf_file,iucn_sid,sciname,code,presence,subpop,shape_Area
ANGELFISH.dbf,165876,Centropyge multispinis,LC,1,NA,305.60819499
ANGELFISH.dbf,165827,Genicanthus takeuchii,LC,1,NA,9.16435776103
ANGELFISH.dbf,165828,Centropyge fisheri,LC,1,NA,1410.78196644
ANGELFISH.dbf,165829,Pomacanthus xanthometopon,LC,1,NA,844.315151509
ANGELFISH.dbf,165830,Centropyge hotumatua,LC,1,NA,29.1934816795
ANGELFISH.dbf,165831,Pomacanthus chrysurus,LC,1,NA,141.240777068
ANGELFISH.dbf,165832,Holacanthus bermudensis,LC,1,NA,116.112628151
ANGELFISH.dbf,165833,Pomacanthus maculosus,LC,1,NA,168.64846625
ANGELFISH.dbf,165847,Chaetodontoplus ballinae,LC,1,NA,4.75369491859
ANGELFISH.dbf,165848,Centropyge heraldi,LC,1,NA,728.020227959
ANGELFISH.dbf,165849,Centropyge ferrugata,LC,1,NA,92.8426506352
ANGELFISH.dbf,165850,Chaetodontoplus melanosoma,LC,1,NA,101.996786543
ANGELFISH.dbf,165851,Pomacanthus semicirculatus,LC,1,NA,1433.70436297
ANGELFISH.dbf,165852,Paracentropyge multifasciata,LC,1,NA,881.246357208
ANGELFISH.dbf,165853,Apolemichthys xanthotis,LC,1,NA,105.725044301
ANGELFISH.dbf,165854,Centropyge debelius,LC,1,NA,9.99845138573
ANGELFISH.dbf,165855,Centropyge eibli,LC,1,NA,189.586854288
ANGELFISH.dbf,165856,Genicanthus semifasciatus,LC,1,NA,108.304339127
ANGELFISH.dbf,165857,Chaetodontoplus duboulayi,LC,1,NA,158.552646627
ANGELFISH.dbf,165858,Centropyge interruptus,LC,1,NA,64.1824578853
ANGELFISH.dbf,165866,Genicanthus semicinctus,LC,1,NA,11.7648156554
ANGELFISH.dbf,165867,Pomacanthus navarchus,LC,1,NA,531.274954357
ANGELFISH.dbf,165868,Centropyge nox,LC,1,NA,646.214759018
ANGELFISH.dbf,165879,Holacanthus tricolor,LC,1,NA,326.389634618
ANGELFISH.dbf,165880,Holacanthus passer,LC,1,NA,82.2417906963
ANGELFISH.dbf,165881,Chaetodontoplus personifer,LC,1,NA,81.481145551
ANGELFISH.dbf,165882,Chaetodontoplus septentrionalis,LC,1,NA,122.122491205
ANGELFISH.dbf,165883,Holacanthus ciliaris,LC,1,NA,349.908068473
ANGELFISH.dbf,165884,Chaetodontoplus mesoleucus,LC,1,NA,616.391106332
ANGELFISH.dbf,165890,Centropyge joculator,LC,1,NA,6.4995830811
ANGELFISH.dbf,165891,Chaetodontoplus meredithi,LC,1,NA,43.850702651
ANGELFISH.dbf,165892,Chaetodontoplus niger,LC,1,NA,9.74348122436
ANGELFISH.dbf,165893,Centropyge aurantia,LC,1,NA,230.427315944
ANGELFISH.dbf,165894,Chaetodontoplus caeruleopunctatus,DD,1,NA,65.1182991715
ANGELFISH.dbf,165895,Centropyge flavipectoralis,LC,1,NA,37.5520491582
ANGELFISH.dbf,165896,Centropyge multicolor,LC,1,NA,307.147689523
ANGELFISH.dbf,165897,Centropyge nigriocellus,LC,1,NA,158.535852021
ANGELFISH.dbf,165898,Pomacanthus paru,LC,1,NA,344.509479888
ANGELFISH.dbf,165899,Centropyge potteri,LC,1,NA,39.0487133975
ANGELFISH.dbf,165900,Centropyge venusta,LC,1,NA,65.0244645621
ANGELFISH.dbf,165901,Centropyge tibicen,LC,1,NA,1026.76451188
ANGELFISH.dbf,165902,Centropyge bicolor,LC,1,NA,1198.93151542
ANGELFISH.dbf,168374,Chaetodontoplus poliourus,LC,1,NA,234.334509509
ANGELFISH.dbf,169679,Centropyge abei,LC,1,NA,6.55390578861
ANGELFISH.dbf,4131,Centropyge resplendens,LC,1,NA,2.85800927219
BONEFISH_TARPONS.dbf,178043,Albula esuncula,LC,1,NA,118.698675625
BONEFISH_TARPONS.dbf,194303,Albula vulpes,NT,1,NA,295.898076016
BONEFISH_TARPONS.dbf,194305,Pterothrissus belloci,DD,1,NA,79.6895092901
BONEFISH_TARPONS.dbf,191822,Elops saurus,LC,1,NA,71.6315041556
BONEFISH_TARPONS.dbf,194298,Albula argentea,DD,1,NA,1036.83165217
BONEFISH_TARPONS.dbf,166868,Megalops cyprinoides,DD,1,NA,265.007240836
BONEFISH_TARPONS.dbf,166868,Megalops cyprinoides,DD,1,NA,1496.98490143
BONEFISH_TARPONS.dbf,194301,Albula oligolepis,DD,1,NA,249.884936909
BONEFISH_TARPONS.dbf,194302,Albula virgata,DD,1,NA,17.2586813445
BONEFISH_TARPONS.dbf,172363,Elops machnata,LC,1,NA,189.988913859
BONEFISH_TARPONS.dbf,172363,Elops machnata,LC,5,NA,0.219408796215
BONEFISH_TARPONS.dbf,190357,Albula nemoptera,DD,1,NA,47.9425226406
BONEFISH_TARPONS.dbf,184047,Elops affinis,DD,1,NA,116.305445827
BONEFISH_TARPONS.dbf,194299,Albula glossodonta,VU,1,NA,693.785597407
BONEFISH_TARPONS.dbf,194306,Pterothrissus gissu,DD,1,NA,0.0696096072306
BONEFISH_TARPONS.dbf,194307,Elops hawaiensis,DD,1,NA,1377.28906339
BONEFISH_TARPONS.dbf,194308,Elops senegalensis,DD,1,NA,343.921568378
BONEFISH_TARPONS.dbf,194309,Elops smithi,DD,1,NA,233.770877021
BONEFISH_TARPONS.dbf,191823,Megalops atlanticus,VU,1,NA,430.109375634
BONEFISH_TARPONS.dbf,199659,Albula koreana,DD,1,NA,0.434971054908
BUTTERFLYFISH.dbf,155220,Chaetodon sedentarius,LC,1,NA,335.550787664
BUTTERFLYFISH.dbf,165646,Prognathodes guyanensis,LC,1,NA,213.882545343
BUTTERFLYFISH.dbf,165631,Chaetodon auriga,LC,1,NA,1970.24713304
BUTTERFLYFISH.dbf,165635,Chaetodon humeralis,LC,1,NA,113.146821043
BUTTERFLYFISH.dbf,165636,Chaetodon nippon,LC,1,NA,97.027157614
BUTTERFLYFISH.dbf,165634,Chaetodon austriacus,LC,1,NA,64.5460259659
BUTTERFLYFISH.dbf,165637,Chaetodon striatus,LC,1,NA,341.633333669
BUTTERFLYFISH.dbf,165653,Chaetodon pelewensis,LC,1,NA,561.553938832
BUTTERFLYFISH.dbf,165658,Prognathodes carlhubbsi,NT,1,NA,7.88508728993
BUTTERFLYFISH.dbf,165660,Chelmon muelleri,LC,1,NA,107.392958959
BUTTERFLYFISH.dbf,165639,Roa excelsa,LC,1,NA,26.9815828368
BUTTERFLYFISH.dbf,165640,Heniochus chrysostomus,LC,1,NA,1150.89059978
BUTTERFLYFISH.dbf,165643,Chaetodon selene,LC,1,NA,377.877741285
BUTTERFLYFISH.dbf,165633,Johnrandallia nigrirostris,LC,1,NA,85.5520682734
BUTTERFLYFISH.dbf,165665,Chaetodon ulietensis,LC,1,NA,1097.87874908
BUTTERFLYFISH.dbf,165666,Chaetodon mitratus,LC,1,NA,85.4495742288
BUTTERFLYFISH.dbf,165667,Forcipiger longirostris,LC,1,NA,1336.80631554
BUTTERFLYFISH.dbf,165668,Chaetodon citrinellus,LC,1,NA,1459.06765836
BUTTERFLYFISH.dbf,165670,Chaetodon semilarvatus,LC,1,NA,61.2121284294
BUTTERFLYFISH.dbf,165672,Hemitaurichthys polylepis,LC,1,NA,1118.94157616
BUTTERFLYFISH.dbf,165628,Chaetodon kleinii,LC,1,NA,1447.50056207
BUTTERFLYFISH.dbf,165705,Chaetodon fasciatus,LC,1,NA,54.5906237194
BUTTERFLYFISH.dbf,165708,Chaetodon declivis,LC,1,NA,22.7311718217
BUTTERFLYFISH.dbf,165709,Chaetodon blackburnii,LC,1,NA,93.9461421326
BUTTERFLYFISH.dbf,165710,Chaetodon assarius,LC,1,NA,35.2240533319
BUTTERFLYFISH.dbf,165723,Chaetodon collare,LC,1,NA,333.855844037
BUTTERFLYFISH.dbf,165626,Heniochus acuminatus,LC,1,NA,1819.12035795
BUTTERFLYFISH.dbf,165627,Prognathodes aculeatus,LC,1,NA,221.512668959
BUTTERFLYFISH.dbf,165630,Chaetodon vagabundus,LC,1,NA,1702.69375888
BUTTERFLYFISH.dbf,165632,Chaetodon punctatofasciatus,LC,1,NA,717.767637655
BUTTERFLYFISH.dbf,165638,Chaetodon meyeri,LC,1,NA,1116.44658847
BUTTERFLYFISH.dbf,165641,Chaetodon ornatissimus,LC,1,NA,1407.97354339
BUTTERFLYFISH.dbf,165642,Chaetodon madagaskariensis,LC,1,NA,224.657507478
BUTTERFLYFISH.dbf,165644,Prognathodes guezei,DD,1,NA,33.761872558
BUTTERFLYFISH.dbf,165645,Prognathodes guyotensis,DD,1,NA,42.4130803368
BUTTERFLYFISH.dbf,165647,Chaetodon pictus,LC,1,NA,43.7927093614
BUTTERFLYFISH.dbf,165648,Chaetodon decussatus,LC,1,NA,323.677747582
BUTTERFLYFISH.dbf,165649,Chaetodon gardineri,LC,1,NA,88.5891246733
BUTTERFLYFISH.dbf,165650,Heniochus monoceros,LC,1,NA,1284.01949061
BUTTERFLYFISH.dbf,165651,Chaetodon lunula,LC,1,NA,1738.83762926
BUTTERFLYFISH.dbf,165652,Heniochus varius,LC,1,NA,1018.31749315
BUTTERFLYFISH.dbf,165654,Chaetodon dolosus,LC,1,NA,113.16619477
BUTTERFLYFISH.dbf,165655,Chaetodon multicinctus,LC,1,NA,39.0487668748
BUTTERFLYFISH.dbf,165656,Chaetodon xanthurus,LC,1,NA,423.23165014
BUTTERFLYFISH.dbf,165657,Chaetodon plebeius,LC,1,NA,450.815988799
BUTTERFLYFISH.dbf,165659,Chelmon rostratus,LC,1,NA,773.980348151
BUTTERFLYFISH.dbf,165661,Parachaetodon ocellatus,LC,1,NA,749.516928478
BUTTERFLYFISH.dbf,165662,Chaetodon fremblii,LC,1,NA,36.3293735588
BUTTERFLYFISH.dbf,165663,Chaetodon argentatus,LC,1,NA,98.2666610326
BUTTERFLYFISH.dbf,165669,Chaetodon lineolatus,LC,1,NA,1685.41329943
BUTTERFLYFISH.dbf,165704,Chaetodon lunulatus,LC,1,NA,1435.00869605
BUTTERFLYFISH.dbf,165664,Chaetodon oxycephalus,LC,1,NA,528.159726102
BUTTERFLYFISH.dbf,165671,Chaetodon xanthocephalus,LC,1,NA,217.810535198
BUTTERFLYFISH.dbf,165673,Chaetodon trifasciatus,LC,1,NA,346.423694128
BUTTERFLYFISH.dbf,165674,Prognathodes marcellae,LC,1,NA,68.854708079900007
BUTTERFLYFISH.dbf,165706,Chelmonops curiosus,LC,1,NA,56.1915854229
BUTTERFLYFISH.dbf,165707,Chaetodon andamanensis,DD,1,NA,111.726089881
BUTTERFLYFISH.dbf,165711,Chaetodon adiergastos,LC,1,NA,474.795947356
BUTTERFLYFISH.dbf,165713,Chaetodon reticulatus,DD,1,NA,831.462153971
BUTTERFLYFISH.dbf,165714,Chaetodon unimaculatus,LC,1,NA,1477.0989578
BUTTERFLYFISH.dbf,165715,Chaetodon sanctaehelenae,LC,1,NA,9.77174323921
BUTTERFLYFISH.dbf,165716,Forcipiger flavissimus,LC,1,NA,1713.62928601
BUTTERFLYFISH.dbf,165717,Chaetodon rainfordi,NT,1,NA,42.1880064813
BUTTERFLYFISH.dbf,165718,Chaetodon guentheri,LC,1,NA,433.115618102
BUTTERFLYFISH.dbf,165719,Hemitaurichthys zoster,LC,1,NA,278.506120916
BUTTERFLYFISH.dbf,165720,Chelmonops truncatus,LC,1,NA,12.1311073343
BUTTERFLYFISH.dbf,165721,Chaetodon miliaris,LC,1,NA,39.0487668748
BUTTERFLYFISH.dbf,165724,Chaetodon melapterus,LC,1,NA,92.5098611438
BUTTERFLYFISH.dbf,165725,Chaetodon semeion,LC,1,NA,1008.7176204
BUTTERFLYFISH.dbf,165726,Chaetodon dialeucos,LC,1,NA,20.1808374741
BUTTERFLYFISH.dbf,154788,Hemitaurichthys thompsoni,LC,1,NA,214.07919204
BUTTERFLYFISH.dbf,155193,Coradion melanopus,LC,1,NA,313.274709133
BUTTERFLYFISH.dbf,165625,Chaetodon paucifasciatus,LC,1,NA,50.4833227664
BUTTERFLYFISH.dbf,165689,Chaetodon melannotus,LC,1,NA,1452.87827561
BUTTERFLYFISH.dbf,165702,Coradion chrysozonus,LC,1,NA,835.735911009
BUTTERFLYFISH.dbf,165703,Chaetodon aureofasciatus,LC,1,NA,149.381810301
BUTTERFLYFISH.dbf,165607,Chaetodon falcula,LC,1,NA,261.793921711
BUTTERFLYFISH.dbf,165608,Heniochus pleurotaenia,LC,1,NA,133.597639207
BUTTERFLYFISH.dbf,165609,Chaetodon larvatus,LC,1,NA,58.9532496432
BUTTERFLYFISH.dbf,165610,Chaetodon leucopleura,LC,1,NA,89.2349808451
BUTTERFLYFISH.dbf,165611,Chaetodon ocellatus,LC,1,NA,365.480491547
BUTTERFLYFISH.dbf,165612,Chaetodon zanzibarensis,LC,1,NA,159.068098623
BUTTERFLYFISH.dbf,165613,Prognathodes brasiliensis,LC,1,NA,33.0528887969
BUTTERFLYFISH.dbf,165614,Roa jayakari,LC,1,NA,116.043936262
BUTTERFLYFISH.dbf,165615,Chaetodon mertensii,LC,1,NA,717.408748409
BUTTERFLYFISH.dbf,165616,Chelmon marginalis,LC,1,NA,109.944616611
BUTTERFLYFISH.dbf,165617,Hemitaurichthys multispinosus,LC,1,NA,7.99193982441
BUTTERFLYFISH.dbf,165618,Chaetodon mesoleucos,LC,1,NA,54.3559795048
BUTTERFLYFISH.dbf,165619,Chaetodon guttatissimus,LC,1,NA,313.043531926
BUTTERFLYFISH.dbf,165620,Chaetodon burgessi,LC,1,NA,336.265269976
BUTTERFLYFISH.dbf,165621,Prognathodes aya,LC,1,NA,74.7480533468
BUTTERFLYFISH.dbf,165622,Heniochus singularius,LC,1,NA,1030.0026299
BUTTERFLYFISH.dbf,165623,Chaetodon octofasciatus,LC,1,NA,719.315838836
BUTTERFLYFISH.dbf,165624,Chaetodon triangulum,LC,1,NA,171.506265649
BUTTERFLYFISH.dbf,165675,Chaetodon smithi,LC,1,NA,11.2593977689
BUTTERFLYFISH.dbf,165676,Chaetodon ocellicaudus,DD,1,NA,466.066557091
BUTTERFLYFISH.dbf,165677,Roa modestus,LC,1,NA,166.529768974
BUTTERFLYFISH.dbf,165678,Chaetodon quadrimaculatus,LC,1,NA,513.951922045
BUTTERFLYFISH.dbf,165679,Chaetodon trichrous,LC,1,NA,102.661440943
BUTTERFLYFISH.dbf,165680,Chaetodon rafflesii,LC,1,NA,1017.35090181
BUTTERFLYFISH.dbf,165681,Chaetodon ephippium,LC,1,NA,1244.41443619
BUTTERFLYFISH.dbf,165682,Amphichaetodon howensis,LC,1,NA,30.0095183193
BUTTERFLYFISH.dbf,165683,Heniochus diphreutes,LC,1,NA,632.904254001
BUTTERFLYFISH.dbf,165684,Chaetodon interruptus,LC,1,NA,245.079848283
BUTTERFLYFISH.dbf,165685,Chaetodon wiebeli,LC,1,NA,255.8633452
BUTTERFLYFISH.dbf,165686,Chaetodon bennetti,DD,1,NA,1267.28390693
BUTTERFLYFISH.dbf,165687,Chaetodon tricinctus,LC,1,NA,13.3378218919
BUTTERFLYFISH.dbf,165688,Chaetodon flavirostris,LC,1,NA,327.189810978
BUTTERFLYFISH.dbf,165690,Prognathodes dichrous,LC,1,NA,5.77549550693
BUTTERFLYFISH.dbf,165691,Heniochus intermedius,LC,1,NA,52.4648091789
BUTTERFLYFISH.dbf,165692,Chaetodon baronessa,LC,1,NA,810.665862318
BUTTERFLYFISH.dbf,165693,Chaetodon auripes,LC,1,NA,130.123346047
BUTTERFLYFISH.dbf,165694,Chaetodon speculum,LC,1,NA,1016.46406141
BUTTERFLYFISH.dbf,165695,Chaetodon capistratus,LC,1,NA,276.152325354
BUTTERFLYFISH.dbf,165696,Chaetodon nigropunctatus,LC,1,NA,33.0843346256
BUTTERFLYFISH.dbf,165697,Coradion altivelis,LC,1,NA,861.665295942
BUTTERFLYFISH.dbf,165698,Chaetodon tinkeri,LC,1,NA,32.9250801845
BUTTERFLYFISH.dbf,165699,Chaetodon daedalma,LC,1,NA,58.1249755838
BUTTERFLYFISH.dbf,165700,Chaetodon hoefleri,LC,1,NA,89.6147854136
BUTTERFLYFISH.dbf,165701,Prognathodes falcifer,LC,1,NA,30.8643108292
BUTTERFLYFISH.dbf,165727,Amphichaetodon melbae,DD,1,NA,6.76251065223
BUTTERFLYFISH.dbf,4363,Prognathodes obliquus,DD,1,NA,2.47747203
BUTTERFLYFISH.dbf,4364,Chaetodon robustus,LC,1,NA,70.2405899709
BUTTERFLYFISH.dbf,4361,Chaetodon litus,LC,1,NA,3.42794046564
BUTTERFLYFISH.dbf,4362,Chaetodon marleyi,LC,1,NA,29.1720630994
BUTTERFLYFISH.dbf,4360,Chaetodon flavocoronatus,LC,1,NA,8.05242606118
CHONDRICHTHYES.dbf,4292,Cetorhinus maximus,VU,1,NA,13588.133559
CHONDRICHTHYES.dbf,6229,Dalatias licha,NT,1,NA,687.330199337
CHONDRICHTHYES.dbf,60143,Neoharriotta pumila,LC,1,NA,30.7817199833
CHONDRICHTHYES.dbf,104176764,Brevitrygon walga,NT,1,NA,116.598119551
CHONDRICHTHYES.dbf,44227,Bythaelurus alcockii,DD,6,NA,0.785173523921
CHONDRICHTHYES.dbf,9281,Glyphis gangeticus,CR,1,NA,48.8297077703
CHONDRICHTHYES.dbf,11200,Lamna nasus,VU,1,NA,12455.128593
CHONDRICHTHYES.dbf,39371,Carcharhinus leiodon,EN,1,NA,46.7797857432
CHONDRICHTHYES.dbf,161453,Dasyatis pastinaca,DD,1,NA,256.729562358
CHONDRICHTHYES.dbf,39332,Squatina squatina,CR,1,NA,16.4279617279
CHONDRICHTHYES.dbf,41876,Odontaspis ferox,VU,1,NA,728.287122924
CHONDRICHTHYES.dbf,60200,Mobula thurstoni,NT,1,NA,717.969173059
CHONDRICHTHYES.dbf,63141,Oxynotus centrina,VU,1,NA,482.18879456
CHONDRICHTHYES.dbf,161426,Chiloscyllium arabicum,NT,1,NA,58.4705589911
CHONDRICHTHYES.dbf,161499,Ctenacis fehlmanni,LC,1,NA,19.8423952035
CHONDRICHTHYES.dbf,161408,Glaucostegus halavi,VU,1,NA,107.686242657
CHONDRICHTHYES.dbf,161488,Halaelurus boesemani,VU,1,NA,8.74722648143
CHONDRICHTHYES.dbf,161625,Halaelurus quagga,DD,1,NA,34.9724691581
CHONDRICHTHYES.dbf,161720,Heterodontus omanensis,DD,1,NA,6.8690127183
CHONDRICHTHYES.dbf,161632,Heteronarce bentuviai,DD,1,NA,1.05586591053
CHONDRICHTHYES.dbf,161663,Heteronarce mollis,DD,1,NA,13.6724431652
CHONDRICHTHYES.dbf,107604987,Maculabatis arabica,CR,1,NA,30.7823709249
CHONDRICHTHYES.dbf,47407786,Maculabatis randalli,LC,1,NA,21.604575581
CHONDRICHTHYES.dbf,161690,Narcine oculifera,DD,1,NA,5.67228752649
CHONDRICHTHYES.dbf,107604828,Okamejei ornata,LC,1,NA,8.81783163282
CHONDRICHTHYES.dbf,70682503,Pastinachus sephen,NT,1,NA,166.807240106
CHONDRICHTHYES.dbf,103055306,Planonasus parini,LC,1,NA,7.18125457119
CHONDRICHTHYES.dbf,161723,Raja pita,DD,6,NA,2.01211606366
CHONDRICHTHYES.dbf,161447,Rhinobatos punctifer,NT,1,NA,111.471033896
CHONDRICHTHYES.dbf,60131,Torpedo adenensis,EN,1,NA,0.890987076417
CHONDRICHTHYES.dbf,60181,Rhynchobatus sp. nov. A,VU,1,NA,1.54701124547
CHONDRICHTHYES.dbf,107604242,Acroteriobatus omanensis,DD,1,NA,15.6548421906
CHONDRICHTHYES.dbf,60172,Acroteriobatus salalah,NT,1,NA,22.6487121574
CHONDRICHTHYES.dbf,161476,Acroteriobatus variegatus,CR,1,NA,33.2147099103
CHONDRICHTHYES.dbf,104023514,Aetomylaeus milvus,EN,1,NA,59.112691035
CHONDRICHTHYES.dbf,39370,Carcharhinus falciformis,VU,1,NA,14048.8943064
CHONDRICHTHYES.dbf,60199,Mobula tarapacana,VU,1,NA,327.732421763
CHONDRICHTHYES.dbf,60233,Scyliorhinus retifer,LC,1,NA,141.850902219
CHONDRICHTHYES.dbf,18175,Pristis pectinata,CR,1,Pristis pectinata Eastern Atlantic,1.40977581495
CHONDRICHTHYES.dbf,18175,Pristis pectinata,CR,1,Pristis pectinata Western Atlantic,34.8733573739
CHONDRICHTHYES.dbf,18175,Pristis pectinata,CR,4,Pristis pectinata Eastern Atlantic,15.63235178
CHONDRICHTHYES.dbf,18175,Pristis pectinata,CR,4,Pristis pectinata Western Atlantic,9.90512115176
CHONDRICHTHYES.dbf,18175,Pristis pectinata,CR,6,Pristis pectinata Eastern Atlantic,4.03236359062
CHONDRICHTHYES.dbf,18175,Pristis pectinata,CR,6,Pristis pectinata Western Atlantic,114.942659521
CHONDRICHTHYES.dbf,42713,Halaelurus sellus,LC,1,NA,40.378159347
CHONDRICHTHYES.dbf,42729,Squatina albipunctata,VU,1,NA,54.4929322174
CHONDRICHTHYES.dbf,44207,Apristurus aphyodes,LC,1,NA,75.1776325762
CHONDRICHTHYES.dbf,44209,Apristurus brunneus,DD,1,NA,114.147307564
CHONDRICHTHYES.dbf,60148,Hemitrygon akajei,NT,1,NA,79.1977671453
CHONDRICHTHYES.dbf,60149,Hypanus americanus,DD,1,NA,338.362560945
CHONDRICHTHYES.dbf,161340,Amblyraja reversa,DD,1,NA,0.707750959884
CHONDRICHTHYES.dbf,60150,Neotrygon annotata,NT,1,NA,43.5233914455
CHONDRICHTHYES.dbf,60161,Himantura schmardae,DD,1,NA,182.589567056
CHONDRICHTHYES.dbf,60141,Neoharriotta carri,DD,1,NA,33.7475649215
CHONDRICHTHYES.dbf,60123,Myliobatis chilensis,DD,1,NA,14.5670484858
CHONDRICHTHYES.dbf,60124,Myliobatis hamlyni,NT,1,NA,36.5186232072
CHONDRICHTHYES.dbf,60107,Urobatis concentricus,DD,1,NA,11.3521957279
CHONDRICHTHYES.dbf,60159,Hypanus say,LC,1,NA,199.840929342
CHONDRICHTHYES.dbf,63114,Chimaera monstrosa,NT,1,NA,432.372745206
CHONDRICHTHYES.dbf,19488,Rhincodon typus,EN,1,NA,14501.4789646
CHONDRICHTHYES.dbf,63122,Amblyraja doellojuradoi,LC,1,NA,162.989456221
CHONDRICHTHYES.dbf,60169,Rhinobatos nudidorsalis,NT,1,NA,0.935212948854
CHONDRICHTHYES.dbf,60170,Glaucostegus obtusus,VU,1,NA,30.0204161772
CHONDRICHTHYES.dbf,60127,Aetomylaeus bovinus,DD,1,NA,319.240712136
CHONDRICHTHYES.dbf,60128,Rhinoptera bonasus,NT,1,NA,134.884160412
CHONDRICHTHYES.dbf,60129,Rhinoptera javanica,VU,1,NA,215.984100773
CHONDRICHTHYES.dbf,60130,Rhinoptera steindachneri,NT,1,NA,38.7323071011
CHONDRICHTHYES.dbf,60175,Glaucostegus thouin,VU,1,NA,76.020307761
CHONDRICHTHYES.dbf,40797,Carcharhinus amblyrhynchoides,NT,1,NA,735.703379051
CHONDRICHTHYES.dbf,39372,Carcharhinus leucas,NT,1,NA,1108.59018586
CHONDRICHTHYES.dbf,39374,Carcharhinus longimanus,VU,1,NA,15319.6265451
CHONDRICHTHYES.dbf,39378,Galeocerdo cuvier,NT,1,NA,2241.87281956
CHONDRICHTHYES.dbf,39352,Galeorhinus galeus,VU,1,NA,1231.13423187
CHONDRICHTHYES.dbf,39363,Triakis semifasciata,LC,1,NA,50.8505751858
CHONDRICHTHYES.dbf,39413,Urogymnus asperrimus,VU,1,NA,1076.55993206
CHONDRICHTHYES.dbf,39415,Aetobatus narinari,NT,1,NA,2136.06004431
CHONDRICHTHYES.dbf,39324,Notorynchus cepedianus,DD,1,NA,622.553514692
CHONDRICHTHYES.dbf,39327,Pristiophorus cirratus,LC,1,NA,82.5464754253
CHONDRICHTHYES.dbf,39328,Squatina californica,NT,1,NA,78.2840897482
CHONDRICHTHYES.dbf,39329,Squatina argentina,EN,1,NA,109.188283195
CHONDRICHTHYES.dbf,39330,Squatina guggenheim,EN,1,NA,45.2123709424
CHONDRICHTHYES.dbf,39333,Heterodontus francisci,DD,1,NA,44.4225782312
CHONDRICHTHYES.dbf,39334,Heterodontus portusjacksoni,LC,1,NA,132.869325624
CHONDRICHTHYES.dbf,39335,Brachaelurus colcloughi,VU,1,NA,13.6114441738
CHONDRICHTHYES.dbf,39336,Odontaspis noronhai,DD,1,NA,15244.3300511
